carbon_tier,category,instance,right_algorithm,pair_count,carbon_e_total_all_lower,carbon_cost_carbon_all_lower,carbon_cost_within_one_percent_all,carbon_best_cost_not_worse_all,mean_carbon_best_cost,mean_right_best_cost,mean_carbon_E_total,mean_right_E_total,mean_carbon_cost_carbon,mean_right_cost_carbon
Tier1,threeshift,e2-threeshift-150c-02,t3_main_alns,3,False,False,False,False,3537.2661730544046,3476.7575644015087,1084.9123166212182,1050.0445461917136,54.61448601871213,52.85924245529087
Tier1,threeshift,e2-threeshift-200c-02,t3_main_alns,3,False,False,False,False,4538.127565277276,4468.042745466924,1216.282688357112,1132.5584694156576,61.22767053189702,57.01299335038421
Tier1,threeshift,e2-threeshift-200c-03,t3_main_alns,3,True,True,True,False,4528.753427348069,4596.006152029372,1203.5494788064364,1248.1489142446887,60.58668076311601,62.83181634307764
