task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-20c-01-V2-LOCATIONS__seed5,cn-cy-20c-01-V2-LOCATIONS,cy,20,5,1226.4973026865364,9.493179332988802,1221.8780582576785,9.508197374991141,1221.8780582576785,9.871198458989966,1221.8780582576785,28.991316416009795,93.08883563504644,91.75745394266562,91.75745394266562,91.75745394266562,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1221.8780582576787,1221.8780582576787,0.0,1,5.0,True,best_exact_hgs_parent,07dcf6f7df436b620dc9050c12c504edc710dbf6ed73ce6489de86779d046634,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,PASS
