key_id,experiment,instance,algorithm,seed,variant,theta,carbon_price,quota,status,actual_evals,violation_count,feasible,best_cost,best_penalized_obj,elapsed_seconds
E2|100-01-24h|ALNS@wangqianlongucas|8|formal,E2,100-01-24h,ALNS@wangqianlongucas,8,formal,,,,completed,16000,0,True,6331.298733608956,6331.298733608956,29.490156749991
E2|100-01-24h|NSGA-II@haris989|8|formal,E2,100-01-24h,NSGA-II@haris989,8,formal,,,,completed,16001,0,True,5800.832927611019,5800.832927611019,68.70074204198318
E2|L-main|ALNS-Wouda|9|formal,E2,L-main,ALNS-Wouda,9,formal,,,,completed,16000,0,True,8345.250007387633,8345.250007387633,695.1878864589962
E2|L-main|VNS@Valdecy|9|formal,E2,L-main,VNS@Valdecy,9,formal,,,,completed,16000,0,True,9023.439573782933,9023.439573782933,58.57701641600579
E2|L-main|PyGAD|9|formal,E2,L-main,PyGAD,9,formal,,,,completed,16000,0,True,9577.78897371694,9577.78897371694,78.09409608299029
E2|L-main|scikit-opt-GA|9|formal,E2,L-main,scikit-opt-GA,9,formal,,,,completed,16000,0,True,9614.18820574865,9614.18820574865,78.00191816597362
E2|L-main|scikit-opt-SA|9|formal,E2,L-main,scikit-opt-SA,9,formal,,,,completed,16000,0,True,8265.545967643038,8265.545967643038,255.43524225000874
E2|L-main|ALNS@wangqianlongucas|9|formal,E2,L-main,ALNS@wangqianlongucas,9,formal,,,,completed,16000,0,True,9666.358832368967,9666.358832368967,78.68641833297443
E2|L-main|NSGA-II@haris989|9|formal,E2,L-main,NSGA-II@haris989,9,formal,,,,completed,16001,0,True,8733.028562633566,8733.028562633566,232.87856341700535
E2|100-01-24h|ALNS-Wouda|9|formal,E2,100-01-24h,ALNS-Wouda,9,formal,,,,completed,16000,0,True,4683.374984848285,4683.374984848285,268.4538944999804
E2|100-01-24h|VNS@Valdecy|9|formal,E2,100-01-24h,VNS@Valdecy,9,formal,,,,completed,16000,0,True,5371.259628416807,5371.259628416807,26.056651082995813
E2|100-01-24h|PyGAD|9|formal,E2,100-01-24h,PyGAD,9,formal,,,,completed,16000,0,True,6215.089092871072,6215.089092871072,38.16289783298271
E2|100-01-24h|scikit-opt-GA|9|formal,E2,100-01-24h,scikit-opt-GA,9,formal,,,,completed,16000,0,True,6208.846725261037,6208.846725261037,33.45918416601489
E2|100-01-24h|scikit-opt-SA|9|formal,E2,100-01-24h,scikit-opt-SA,9,formal,,,,completed,16000,0,True,5450.410889127989,5450.410889127989,62.255669958976796
E2|100-01-24h|ALNS@wangqianlongucas|9|formal,E2,100-01-24h,ALNS@wangqianlongucas,9,formal,,,,completed,16000,0,True,6331.298733608956,6331.298733608956,33.26717558398377
E2|100-01-24h|NSGA-II@haris989|9|formal,E2,100-01-24h,NSGA-II@haris989,9,formal,,,,completed,16001,0,True,5694.149706829079,5694.149706829079,68.96832595800515
E3|L-main|ALNS-Wouda|1|M0,E3,L-main,ALNS-Wouda,1,M0,,,,completed,32000,0,True,8296.244303104222,8296.244303104222,833.3493661669927
E3|L-main|ALNS-Wouda|1|M1,E3,L-main,ALNS-Wouda,1,M1,,,,completed,16000,0,True,8296.244303104222,8296.244303104222,951.8022867499967
E3|L-main|ALNS-Wouda|1|M2,E3,L-main,ALNS-Wouda,1,M2,,,,completed,16000,0,True,8296.244303104222,8296.244303104222,794.6911590419913
E3|L-main|ALNS-Wouda|1|M3,E3,L-main,ALNS-Wouda,1,M3,,,,completed,16000,0,True,8345.205781526676,8250.205781526676,470.254369458009
E3|L-main|ALNS-Wouda|1|M4,E3,L-main,ALNS-Wouda,1,M4,,,,completed,16000,0,True,8331.843915656818,8236.843915656818,638.2013939999888
E3|L-main|ALNS-Wouda|1|M5,E3,L-main,ALNS-Wouda,1,M5,,,,completed,16000,0,True,8285.822895004494,8285.822895004494,1465.8053799579939
E3|L-main|ALNS-Wouda|10|M0,E3,L-main,ALNS-Wouda,10,M0,,,,completed,32000,0,True,8025.09848432294,8025.09848432294,658.8067877499852
E3|L-main|ALNS-Wouda|10|M1,E3,L-main,ALNS-Wouda,10,M1,,,,completed,16000,0,True,8025.09848432294,8025.09848432294,694.2932371670031
E3|L-main|ALNS-Wouda|10|M2,E3,L-main,ALNS-Wouda,10,M2,,,,completed,16000,0,True,8025.09848432294,8025.09848432294,668.5029922910035
E3|L-main|ALNS-Wouda|10|M3,E3,L-main,ALNS-Wouda,10,M3,,,,completed,16000,0,True,8030.257897415196,8030.257897415196,605.0249342090101
E3|L-main|ALNS-Wouda|10|M4,E3,L-main,ALNS-Wouda,10,M4,,,,completed,16000,0,True,8010.942448573568,8010.942448573568,584.4202990829945
E3|L-main|ALNS-Wouda|10|M5,E3,L-main,ALNS-Wouda,10,M5,,,,completed,16000,0,True,8010.942448573568,8010.942448573568,1187.85422095799
E3|L-main|ALNS-Wouda|2|M0,E3,L-main,ALNS-Wouda,2,M0,,,,completed,32000,0,True,8166.498471666047,8166.498471666047,641.3572702079982
E3|L-main|ALNS-Wouda|2|M1,E3,L-main,ALNS-Wouda,2,M1,,,,completed,16000,0,True,8166.498471666047,8166.498471666047,690.293855750002
E3|L-main|ALNS-Wouda|2|M2,E3,L-main,ALNS-Wouda,2,M2,,,,completed,16000,0,True,8166.498471666047,8166.498471666047,709.7259040839854
E3|L-main|ALNS-Wouda|2|M3,E3,L-main,ALNS-Wouda,2,M3,,,,completed,16000,0,True,8261.696857435245,8166.696857435245,712.5055029579962
E3|L-main|ALNS-Wouda|2|M4,E3,L-main,ALNS-Wouda,2,M4,,,,completed,16000,0,True,8104.198640671502,8104.198640671502,694.372155124991
E3|L-main|ALNS-Wouda|2|M5,E3,L-main,ALNS-Wouda,2,M5,,,,completed,16000,0,True,8104.198640671502,8104.198640671502,1477.0628398329718
E3|L-main|ALNS-Wouda|3|M0,E3,L-main,ALNS-Wouda,3,M0,,,,completed,32000,0,True,8087.654820794364,8087.654820794364,553.7047771250072
E3|L-main|ALNS-Wouda|3|M1,E3,L-main,ALNS-Wouda,3,M1,,,,completed,16000,0,True,8087.654820794364,8087.654820794364,701.940080499975
E3|L-main|ALNS-Wouda|3|M2,E3,L-main,ALNS-Wouda,3,M2,,,,completed,16000,0,True,8087.654820794364,8087.654820794364,676.824095457996
E3|L-main|ALNS-Wouda|3|M3,E3,L-main,ALNS-Wouda,3,M3,,,,completed,16000,0,True,8126.044795386267,8126.044795386267,600.946686292009
E3|L-main|ALNS-Wouda|3|M4,E3,L-main,ALNS-Wouda,3,M4,,,,completed,16000,0,True,8134.054823434406,8134.054823434406,620.5238755000173
E3|L-main|ALNS-Wouda|3|M5,E3,L-main,ALNS-Wouda,3,M5,,,,completed,16000,0,True,8134.054823434406,8134.054823434406,1297.7981351669878
E3|L-main|ALNS-Wouda|4|M0,E3,L-main,ALNS-Wouda,4,M0,,,,completed,32000,0,True,7960.677564553923,7960.677564553923,536.1295680839976
E3|L-main|ALNS-Wouda|4|M1,E3,L-main,ALNS-Wouda,4,M1,,,,completed,16000,0,True,7960.677564553923,7960.677564553923,744.2323625409917
E3|L-main|ALNS-Wouda|4|M2,E3,L-main,ALNS-Wouda,4,M2,,,,completed,16000,0,True,7960.677564553923,7960.677564553923,667.2848180000146
E3|L-main|ALNS-Wouda|4|M3,E3,L-main,ALNS-Wouda,4,M3,,,,completed,16000,0,True,7969.07184275146,7969.07184275146,626.5177838749951
E3|L-main|ALNS-Wouda|4|M4,E3,L-main,ALNS-Wouda,4,M4,,,,completed,16000,0,True,8005.1204998553285,8005.1204998553285,596.9351735419768
E3|L-main|ALNS-Wouda|4|M5,E3,L-main,ALNS-Wouda,4,M5,,,,completed,16000,0,True,8005.1204998553285,8005.1204998553285,1285.486092999985
E3|L-main|ALNS-Wouda|5|M0,E3,L-main,ALNS-Wouda,5,M0,,,,completed,32000,0,True,8238.50121681781,8238.50121681781,513.9313905420131
E3|L-main|ALNS-Wouda|5|M1,E3,L-main,ALNS-Wouda,5,M1,,,,completed,16000,0,True,8238.50121681781,8238.50121681781,599.8003593749891
E3|L-main|ALNS-Wouda|5|M2,E3,L-main,ALNS-Wouda,5,M2,,,,completed,16000,0,True,8238.50121681781,8238.50121681781,599.2361345410172
E3|L-main|ALNS-Wouda|5|M3,E3,L-main,ALNS-Wouda,5,M3,,,,completed,16000,0,True,8074.574725298297,8074.574725298297,612.3956294170057
E3|L-main|ALNS-Wouda|5|M4,E3,L-main,ALNS-Wouda,5,M4,,,,completed,16000,0,True,8313.536474380242,8028.536474380242,612.576868958975
E3|L-main|ALNS-Wouda|5|M5,E3,L-main,ALNS-Wouda,5,M5,,,,completed,16000,0,True,8096.2717200169745,8096.2717200169745,1266.209176208009
E3|L-main|ALNS-Wouda|6|M0,E3,L-main,ALNS-Wouda,6,M0,,,,completed,32000,0,True,8208.168963252687,8208.168963252687,545.586053624982
E3|L-main|ALNS-Wouda|6|M1,E3,L-main,ALNS-Wouda,6,M1,,,,completed,16000,0,True,8170.878836389518,8170.878836389518,612.2441784999974
E3|L-main|ALNS-Wouda|6|M2,E3,L-main,ALNS-Wouda,6,M2,,,,completed,16000,0,True,8170.878836389518,8170.878836389518,610.6780474169936
E3|L-main|ALNS-Wouda|6|M3,E3,L-main,ALNS-Wouda,6,M3,,,,completed,16000,0,True,8152.999126425703,8152.999126425703,605.6429454999743
E3|L-main|ALNS-Wouda|6|M4,E3,L-main,ALNS-Wouda,6,M4,,,,completed,16000,0,True,8039.804951938639,8039.804951938639,637.3201277080225
E3|L-main|ALNS-Wouda|6|M5,E3,L-main,ALNS-Wouda,6,M5,,,,completed,16000,0,True,8039.804951938639,8039.804951938639,1323.607877041999
E3|L-main|ALNS-Wouda|7|M0,E3,L-main,ALNS-Wouda,7,M0,,,,completed,32000,0,True,7943.801452643011,7943.801452643011,541.3599095419922
E3|L-main|ALNS-Wouda|7|M1,E3,L-main,ALNS-Wouda,7,M1,,,,completed,16000,0,True,8019.511279081986,7924.511279081986,602.2450148750213
E3|L-main|ALNS-Wouda|7|M2,E3,L-main,ALNS-Wouda,7,M2,,,,completed,16000,0,True,8019.511279081986,7924.511279081986,599.7704973329965
E3|L-main|ALNS-Wouda|7|M3,E3,L-main,ALNS-Wouda,7,M3,,,,completed,16000,0,True,7931.4333403200435,7931.4333403200435,605.2041721249989
E3|L-main|ALNS-Wouda|7|M4,E3,L-main,ALNS-Wouda,7,M4,,,,completed,16000,0,True,7941.150228936042,7941.150228936042,613.5360473330074
E3|L-main|ALNS-Wouda|7|M5,E3,L-main,ALNS-Wouda,7,M5,,,,completed,16000,0,True,7941.150228936042,7941.150228936042,1333.1657521670277
E3|L-main|ALNS-Wouda|8|M0,E3,L-main,ALNS-Wouda,8,M0,,,,completed,32000,0,True,7840.472731053514,7840.472731053514,526.015296166006
E3|L-main|ALNS-Wouda|8|M1,E3,L-main,ALNS-Wouda,8,M1,,,,completed,16000,0,True,7840.472731053514,7840.472731053514,659.8625667500019
E3|L-main|ALNS-Wouda|8|M2,E3,L-main,ALNS-Wouda,8,M2,,,,completed,16000,0,True,7840.472731053514,7840.472731053514,661.751470416988
E3|L-main|ALNS-Wouda|8|M3,E3,L-main,ALNS-Wouda,8,M3,,,,completed,16000,0,True,7837.1139888641965,7837.1139888641965,609.7515565420035
E3|L-main|ALNS-Wouda|8|M4,E3,L-main,ALNS-Wouda,8,M4,,,,completed,16000,0,True,7815.3039298268,7815.3039298268,617.1338723750087
E3|L-main|ALNS-Wouda|8|M5,E3,L-main,ALNS-Wouda,8,M5,,,,completed,16000,0,True,7815.3039298268,7815.3039298268,1283.789288083004
E3|L-main|ALNS-Wouda|9|M0,E3,L-main,ALNS-Wouda,9,M0,,,,completed,32000,0,True,8137.650781656469,8137.650781656469,623.5268312080007
E3|L-main|ALNS-Wouda|9|M1,E3,L-main,ALNS-Wouda,9,M1,,,,completed,16000,0,True,8137.650781656469,8137.650781656469,635.1449686670094
E3|L-main|ALNS-Wouda|9|M2,E3,L-main,ALNS-Wouda,9,M2,,,,completed,16000,0,True,8137.650781656469,8137.650781656469,639.9574128749955
E3|L-main|ALNS-Wouda|9|M3,E3,L-main,ALNS-Wouda,9,M3,,,,completed,16000,0,True,8119.771071692654,8119.771071692654,704.2105157920159
E3|L-main|ALNS-Wouda|9|M4,E3,L-main,ALNS-Wouda,9,M4,,,,completed,16000,0,True,7939.331175943418,7939.331175943418,659.0664937089896
E3|L-main|ALNS-Wouda|9|M5,E3,L-main,ALNS-Wouda,9,M5,,,,completed,16000,0,True,7939.331175943418,7939.331175943418,1474.7121872080024
E4|L-main|ALNS-Wouda|1|p=0.5;ce=0.5,E4,L-main,ALNS-Wouda,1,p=0.5;ce=0.5,,,,completed,16000,0,True,8403.955338730848,8403.955338730848,941.0052361250127
E4|L-main|ALNS-Wouda|1|p=0.5;ce=0.8,E4,L-main,ALNS-Wouda,1,p=0.5;ce=0.8,,,,completed,16000,0,True,8396.229123398069,8396.229123398069,943.1062435839995
E4|L-main|ALNS-Wouda|1|p=0.5;ce=1,E4,L-main,ALNS-Wouda,1,p=0.5;ce=1,,,,completed,16000,0,True,8391.078313176215,8391.078313176215,1022.9075962499919
E4|L-main|ALNS-Wouda|1|p=0.5;ce=1.2,E4,L-main,ALNS-Wouda,1,p=0.5;ce=1.2,,,,completed,16000,0,True,8385.927502954362,8385.927502954362,793.6196955420019
E4|L-main|ALNS-Wouda|1|p=1;ce=0.5,E4,L-main,ALNS-Wouda,1,p=1;ce=0.5,,,,completed,16000,0,True,8426.806512994139,8426.806512994139,856.8290277500055
E4|L-main|ALNS-Wouda|1|p=1;ce=0.8,E4,L-main,ALNS-Wouda,1,p=1;ce=0.8,,,,completed,16000,0,True,8411.35408232858,8411.35408232858,532.9813427919871
E4|L-main|ALNS-Wouda|1|p=1;ce=1,E4,L-main,ALNS-Wouda,1,p=1;ce=1,,,,completed,16000,0,True,8401.052461884876,8401.052461884876,724.6316448750003
E4|L-main|ALNS-Wouda|1|p=1;ce=1.2,E4,L-main,ALNS-Wouda,1,p=1;ce=1.2,,,,completed,16000,0,True,8390.75084144117,8390.75084144117,708.3746240000037
E4|L-main|ALNS-Wouda|1|p=2;ce=0.5,E4,L-main,ALNS-Wouda,1,p=2;ce=0.5,,,,completed,16000,0,True,8449.465337309572,8449.465337309572,741.1946769999922
E4|L-main|ALNS-Wouda|1|p=2;ce=0.8,E4,L-main,ALNS-Wouda,1,p=2;ce=0.8,,,,completed,16000,0,True,8418.560475978455,8418.560475978455,744.861725833005
E4|L-main|ALNS-Wouda|1|p=2;ce=1,E4,L-main,ALNS-Wouda,1,p=2;ce=1,,,,completed,16000,0,True,8397.957235091044,8397.957235091044,754.5494309169881
E4|L-main|ALNS-Wouda|1|p=2;ce=1.2,E4,L-main,ALNS-Wouda,1,p=2;ce=1.2,,,,completed,16000,0,True,8377.353994203633,8377.353994203633,753.1739110829949
E4|L-main|ALNS-Wouda|1|p=4;ce=0.5,E4,L-main,ALNS-Wouda,1,p=4;ce=0.5,,,,completed,16000,0,True,8494.782985940437,8494.782985940437,784.2835334170086
E4|L-main|ALNS-Wouda|1|p=4;ce=0.8,E4,L-main,ALNS-Wouda,1,p=4;ce=0.8,,,,completed,16000,0,True,8432.973263278205,8432.973263278205,750.7390155839967
E4|L-main|ALNS-Wouda|1|p=4;ce=1,E4,L-main,ALNS-Wouda,1,p=4;ce=1,,,,completed,16000,0,True,8391.766781503382,8391.766781503382,807.8754187500163
E4|L-main|ALNS-Wouda|1|p=4;ce=1.2,E4,L-main,ALNS-Wouda,1,p=4;ce=1.2,,,,completed,16000,0,True,8350.56029972856,8350.56029972856,857.7342793330026
E4|L-main|ALNS-Wouda|10|p=0.5;ce=0.5,E4,L-main,ALNS-Wouda,10,p=0.5;ce=0.5,,,,completed,16000,0,True,8367.421646476318,8367.421646476318,684.7231024169887
E4|L-main|ALNS-Wouda|10|p=0.5;ce=0.8,E4,L-main,ALNS-Wouda,10,p=0.5;ce=0.8,,,,completed,16000,0,True,8359.695431143538,8359.695431143538,674.73470958299
E4|L-main|ALNS-Wouda|10|p=0.5;ce=1,E4,L-main,ALNS-Wouda,10,p=0.5;ce=1,,,,completed,16000,0,True,8354.544620921686,8354.544620921686,659.1677793750132
E4|L-main|ALNS-Wouda|10|p=0.5;ce=1.2,E4,L-main,ALNS-Wouda,10,p=0.5;ce=1.2,,,,completed,16000,0,True,8349.393810699832,8349.393810699832,664.0425494170049
E4|L-main|ALNS-Wouda|10|p=1;ce=0.5,E4,L-main,ALNS-Wouda,10,p=1;ce=0.5,,,,completed,16000,0,True,8404.192574655504,8404.192574655504,615.5554300000076
E4|L-main|ALNS-Wouda|10|p=1;ce=0.8,E4,L-main,ALNS-Wouda,10,p=1;ce=0.8,,,,completed,16000,0,True,8388.740143989946,8388.740143989946,587.0979616250261
E4|L-main|ALNS-Wouda|10|p=1;ce=1,E4,L-main,ALNS-Wouda,10,p=1;ce=1,,,,completed,16000,0,True,8378.438523546241,8378.438523546241,598.4503943750169
E4|L-main|ALNS-Wouda|10|p=1;ce=1.2,E4,L-main,ALNS-Wouda,10,p=1;ce=1.2,,,,completed,16000,0,True,8368.136903102535,8368.136903102535,611.3759202499932
E4|L-main|ALNS-Wouda|10|p=2;ce=0.5,E4,L-main,ALNS-Wouda,10,p=2;ce=0.5,,,,completed,16000,0,True,8427.314812040391,8427.314812040391,488.0439924579987
E4|L-main|ALNS-Wouda|10|p=2;ce=0.8,E4,L-main,ALNS-Wouda,10,p=2;ce=0.8,,,,completed,16000,0,True,8396.409950709276,8396.409950709276,478.95507341698976
E4|L-main|ALNS-Wouda|10|p=2;ce=1,E4,L-main,ALNS-Wouda,10,p=2;ce=1,,,,completed,16000,0,True,8375.806709821863,8375.806709821863,465.10455224997713
E4|L-main|ALNS-Wouda|10|p=2;ce=1.2,E4,L-main,ALNS-Wouda,10,p=2;ce=1.2,,,,completed,16000,0,True,8355.203468934453,8355.203468934453,463.2480258750147
E4|L-main|ALNS-Wouda|10|p=4;ce=0.5,E4,L-main,ALNS-Wouda,10,p=4;ce=0.5,,,,completed,16000,0,True,8473.559286810167,8473.559286810167,446.4852982079901
E4|L-main|ALNS-Wouda|10|p=4;ce=0.8,E4,L-main,ALNS-Wouda,10,p=4;ce=0.8,,,,completed,16000,0,True,8411.749564147933,8411.749564147933,449.3612091249961
E4|L-main|ALNS-Wouda|10|p=4;ce=1,E4,L-main,ALNS-Wouda,10,p=4;ce=1,,,,completed,16000,0,True,8370.543082373111,8370.543082373111,446.86002087499946
E4|L-main|ALNS-Wouda|10|p=4;ce=1.2,E4,L-main,ALNS-Wouda,10,p=4;ce=1.2,,,,completed,16000,0,True,8329.33660059829,8329.33660059829,446.1733338329941
E4|L-main|ALNS-Wouda|2|p=0.5;ce=0.5,E4,L-main,ALNS-Wouda,2,p=0.5;ce=0.5,,,,completed,16000,0,True,8283.695375233152,8283.695375233152,710.0365034999995
E4|L-main|ALNS-Wouda|2|p=0.5;ce=0.8,E4,L-main,ALNS-Wouda,2,p=0.5;ce=0.8,,,,completed,16000,0,True,8275.969159900373,8275.969159900373,721.2988872499991
E4|L-main|ALNS-Wouda|2|p=0.5;ce=1,E4,L-main,ALNS-Wouda,2,p=0.5;ce=1,,,,completed,16000,0,True,8270.818349678519,8270.818349678519,727.0742868750094
E4|L-main|ALNS-Wouda|2|p=0.5;ce=1.2,E4,L-main,ALNS-Wouda,2,p=0.5;ce=1.2,,,,completed,16000,0,True,8265.667539456666,8265.667539456666,739.4307732080051
E4|L-main|ALNS-Wouda|2|p=1;ce=0.5,E4,L-main,ALNS-Wouda,2,p=1;ce=0.5,,,,completed,16000,0,True,8307.753428187358,8307.753428187358,744.0604445829813
E4|L-main|ALNS-Wouda|2|p=1;ce=0.8,E4,L-main,ALNS-Wouda,2,p=1;ce=0.8,,,,completed,16000,0,True,8292.3009975218,8292.3009975218,721.5450955410197
E4|L-main|ALNS-Wouda|2|p=1;ce=1,E4,L-main,ALNS-Wouda,2,p=1;ce=1,,,,completed,16000,0,True,8281.999377078095,8281.999377078095,799.5823230410169
E4|L-main|ALNS-Wouda|2|p=1;ce=1.2,E4,L-main,ALNS-Wouda,2,p=1;ce=1.2,,,,completed,16000,0,True,8271.697756634388,8271.697756634388,823.6268537080032
E4|L-main|ALNS-Wouda|2|p=2;ce=0.5,E4,L-main,ALNS-Wouda,2,p=2;ce=0.5,,,,completed,16000,0,True,8326.068548923155,8326.068548923155,680.8363239169994
E4|L-main|ALNS-Wouda|2|p=2;ce=0.8,E4,L-main,ALNS-Wouda,2,p=2;ce=0.8,,,,completed,16000,0,True,8295.16368759204,8295.16368759204,710.4367052089947
E4|L-main|ALNS-Wouda|2|p=2;ce=1,E4,L-main,ALNS-Wouda,2,p=2;ce=1,,,,completed,16000,0,True,8274.560446704629,8274.560446704629,812.8835811250028
E4|L-main|ALNS-Wouda|2|p=2;ce=1.2,E4,L-main,ALNS-Wouda,2,p=2;ce=1.2,,,,completed,16000,0,True,8253.957205817216,8253.957205817216,735.4248787910037
E4|L-main|ALNS-Wouda|2|p=4;ce=0.5,E4,L-main,ALNS-Wouda,2,p=4;ce=0.5,,,,completed,16000,0,True,8366.078071498778,8366.078071498778,681.7209246249986
E4|L-main|ALNS-Wouda|2|p=4;ce=0.8,E4,L-main,ALNS-Wouda,2,p=4;ce=0.8,,,,completed,16000,0,True,8304.268348836544,8304.268348836544,699.6482568750216
E4|L-main|ALNS-Wouda|2|p=4;ce=1,E4,L-main,ALNS-Wouda,2,p=4;ce=1,,,,completed,16000,0,True,8263.061867061722,8263.061867061722,672.7861012079811
E4|L-main|ALNS-Wouda|2|p=4;ce=1.2,E4,L-main,ALNS-Wouda,2,p=4;ce=1.2,,,,completed,16000,0,True,8221.8553852869,8221.8553852869,665.7572112499911
E4|L-main|ALNS-Wouda|3|p=0.5;ce=0.5,E4,L-main,ALNS-Wouda,3,p=0.5;ce=0.5,,,,completed,16000,0,True,8432.516128543079,8432.516128543079,737.3523151249974
E4|L-main|ALNS-Wouda|3|p=0.5;ce=0.8,E4,L-main,ALNS-Wouda,3,p=0.5;ce=0.8,,,,completed,16000,0,True,8424.7899132103,8424.7899132103,786.5496684170212
E4|L-main|ALNS-Wouda|3|p=0.5;ce=1,E4,L-main,ALNS-Wouda,3,p=0.5;ce=1,,,,completed,16000,0,True,8419.639102988447,8419.639102988447,691.2142141250079
E4|L-main|ALNS-Wouda|3|p=0.5;ce=1.2,E4,L-main,ALNS-Wouda,3,p=0.5;ce=1.2,,,,completed,16000,0,True,8414.488292766595,8414.488292766595,645.833615792013
E4|L-main|ALNS-Wouda|3|p=1;ce=0.5,E4,L-main,ALNS-Wouda,3,p=1;ce=0.5,,,,completed,16000,0,True,8445.636619916822,8445.636619916822,665.8992741659749
E4|L-main|ALNS-Wouda|3|p=1;ce=0.8,E4,L-main,ALNS-Wouda,3,p=1;ce=0.8,,,,completed,16000,0,True,8430.184189251264,8430.184189251264,642.712394208007
E4|L-main|ALNS-Wouda|3|p=1;ce=1,E4,L-main,ALNS-Wouda,3,p=1;ce=1,,,,completed,16000,0,True,8419.88256880756,8419.88256880756,640.8302804170235
E4|L-main|ALNS-Wouda|3|p=1;ce=1.2,E4,L-main,ALNS-Wouda,3,p=1;ce=1.2,,,,completed,16000,0,True,8409.580948363853,8409.580948363853,643.7674568329821
E4|L-main|ALNS-Wouda|3|p=2;ce=0.5,E4,L-main,ALNS-Wouda,3,p=2;ce=0.5,,,,completed,16000,0,True,8471.877602664312,8471.877602664312,640.0467168750183
E4|L-main|ALNS-Wouda|3|p=2;ce=0.8,E4,L-main,ALNS-Wouda,3,p=2;ce=0.8,,,,completed,16000,0,True,8440.972741333195,8440.972741333195,649.9261532909877
E4|L-main|ALNS-Wouda|3|p=2;ce=1,E4,L-main,ALNS-Wouda,3,p=2;ce=1,,,,completed,16000,0,True,8420.369500445784,8420.369500445784,646.0960612499912
E4|L-main|ALNS-Wouda|3|p=2;ce=1.2,E4,L-main,ALNS-Wouda,3,p=2;ce=1.2,,,,completed,16000,0,True,8399.766259558373,8399.766259558373,641.1838466250047
E4|L-main|ALNS-Wouda|3|p=4;ce=0.5,E4,L-main,ALNS-Wouda,3,p=4;ce=0.5,,,,completed,16000,0,True,8524.359568159287,8524.359568159287,646.3981354169955
E4|L-main|ALNS-Wouda|3|p=4;ce=0.8,E4,L-main,ALNS-Wouda,3,p=4;ce=0.8,,,,completed,16000,0,True,8462.549845497055,8462.549845497055,647.989946125017
E4|L-main|ALNS-Wouda|3|p=4;ce=1,E4,L-main,ALNS-Wouda,3,p=4;ce=1,,,,completed,16000,0,True,8321.456707148918,8321.456707148918,665.9618990829913
E4|L-main|ALNS-Wouda|3|p=4;ce=1.2,E4,L-main,ALNS-Wouda,3,p=4;ce=1.2,,,,completed,16000,0,True,8380.13688194741,8380.13688194741,648.3432785419864
E4|L-main|ALNS-Wouda|4|p=0.5;ce=0.5,E4,L-main,ALNS-Wouda,4,p=0.5;ce=0.5,,,,completed,16000,0,True,8185.534882201282,8185.534882201282,645.0230950420082
E4|L-main|ALNS-Wouda|4|p=0.5;ce=0.8,E4,L-main,ALNS-Wouda,4,p=0.5;ce=0.8,,,,completed,16000,0,True,8177.808666868503,8177.808666868503,648.3761377920164
E4|L-main|ALNS-Wouda|4|p=0.5;ce=1,E4,L-main,ALNS-Wouda,4,p=0.5;ce=1,,,,completed,16000,0,True,8172.6578566466505,8172.6578566466505,647.7477771249833
E4|L-main|ALNS-Wouda|4|p=0.5;ce=1.2,E4,L-main,ALNS-Wouda,4,p=0.5;ce=1.2,,,,completed,16000,0,True,8167.507046424797,8167.507046424797,646.9895501249994
E4|L-main|ALNS-Wouda|4|p=1;ce=0.5,E4,L-main,ALNS-Wouda,4,p=1;ce=0.5,,,,completed,16000,0,True,8234.20425059092,8234.20425059092,700.2684938330203
E4|L-main|ALNS-Wouda|4|p=1;ce=0.8,E4,L-main,ALNS-Wouda,4,p=1;ce=0.8,,,,completed,16000,0,True,8218.75181992536,8218.75181992536,700.4866989159782
E4|L-main|ALNS-Wouda|4|p=1;ce=1,E4,L-main,ALNS-Wouda,4,p=1;ce=1,,,,completed,16000,0,True,8208.450199481655,8208.450199481655,704.4514805409999
E4|L-main|ALNS-Wouda|4|p=1;ce=1.2,E4,L-main,ALNS-Wouda,4,p=1;ce=1.2,,,,completed,16000,0,True,8198.14857903795,8198.14857903795,706.6665929580049
E4|L-main|ALNS-Wouda|4|p=2;ce=0.5,E4,L-main,ALNS-Wouda,4,p=2;ce=0.5,,,,completed,16000,0,True,8307.069297840353,8307.069297840353,719.6647922499978
E4|L-main|ALNS-Wouda|4|p=2;ce=0.8,E4,L-main,ALNS-Wouda,4,p=2;ce=0.8,,,,completed,16000,0,True,8276.164436509236,8276.164436509236,721.1080172079965
E4|L-main|ALNS-Wouda|4|p=2;ce=1,E4,L-main,ALNS-Wouda,4,p=2;ce=1,,,,completed,16000,0,True,8255.561195621825,8255.561195621825,723.1812314589915
E4|L-main|ALNS-Wouda|4|p=2;ce=1.2,E4,L-main,ALNS-Wouda,4,p=2;ce=1.2,,,,completed,16000,0,True,8234.957954734415,8234.957954734415,713.5010386669892
E4|L-main|ALNS-Wouda|4|p=4;ce=0.5,E4,L-main,ALNS-Wouda,4,p=4;ce=0.5,,,,completed,16000,0,True,8318.873560662587,8318.873560662587,730.6318731670035
E4|L-main|ALNS-Wouda|4|p=4;ce=0.8,E4,L-main,ALNS-Wouda,4,p=4;ce=0.8,,,,completed,16000,0,True,8257.063838000355,8257.063838000355,730.4305850829987
E4|L-main|ALNS-Wouda|4|p=4;ce=1,E4,L-main,ALNS-Wouda,4,p=4;ce=1,,,,completed,16000,0,True,8215.857356225533,8215.857356225533,731.4120311670122
