instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-prd-150c-01-V2-LOCATIONS,13,150,7248.867230923898,7230.982814837801,-17.88441608609719,True,7260.556631395396,7240.907307453685,7230.982814837801,True,False,True,280,551,1239,two_stage_best_parent,600.4106472079875,24,23,22,21,18,17,31,30,True,True,PASS
