instance_id,n,seed,arm,status,cost,cpu_seconds,emissions_kg,joint_complete_candidate_attempts,mip_status_class,mip_gap,witness_file,witness_key,source_scope
cn-prd-50c-01-V2-LOCATIONS,50,1,HGS-F,PASS,2468.13821350964,23.385026625008322,185.07252979509838,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,1,HGS-E,PASS,2395.074255021319,25.341465458011953,167.9321312552574,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,1,HGS-M,PASS,2393.8185755222853,25.41411854099715,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,1,MV-HGS-SP,PASS,2393.8185755222853,75.39735466602724,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,HGS-F,PASS,2468.13821350964,23.23647929201252,185.07252979509838,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,HGS-E,PASS,2394.7198530549317,25.638670707994606,167.72059175347346,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,HGS-M,PASS,2393.8185755222853,25.52959562500473,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,MV-HGS-SP,PASS,2393.8185755222853,76.84186054201564,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,3,HGS-F,PASS,2468.13821350964,22.53468516599969,185.07252979509838,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed3/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,3,HGS-E,PASS,2393.8185755222853,25.54930520799826,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed3/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,3,HGS-M,PASS,2393.8185755222853,25.992665624973597,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed3/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,3,MV-HGS-SP,PASS,2393.8185755222853,76.08422766599688,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed3/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,4,HGS-F,PASS,2473.2451623263755,24.04367137499503,186.24099183135164,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed4/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,4,HGS-E,PASS,2393.8185755222853,25.56077679101145,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed4/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,4,HGS-M,PASS,2393.8185755222853,25.794201457989402,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed4/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,4,MV-HGS-SP,PASS,2393.8185755222853,76.77856708297622,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed4/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,5,HGS-F,PASS,2471.498936546319,24.212505041999975,185.66193398211496,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed5/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,5,HGS-E,PASS,2393.8185755222853,26.453584249975393,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed5/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,5,HGS-M,PASS,2393.8185755222853,25.876722958986647,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed5/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,5,MV-HGS-SP,PASS,2393.8185755222853,80.03569083299953,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed5/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,6,HGS-F,PASS,2468.13821350964,19.469749957992462,185.07252979509838,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/representative_gate/extra_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed6/solution_witnesses.json,HGS-F,corrected_representative_extra_gate
cn-prd-50c-01-V2-LOCATIONS,50,6,HGS-E,PASS,2393.8185755222853,19.777909041004023,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/representative_gate/extra_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed6/solution_witnesses.json,HGS-E,corrected_representative_extra_gate
cn-prd-50c-01-V2-LOCATIONS,50,6,HGS-M,PASS,2393.8185755222853,21.60044733301038,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/representative_gate/extra_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed6/solution_witnesses.json,HGS-M,corrected_representative_extra_gate
cn-prd-50c-01-V2-LOCATIONS,50,6,MV-HGS-SP,PASS,2393.8185755222853,62.01375729200663,167.54789903952434,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v4_20260724/representative_gate/extra_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed6/solution_witnesses.json,MV-HGS-SP,corrected_representative_extra_gate
