alns_cost,category,gap_pct_alns_minus_lns,instance,lns_cost,paired_winner,replicate,seed,size,winner_algorithm_for_composition,winner_all_cv,winner_all_ev,winner_cv_physical,winner_ev_physical,winner_ev_route_share,winner_max_trips_per_vehicle
3960.9142264324673,multidepot,0.0,e2-multidepot-100c-01,3960.9142264324673,tie,1,1,100,alns_e2_throughput,False,False,7,1,0.06666666666666667,2
3960.9142264324673,multidepot,0.0,e2-multidepot-100c-01,3960.9142264324673,tie,1,2,100,alns_e2_throughput,False,False,7,1,0.06666666666666667,2
3960.9142264324673,multidepot,0.0,e2-multidepot-100c-01,3960.9142264324673,tie,1,3,100,alns_e2_throughput,False,False,7,1,0.06666666666666667,2
387.9007343319535,multidepot,-18.53291399789436,e2-multidepot-10c-01,476.14411336859115,alns,1,1,10,alns_e2_throughput,False,False,1,1,0.5,1
387.9007343319535,multidepot,-18.53291399789436,e2-multidepot-10c-01,476.14411336859115,alns,1,2,10,alns_e2_throughput,False,False,1,1,0.5,1
387.9007343319535,multidepot,-18.53291399789436,e2-multidepot-10c-01,476.14411336859115,alns,1,3,10,alns_e2_throughput,False,False,1,1,0.5,1
5488.782859056312,multidepot,0.0,e2-multidepot-150c-01,5488.782859056312,tie,1,1,150,alns_e2_throughput,False,False,10,1,0.045454545454545456,3
5488.782859056312,multidepot,0.0,e2-multidepot-150c-01,5488.782859056312,tie,1,2,150,alns_e2_throughput,False,False,10,1,0.045454545454545456,3
5488.782859056312,multidepot,0.0,e2-multidepot-150c-01,5488.782859056312,tie,1,3,150,alns_e2_throughput,False,False,10,1,0.045454545454545456,3
621.371321439464,multidepot,0.0,e2-multidepot-15c-01,621.371321439464,tie,1,1,15,alns_e2_throughput,True,False,2,0,0.0,1
621.371321439464,multidepot,0.0,e2-multidepot-15c-01,621.371321439464,tie,1,2,15,alns_e2_throughput,True,False,2,0,0.0,1
621.371321439464,multidepot,0.0,e2-multidepot-15c-01,621.371321439464,tie,1,3,15,alns_e2_throughput,True,False,2,0,0.0,1
6608.239546640648,multidepot,0.0,e2-multidepot-200c-01,6608.239546640648,tie,1,1,200,alns_e2_throughput,False,False,14,1,0.034482758620689655,2
