row_type,category,instance,size,battery_kwh,status,violation_count,route_count,cv_route_count,ev_route_count,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,charging_action_count,total_cost,E_total,E_cv_direct,E_ev_indirect,cost_carbon,baseline_source,low_carbon_charging_share
baseline,vanilla,e2-vanilla-150c-01,150,80.0,OK,0,21,20,1,0.047619047619047616,10,1,1,6015.377586977482,3354.4746147287115,3354.133788123533,0.34082660517844154,168.86425210544334,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-vanilla-150c-01__alns_e2_throughput__seed1.json,1.0
