row_type,category,instance,size,battery_kwh,status,violation_count,route_count,cv_route_count,ev_route_count,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,charging_action_count,total_cost,E_total,E_cv_direct,E_ev_indirect,cost_carbon,baseline_source,baseline_cost,baseline_E_total,cost_gap_pct_vs_baseline,E_total_gap_pct_vs_baseline,accepted_conversions,attempted_conversions,dominant_failure_reason,instance_verdict,solution_path,low_carbon_charging_share
ev_maximal,vanilla,e2-vanilla-150c-01,150,80.0,OK,0,21,19,2,0.09523809523809523,10,2,3,6003.0858951897635,3290.1989257121663,3284.742222785257,5.456702926909232,165.62861392035046,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-vanilla-150c-01__alns_e2_throughput__seed1.json,6015.377586977482,3354.4746147287115,-0.20433782601325304,-1.9161179140937794,1,20,CHARGING_TIME_WINDOW_DETOUR,Z_EV_PHYSICALLY_UNSUPPORTED_80KWH,baselines/e2_alns/ev_heavy_regime_stage0_smoke_data/ev_maximal_solutions/e2-vanilla-150c-01__B80.json,0.4105036108874861
