best_any_distance_reducing,best_any_insertion_delta_km,best_any_relocate_net_delta_km,best_any_swap_partner_customer_id,best_any_swap_partner_depot_id,best_any_swap_total_delta_km,best_any_target_depot_id,best_any_target_duty_id,best_any_target_position,best_any_target_trip_index,best_capacity_distance_reducing,best_capacity_relocate_net_delta_km,best_capacity_swap_partner_customer_id,best_capacity_swap_partner_depot_id,best_capacity_swap_total_delta_km,best_capacity_target_depot_id,best_capacity_target_duty_id,best_capacity_target_position,best_capacity_target_trip_index,customer_id,demand_kg,instance_id,region,removal_saving_km,saved_direct_roundtrip_delta_km,saved_direct_roundtrip_distance_reducing,source_depot_id,source_duty_id,source_trip_index
False,567.662741532091,565.2957870519429,C044,D_chengdu,1146.17453198067,D_chengdu,CV_D_chengdu_3,6,2,False,568.943878788228,C044,D_chengdu,1146.17453198067,D_chengdu,EV_D_chengdu_2,0,2,C066,278.0,cn-cy-150c-02-V2-LOCATIONS,cy,2.3669544801480007,514.8090604695061,False,D_chongqing,EV_D_chongqing_3,1
False,568.380623216361,562.612035444291,C044,D_chengdu,1162.5601000682502,D_chengdu,CV_D_chengdu_3,6,2,False,566.260127180576,C028,D_chengdu,1165.842582035562,D_chengdu,EV_D_chengdu_2,0,2,C148,347.0,cn-cy-150c-02-V2-LOCATIONS,cy,5.768587772069999,511.513623518835,False,D_chongqing,EV_D_chongqing_3,1
False,571.4983308043129,562.0308618420929,C044,D_chengdu,1150.291957758967,D_chengdu,CV_D_chengdu_3,6,2,False,565.678953578378,C044,D_chengdu,1150.291957758967,D_chengdu,EV_D_chengdu_2,0,2,C087,208.0,cn-cy-150c-02-V2-LOCATIONS,cy,9.46746896222,520.0504394705121,False,D_chongqing,EV_D_chongqing_3,1
False,564.425747971206,551.219613663938,C044,D_chengdu,1145.0078631591061,D_chengdu,CV_D_chengdu_3,6,2,False,,C028,D_chengdu,1148.290345126419,,,,,C067,417.0,cn-cy-150c-02-V2-LOCATIONS,cy,13.206134307267996,515.832497996099,False,D_chongqing,EV_D_chongqing_3,1
False,554.826885428309,536.373352326661,C044,D_chengdu,1126.74632459648,D_chengdu,CV_D_chengdu_3,6,2,False,540.021444062945,C044,D_chengdu,1126.74632459648,D_chengdu,EV_D_chengdu_2,0,2,C098,278.0,cn-cy-150c-02-V2-LOCATIONS,cy,18.453533101648,497.314180287083,False,D_chongqing,EV_D_chongqing_4,1
False,565.6971130341619,557.270659036512,C044,D_chengdu,1131.813954925881,D_chengdu,CV_D_chengdu_3,6,2,False,560.918750772796,C044,D_chengdu,1131.813954925881,D_chengdu,EV_D_chengdu_2,0,2,C094,278.0,cn-cy-150c-02-V2-LOCATIONS,cy,8.426453997649999,513.5268878499971,False,D_chongqing,EV_D_chongqing_4,1
False,555.7643469696989,543.8203679040379,C044,D_chengdu,1142.607124731583,D_chengdu,CV_D_chengdu_3,6,2,False,547.4684596403221,C044,D_chengdu,1142.607124731583,D_chengdu,EV_D_chengdu_2,0,2,C096,208.0,cn-cy-150c-02-V2-LOCATIONS,cy,11.943979065661,490.6045323647641,False,D_chongqing,EV_D_chongqing_4,1
False,567.4018769469759,559.5046147136369,C044,D_chengdu,1148.548686100158,D_chengdu,CV_D_chengdu_3,6,2,False,563.152706449922,C044,D_chengdu,1148.548686100158,D_chengdu,EV_D_chengdu_2,0,2,C097,208.0,cn-cy-150c-02-V2-LOCATIONS,cy,7.897262233339,513.9767948319719,False,D_chongqing,EV_D_chongqing_4,1
False,566.072431550586,551.674750254077,C044,D_chengdu,1144.2065624109441,D_chengdu,CV_D_chengdu_3,6,2,False,555.322841990362,C044,D_chengdu,1144.2065624109441,D_chengdu,EV_D_chengdu_2,0,2,C072,278.0,cn-cy-150c-02-V2-LOCATIONS,cy,14.397681296509,509.5094877632489,False,D_chongqing,EV_D_chongqing_4,1
False,559.036566281254,545.789135337986,C044,D_chengdu,1136.730481220068,D_chengdu,CV_D_chengdu_3,6,2,False,549.4372270742699,C028,D_chengdu,1140.0129631873808,D_chengdu,EV_D_chengdu_2,0,2,C126,347.0,cn-cy-150c-02-V2-LOCATIONS,cy,13.247430943268002,502.264543907779,False,D_chongqing,EV_D_chongqing_4,1
False,571.579537949085,564.302030288824,C133,D_chongqing,1110.5000804110962,D_chongqing,CV_D_chongqing_3,8,1,False,586.5147879437859,C075,D_chongqing,1120.6423595397248,D_chongqing,CV_D_chongqing_6,0,2,C059,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,7.277507660260999,605.8465335306939,False,D_chengdu,CV_D_chengdu_1,1
False,589.4429444679471,581.0755300114402,C133,D_chongqing,1150.298661774828,D_chongqing,CV_D_chongqing_3,8,1,False,603.2882876664021,C075,D_chongqing,1160.4409409034558,D_chongqing,CV_D_chongqing_6,0,2,C040,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,8.367414456507001,621.769925503587,False,D_chengdu,CV_D_chengdu_1,1
False,574.4937184007022,572.7572860759631,C133,D_chongqing,1150.961843739694,D_chongqing,CV_D_chongqing_3,8,1,False,594.970043730925,C075,D_chongqing,1161.1041228683237,D_chongqing,CV_D_chongqing_6,0,2,C012,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.7364323247390003,606.881443367952,False,D_chengdu,CV_D_chengdu_1,1
False,579.171653920897,575.53706577181,C133,D_chongqing,1144.2432485913441,D_chongqing,CV_D_chongqing_3,8,1,False,587.292809083645,C133,D_chongqing,1144.2432485913441,D_chongqing,CV_D_chongqing_3,1,2,C052,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,3.6345881490869987,607.8466998877041,False,D_chengdu,CV_D_chengdu_1,1
False,569.769135476911,569.878288823079,C133,D_chongqing,1138.165963897245,D_chongqing,CV_D_chongqing_3,8,1,False,592.0910464780409,C075,D_chongqing,1148.308243025874,D_chongqing,CV_D_chongqing_6,0,2,C016,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,-0.1091533461680001,602.551209545008,False,D_chengdu,CV_D_chengdu_1,1
False,568.1804338072419,565.660675724895,C133,D_chongqing,1101.729982136534,D_chongqing,CV_D_chongqing_3,8,1,False,577.41641903673,C133,D_chongqing,1101.729982136534,D_chongqing,CV_D_chongqing_3,1,2,C031,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.5197580823470016,600.191099598643,False,D_chengdu,CV_D_chengdu_1,1
False,579.9133012418181,571.0617545356541,C133,D_chongqing,1108.589646104598,D_chongqing,CV_D_chongqing_3,8,1,False,582.8174978474889,C133,D_chongqing,1108.589646104598,D_chongqing,CV_D_chongqing_3,1,2,C051,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,8.851546706163997,605.9842383420721,False,D_chengdu,CV_D_chengdu_1,2
False,574.7289876438069,571.436815744119,C133,D_chongqing,1145.5948183102528,D_chongqing,CV_D_chongqing_3,8,1,False,583.192559055954,C133,D_chongqing,1145.5948183102528,D_chongqing,CV_D_chongqing_3,1,2,C018,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,3.2921718996880007,606.015348725334,False,D_chengdu,CV_D_chengdu_1,2
False,584.411132792284,574.59175499733,C133,D_chongqing,1145.0877044524048,D_chongqing,CV_D_chongqing_3,8,1,False,596.8045126522919,C091,D_chongqing,1168.946365930303,D_chongqing,CV_D_chongqing_6,0,2,C043,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,9.819377794954,622.3116868399569,False,D_chengdu,CV_D_chengdu_1,2
False,573.4169554189481,571.6744893219641,C133,D_chongqing,1144.7953070351327,D_chongqing,CV_D_chongqing_3,8,1,False,593.887246976926,C075,D_chongqing,1154.9375861637618,D_chongqing,CV_D_chongqing_6,0,2,C019,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.7424660969840007,602.6070645167681,False,D_chengdu,CV_D_chengdu_1,2
False,578.2541880698551,573.2617102969481,C133,D_chongqing,1109.3872966181668,D_chongqing,CV_D_chongqing_3,8,1,False,595.47446795191,C091,D_chongqing,1133.245958096066,D_chongqing,CV_D_chongqing_6,0,2,C049,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.992477772907001,604.5253667136451,False,D_chengdu,CV_D_chengdu_1,2
False,571.261323685552,563.804276239621,C133,D_chongqing,1109.0313909215881,D_chongqing,CV_D_chongqing_3,8,1,False,575.560019551455,C065,D_chongqing,1114.7037359623039,D_chongqing,CV_D_chongqing_3,1,2,C054,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,7.4570474459310025,602.6070645167679,False,D_chengdu,CV_D_chengdu_2,1
False,587.4952808531132,581.3776793374781,C133,D_chongqing,1152.67456108256,D_chongqing,CV_D_chongqing_3,8,1,False,593.1334226493138,C133,D_chongqing,1152.67456108256,D_chongqing,CV_D_chongqing_3,1,2,C038,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,6.117601515634999,622.311686839957,False,D_chengdu,CV_D_chengdu_2,1
False,583.3404340667362,580.8995985156981,C133,D_chongqing,1161.0646303637689,D_chongqing,CV_D_chongqing_3,8,1,False,603.11235617066,C123,D_chongqing,1174.716405848514,D_chongqing,CV_D_chongqing_6,0,2,C013,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.4408355510379995,604.639140413488,False,D_chengdu,CV_D_chengdu_2,1
False,582.2455165618791,582.2191327848941,C133,D_chongqing,1153.487288281776,D_chongqing,CV_D_chongqing_3,8,1,False,604.431890439856,C123,D_chongqing,1167.13906376652,D_chongqing,CV_D_chongqing_6,0,2,C021,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,0.02638377698499971,606.2834925678801,False,D_chengdu,CV_D_chengdu_2,1
False,572.7297444712459,571.3662790548518,C133,D_chongqing,1144.703026109047,D_chongqing,CV_D_chongqing_3,8,1,False,583.1220223666859,C065,D_chongqing,1150.375371149762,D_chongqing,CV_D_chongqing_3,1,2,C061,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.3634654163940003,601.77812787416,False,D_chengdu,CV_D_chengdu_2,1
False,574.151941810288,573.084303999687,C133,D_chongqing,1146.3610990009279,D_chongqing,CV_D_chongqing_3,8,1,False,595.2970616546489,C123,D_chongqing,1160.012874485672,D_chongqing,CV_D_chongqing_6,0,2,C056,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.0676378106009998,602.6070645167681,False,D_chengdu,CV_D_chengdu_2,1
False,573.9185045243481,572.275160932278,C133,D_chongqing,1108.4007472534959,D_chongqing,CV_D_chongqing_3,8,1,False,594.48791858724,C075,D_chongqing,1118.543026382125,D_chongqing,CV_D_chongqing_6,0,2,C036,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.643343592070003,602.607064516768,False,D_chengdu,CV_D_chengdu_2,1
False,573.434850926868,571.264034749807,C133,D_chongqing,1109.043391675842,D_chongqing,CV_D_chongqing_3,8,1,False,593.476792404769,C075,D_chongqing,1119.1856708044697,D_chongqing,CV_D_chongqing_6,0,2,C047,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.1708161770609986,602.6070645167679,False,D_chengdu,CV_D_chengdu_2,2
False,579.9744288872289,575.9703208983799,C133,D_chongqing,1145.569381478506,D_chongqing,CV_D_chongqing_3,8,1,False,587.7260642102149,C133,D_chongqing,1145.569381478506,D_chongqing,CV_D_chongqing_3,1,2,C025,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.004107988849,606.2511989275949,False,D_chengdu,CV_D_chengdu_2,2
False,574.0258297237181,572.0410885075081,C133,D_chongqing,1141.0424009772437,D_chongqing,CV_D_chongqing_3,8,1,False,583.7968318193431,C133,D_chongqing,1141.0424009772437,D_chongqing,CV_D_chongqing_3,1,2,C062,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.98474121621,606.404935690979,False,D_chengdu,CV_D_chengdu_2,2
False,568.788138416091,567.005805793474,C133,D_chongqing,1137.659032660387,D_chongqing,CV_D_chongqing_3,8,1,False,589.2185634484359,C075,D_chongqing,1147.801311789016,D_chongqing,CV_D_chongqing_6,0,2,C032,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.7823326226170007,603.1271997824191,False,D_chengdu,CV_D_chengdu_2,2
False,570.9604102177061,569.5327476619361,C133,D_chongqing,1138.4570505266372,D_chongqing,CV_D_chongqing_3,8,1,False,591.745505316898,C075,D_chongqing,1148.5993296552658,D_chongqing,CV_D_chongqing_6,0,2,C037,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.427662555770001,602.3982286689031,False,D_chengdu,CV_D_chengdu_2,2
False,576.4570973221669,571.7161606015379,C133,D_chongqing,1107.308034257084,D_chongqing,CV_D_chongqing_3,8,1,False,593.9289182565001,C075,D_chongqing,1117.450313385712,D_chongqing,CV_D_chongqing_6,0,2,C006,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.7409367206290005,604.256764790697,False,D_chengdu,CV_D_chengdu_2,2
False,573.5610247080291,570.9484665024842,C133,D_chongqing,1108.5465747603969,D_chongqing,CV_D_chongqing_3,8,1,False,582.7042098143189,C065,D_chongqing,1114.2189198011108,D_chongqing,CV_D_chongqing_3,1,2,C017,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.6125582055449996,606.881443367952,False,D_chengdu,CV_D_chengdu_3,1
False,575.925273103416,573.225950110651,C133,D_chongqing,1151.2748498104381,D_chongqing,CV_D_chongqing_3,8,1,False,595.438707765613,C075,D_chongqing,1161.417128939067,D_chongqing,CV_D_chongqing_6,0,2,C053,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.6993229927650018,605.9741830553861,False,D_chengdu,CV_D_chengdu_3,1
False,590.0492828303161,579.7457734320551,C133,D_chongqing,1148.098064002155,D_chongqing,CV_D_chongqing_3,8,1,False,601.958531087017,C123,D_chongqing,1161.7498394869003,D_chongqing,CV_D_chongqing_6,0,2,C030,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,10.303509398261001,610.986495107032,False,D_chengdu,CV_D_chengdu_3,1
False,568.0375226960911,557.819360206676,C133,D_chongqing,1135.661840879881,D_chongqing,CV_D_chongqing_3,8,1,False,580.032117861638,C075,D_chongqing,1145.8041200085102,D_chongqing,CV_D_chongqing_6,0,2,C042,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,10.218162489415,600.9546732266281,False,D_chengdu,CV_D_chengdu_3,1
False,585.9418078141881,573.172392888879,C133,D_chongqing,1141.923773649021,D_chongqing,CV_D_chongqing_3,8,1,False,584.928136200715,C065,D_chongqing,1147.596118689736,D_chongqing,CV_D_chongqing_3,1,2,C048,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,12.769414925309,617.28337710371,False,D_chengdu,CV_D_chengdu_3,1
False,573.4355369752672,570.031416860089,C133,D_chongqing,1146.1941645465179,D_chongqing,CV_D_chongqing_3,8,1,False,581.7871601719239,C065,D_chongqing,1151.866509587233,D_chongqing,CV_D_chongqing_3,1,2,C007,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,3.4041201151780007,605.6843199923819,False,D_chengdu,CV_D_chengdu_3,1
False,580.091962358977,572.4108006968349,C133,D_chongqing,1110.1984610365698,D_chongqing,CV_D_chongqing_3,8,1,False,594.623558351798,C123,D_chongqing,1123.850236521314,D_chongqing,CV_D_chongqing_6,0,2,C011,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,7.681161662142,607.8466998877041,False,D_chengdu,CV_D_chengdu_3,1
False,589.7511924613111,585.0133804628241,C133,D_chongqing,1122.792737388858,D_chongqing,CV_D_chongqing_3,8,1,False,596.7691237746579,C133,D_chongqing,1122.792737388858,D_chongqing,CV_D_chongqing_3,1,2,C060,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.737811998487003,618.6506967364451,False,D_chengdu,CV_D_chengdu_3,2
False,579.9744288978491,575.4528196268641,C133,D_chongqing,1151.2701682577501,D_chongqing,CV_D_chongqing_3,8,1,False,597.6655772818259,C091,D_chongqing,1175.128829735648,D_chongqing,CV_D_chongqing_6,0,2,C034,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.5216092709849995,606.2511989275949,False,D_chengdu,CV_D_chengdu_3,2
False,569.3961528980301,565.672933872902,C133,D_chongqing,1139.337242423691,D_chongqing,CV_D_chongqing_3,8,1,False,587.885691527864,C075,D_chongqing,1149.47952155232,D_chongqing,CV_D_chongqing_6,0,2,C009,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,3.7232190251279995,602.1567999937411,False,D_chengdu,CV_D_chengdu_3,2
False,573.261710308918,569.986726000729,C133,D_chongqing,1139.92799047074,D_chongqing,CV_D_chongqing_3,8,1,False,592.1994836556909,C075,D_chongqing,1150.0702695993693,D_chongqing,CV_D_chongqing_6,0,2,C014,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,3.2749843081890004,602.6070645167679,False,D_chengdu,CV_D_chengdu_3,2
False,571.4135490236389,569.9867260007289,C133,D_chongqing,1106.112312321947,D_chongqing,CV_D_chongqing_3,8,1,False,592.1994836556909,C075,D_chongqing,1116.254591450576,D_chongqing,CV_D_chongqing_6,0,2,C015,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.4268230229099972,602.931941334576,False,D_chengdu,CV_D_chengdu_3,2
False,576.0683007539071,567.0106539048801,C133,D_chongqing,1105.5034550498613,D_chongqing,CV_D_chongqing_3,8,1,False,589.2234115598429,C075,D_chongqing,1115.64573417849,D_chongqing,CV_D_chongqing_6,0,2,C004,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,9.057646849027002,606.0153487253349,False,D_chengdu,CV_D_chengdu_4,1
False,571.261110619812,567.198216271194,C133,D_chongqing,1141.661353484242,D_chongqing,CV_D_chongqing_3,8,1,False,589.410973926156,C075,D_chongqing,1151.803632612871,D_chongqing,CV_D_chongqing_6,0,2,C033,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.062894348617999,608.308082151183,False,D_chengdu,CV_D_chengdu_4,1
False,587.3658741027541,575.6670461885631,C133,D_chongqing,1142.2382615495872,D_chongqing,CV_D_chongqing_3,8,1,False,597.879803843525,C075,D_chongqing,1152.380540678215,D_chongqing,CV_D_chongqing_6,0,2,C023,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,11.698827914191002,619.452502997998,False,D_chengdu,CV_D_chengdu_4,1
False,569.578955919991,559.044439246554,C133,D_chongqing,1136.121660725847,D_chongqing,CV_D_chongqing_3,8,1,False,581.257196901516,C075,D_chongqing,1146.2639398544757,D_chongqing,CV_D_chongqing_6,0,2,C055,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,10.534516673437,605.400409935925,False,D_chengdu,CV_D_chengdu_4,1
False,572.988084114553,569.2006524701429,C133,D_chongqing,1106.5185869183322,D_chongqing,CV_D_chongqing_3,8,1,False,591.413410125105,C075,D_chongqing,1116.660866046961,D_chongqing,CV_D_chongqing_6,0,2,C002,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,3.7874316444100002,609.8658294842329,False,D_chengdu,CV_D_chengdu_4,1
False,557.5789459393538,551.0940767429549,C031,D_chengdu,1134.9203073003139,D_chengdu,CV_D_chengdu_1,6,1,False,556.6299759115079,C004,D_chengdu,1138.693780213641,D_chengdu,EV_D_chengdu_3,3,2,C112,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,6.484869196398998,500.92559266324906,False,D_chongqing,CV_D_chongqing_1,1
False,555.130032361937,546.571658544344,C031,D_chengdu,1131.471278630211,D_chengdu,CV_D_chengdu_1,6,1,False,548.2197834804349,C031,D_chengdu,1131.471278630211,D_chengdu,CV_D_chengdu_3,5,2,C109,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,8.558373817593,500.92832776643485,False,D_chongqing,CV_D_chongqing_1,1
False,567.622173153189,560.937023397071,C031,D_chengdu,1144.270900195298,D_chengdu,CV_D_chengdu_1,6,1,False,562.5851483331621,C031,D_chengdu,1144.270900195298,D_chengdu,CV_D_chengdu_1,5,2,C127,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,6.685149756118,513.976794831972,False,D_chongqing,CV_D_chongqing_1,1
False,566.7248433746989,561.5241238462039,C031,D_chengdu,1155.0014861512273,D_chengdu,CV_D_chengdu_1,6,1,False,567.060023014757,C004,D_chengdu,1158.7749590645549,D_chengdu,EV_D_chengdu_3,3,2,C067,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,5.200719528495001,518.1062830807441,False,D_chongqing,CV_D_chongqing_1,1
False,558.3194771020999,557.630511334601,C031,D_chengdu,1150.1870485252082,D_chengdu,CV_D_chengdu_1,6,1,False,563.166410503154,C004,D_chengdu,1153.960521438534,D_chengdu,EV_D_chengdu_3,3,2,C069,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,0.6889657674989998,502.3473778467201,False,D_chongqing,CV_D_chongqing_1,1
False,559.3654040134109,558.1951573914879,C031,D_chengdu,1150.659719678476,D_chengdu,CV_D_chengdu_1,6,1,False,559.843282327579,C031,D_chengdu,1150.659719678476,D_chengdu,CV_D_chengdu_3,5,2,C101,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.170246621923,503.6580921925731,False,D_chongqing,CV_D_chongqing_1,1
False,565.4048435206861,563.269999836446,C031,D_chengdu,1149.638977098771,D_chengdu,CV_D_chengdu_1,6,1,False,564.9181247725369,C031,D_chengdu,1149.638977098771,D_chengdu,CV_D_chengdu_3,5,2,C132,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.134843684239997,512.607392026878,False,D_chongqing,CV_D_chongqing_1,1
False,572.386138129303,557.355569494974,C031,D_chengdu,1127.4187995355348,D_chengdu,CV_D_chengdu_1,6,1,False,559.003694431065,C027,D_chengdu,1128.701868881084,D_chengdu,CV_D_chengdu_1,5,2,C138,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,15.030568634329,522.185086804831,False,D_chongqing,CV_D_chongqing_1,2
False,539.824807367928,510.81220269524397,C031,D_chengdu,1103.830096957732,D_chengdu,CV_D_chengdu_1,6,1,False,516.348101863797,C031,D_chengdu,1103.830096957732,D_chengdu,EV_D_chengdu_3,3,2,C148,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,29.01260467268399,472.066043113659,False,D_chongqing,CV_D_chongqing_1,2
False,562.4016576805029,544.7330702249179,C031,D_chengdu,1114.332292455628,D_chengdu,CV_D_chengdu_1,6,1,False,550.2689693934709,C004,D_chengdu,1118.105765368956,D_chengdu,EV_D_chengdu_3,3,2,C077,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,17.668587455584998,501.02530070930203,False,D_chongqing,CV_D_chongqing_1,2
False,546.3209618136029,544.146351772249,C031,D_chengdu,1123.7566771465079,D_chengdu,CV_D_chengdu_1,6,1,False,549.6822509408021,C031,D_chengdu,1123.7566771465079,D_chengdu,EV_D_chengdu_3,3,2,C126,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.174610041353999,477.03771537886996,False,D_chongqing,CV_D_chongqing_1,2
False,550.6487129832909,548.0088034525289,C031,D_chengdu,1125.241231602586,D_chengdu,CV_D_chengdu_1,6,1,False,553.5447026210819,C031,D_chengdu,1125.241231602586,D_chengdu,EV_D_chengdu_3,3,2,C084,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.639909530762,476.7583728532841,False,D_chongqing,CV_D_chongqing_1,2
False,546.968301489588,545.001861147171,C031,D_chengdu,1128.108379328691,D_chengdu,CV_D_chengdu_1,6,1,False,546.649986083262,C027,D_chengdu,1129.3914486742392,D_chengdu,CV_D_chengdu_3,5,2,C080,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.966440342417,477.89976430290903,False,D_chongqing,CV_D_chongqing_1,2
False,554.8235230682529,550.182737188851,C031,D_chengdu,1122.700838847592,D_chengdu,CV_D_chengdu_1,6,1,False,555.7186363574041,C015,D_chengdu,1127.0831690330058,D_chengdu,EV_D_chengdu_3,3,2,C064,278.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.640785879401999,483.5849192404289,False,D_chongqing,CV_D_chongqing_1,2
False,553.126110147156,547.2423280574911,C031,D_chengdu,1122.915133577828,D_chengdu,CV_D_chengdu_1,6,1,False,552.778227226044,C031,D_chengdu,1122.915133577828,D_chengdu,EV_D_chengdu_3,3,2,C115,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,5.883782089664994,496.3150906357549,False,D_chongqing,CV_D_chongqing_1,2
False,562.266402990937,558.156350302626,C031,D_chengdu,1145.6727169413111,D_chengdu,CV_D_chengdu_1,6,1,False,563.692249471178,C004,D_chengdu,1149.4461898546392,D_chengdu,EV_D_chengdu_3,3,2,C092,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,4.110052688311,513.209860336449,False,D_chongqing,CV_D_chongqing_2,1
False,556.8499980331019,548.3038595053869,C031,D_chengdu,1135.28552628128,D_chengdu,CV_D_chengdu_1,6,1,False,553.83975867394,C031,D_chengdu,1135.28552628128,D_chengdu,EV_D_chengdu_3,3,2,C071,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,8.546138527715,508.666905201196,False,D_chongqing,CV_D_chongqing_2,1
False,566.277169756899,565.5490089415019,C031,D_chengdu,1144.801517652093,D_chengdu,CV_D_chengdu_1,6,1,False,567.1971338775929,C027,D_chengdu,1146.084586997641,D_chengdu,CV_D_chengdu_3,5,2,C121,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,0.7281608153969974,512.990381173955,False,D_chongqing,CV_D_chongqing_2,1
False,567.883037701497,566.44630371236,C031,D_chengdu,1159.0028409029671,D_chengdu,CV_D_chengdu_1,6,1,False,568.094428648451,C027,D_chengdu,1160.285910248515,D_chengdu,CV_D_chengdu_3,5,2,C145,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,1.4367339891370001,514.809060469506,False,D_chongqing,CV_D_chongqing_2,1
False,558.7134936745949,551.6224078233519,C031,D_chengdu,1150.99964588008,D_chengdu,CV_D_chengdu_1,6,1,False,557.158306991905,C004,D_chengdu,1154.773118793407,D_chengdu,EV_D_chengdu_3,3,2,C110,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,7.091085851243,501.51412685534103,False,D_chongqing,CV_D_chongqing_2,1
False,570.9657354105939,558.656626220519,C031,D_chengdu,1143.4033852727591,D_chengdu,CV_D_chengdu_1,6,1,False,564.192525389072,C031,D_chengdu,1143.4033852727591,D_chengdu,EV_D_chengdu_3,3,2,C118,208.0,cn-cy-150c-03-V2-LOCATIONS,cy,12.309109190075,523.7237651026431,False,D_chongqing,CV_D_chongqing_2,1
False,557.550413429117,540.107005512266,C031,D_chengdu,1136.6515580886662,D_chengdu,CV_D_chengdu_1,6,1,False,541.755130448357,C027,D_chengdu,1137.9346274342151,D_chengdu,CV_D_chengdu_3,5,2,C104,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,17.443407916851005,501.90703097893993,False,D_chongqing,CV_D_chongqing_2,1
False,555.1300323645869,541.1858432394329,C031,D_chengdu,1131.2225227149102,D_chengdu,CV_D_chengdu_1,6,1,False,546.721742407986,C004,D_chengdu,1134.995995628237,D_chengdu,EV_D_chengdu_3,3,2,C143,347.0,cn-cy-150c-03-V2-LOCATIONS,cy,13.944189125154,500.928327766435,False,D_chongqing,CV_D_chongqing_2,2
False,567.993291121586,558.569664694935,C031,D_chengdu,1142.034783123862,D_chengdu,CV_D_chengdu_1,6,1,False,564.105563863488,C004,D_chengdu,1145.8082560371893,D_chengdu,EV_D_chengdu_3,3,2,C136,417.0,cn-cy-150c-03-V2-LOCATIONS,cy,9.423626426651001,515.0598765859851,False,D_chongqing,CV_D_chongqing_2,2
False,571.0068836477939,568.1681246921379,C031,D_chengdu,1146.2938901474838,D_chengdu,CV_D_chengdu_1,6,1,False,569.8162496282291,C031,D_chengdu,1146.2938901474838,D_chengdu,CV_D_chengdu_3,5,2,C134,139.0,cn-cy-150c-03-V2-LOCATIONS,cy,2.8387589556560013,524.5996113408371,False,D_chongqing,CV_D_chongqing_2,2
