count,label,seconds,seed
385.0,acceptance,0.002313000019057654,1
3.0,destroy:random_customer_removal,0.0016295829991577193,1
7.0,destroy:route_segment_removal,0.003371040991623886,1
3.0,destroy:shaw_related_removal,0.10721333299443359,1
366.0,destroy:vehicle_type_swap,1.2940105400411994,1
3.0,destroy:whole_route_removal,0.0011800829961430281,1
3.0,destroy:worst_customer_removal,0.0012294579937588423,1
1.0,final_check,0.0021493329986697063,1
385.0,full_candidate_score,1.0272283779704594,1
13.0,history_model_cost,0.008019582004635595,1
1.0,initial_reference_score,0.0011259999955655076,1
373.0,local_search,0.0005793730670120567,1
373.0,repair:greedy_insert_repair,2.4704793009441346,1
5.0,repair:regret2_insert_repair,0.3165652919924469,1
7.0,repair:regret3_insert_repair,1.044200288997672,1
373.0,repair_full_check,0.762144642038038,1
3149.0,route_model_cost,0.0848628461608314,1
15.0,scan_build,0.046787414998107124,1
15.0,scan_score,0.02363679300469812,1
386.0,acceptance,0.005885032020159997,2
3.0,destroy:random_customer_removal,0.0010523759992793202,2
99.0,destroy:route_segment_removal,0.05758095406781649,2
3.0,destroy:shaw_related_removal,0.1240762499946868,2
275.0,destroy:vehicle_type_swap,1.1667536670065601,2
3.0,destroy:whole_route_removal,0.0011855000047944486,2
3.0,destroy:worst_customer_removal,0.001334665998001583,2
1.0,final_check,0.00271762500051409,2
386.0,full_candidate_score,1.1515652070011129,2
10.0,history_model_cost,0.007287624997843523,2
1.0,initial_reference_score,0.0013333750030142255,2
315.0,local_search,0.0004729180291178636,2
281.0,repair:greedy_insert_repair,2.6382269519745023,2
100.0,repair:regret2_insert_repair,1.0004964990293956,2
5.0,repair:regret3_insert_repair,0.634489666990703,2
322.0,repair_full_check,0.7803629950576578,2
3579.0,route_model_cost,0.09914859797572717,2
14.0,scan_build,0.044012416001351085,2
14.0,scan_score,0.022143208007037174,2
