actual_evaluations,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,pair_count,seed,trace_rows,violation_count
400,6842.217979337057,18,30,0.9506493506493506,5.42971899999975,16,1,385,0
400,7139.858600893651,26,35,0.7124352331606217,5.799793124999269,16,2,386,0
