split,bundle,seed,destroy_id,repair_id,q_index,q_ratio,delta,reward,accepted,improved_current,improved_best,candidate_obj,current_obj,best_obj,actual_evals,terminated,worker_python_executable,worker_numpy_version
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,0,0.100000,447.4602317737499,0.0,0,0,0,6697.782491413868,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,1,0.133333,102.56674554492656,0.0,1,0,0,6352.889005185045,6352.889005185045,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,2,0.166667,96.29007451811594,0.0,1,0,0,6346.612334158234,6346.612334158234,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,3,0.200000,396.7671254173283,0.0,0,0,0,6647.089385057447,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,4,0.233333,381.094989920035,0.0,0,0,0,6631.417249560153,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,5,0.266667,146.5571572994495,0.0,0,0,0,6396.879416939568,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,6,0.300000,296.68427855905884,0.0,0,0,0,6547.006538199177,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,7,0.333333,176.62889950606677,0.0,0,0,0,6426.951159146185,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,8,0.366667,291.46979691587967,0.0,0,0,0,6541.792056555998,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,greedy_insert_repair,9,0.400000,324.0513624102405,0.0,0,0,0,6574.373622050359,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,0,0.100000,447.4602317737499,0.0,0,0,0,6697.782491413868,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,1,0.133333,102.56674554492656,0.0,1,0,0,6352.889005185045,6352.889005185045,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,2,0.166667,120.03895694642961,0.0,1,0,0,6370.361216586548,6370.361216586548,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,3,0.200000,252.60417072875316,0.0,0,0,0,6502.9264303688715,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,4,0.233333,378.631098333668,0.0,0,0,0,6628.953357973786,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,5,0.266667,644.2975748556264,0.0,0,0,0,6894.619834495745,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,6,0.300000,277.3081432603267,0.0,0,0,0,6527.630402900445,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,7,0.333333,352.8962948242179,0.0,0,0,0,6603.218554464336,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,8,0.366667,492.30571750718264,0.0,0,0,0,6742.627977147301,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret2_insert_repair,9,0.400000,373.5030417616226,0.0,0,0,0,6623.825301401741,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,0,0.100000,447.4602317737499,0.0,0,0,0,6697.782491413868,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,1,0.133333,102.56674554492656,0.0,1,0,0,6352.889005185045,6352.889005185045,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,2,0.166667,125.18261823859848,0.0,0,0,0,6375.504877878717,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,3,0.200000,319.36017998335865,0.0,0,0,0,6569.682439623477,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,4,0.233333,81.85162688038417,0.0,1,0,0,6332.1738865205025,6332.1738865205025,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,5,0.266667,345.47878297738225,0.0,0,0,0,6595.801042617501,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,6,0.300000,259.56708895330576,0.0,0,0,0,6509.889348593424,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,7,0.333333,272.7963056082581,0.0,0,0,0,6523.118565248376,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,8,0.366667,303.9470563069026,0.0,0,0,0,6554.269315947021,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,random_customer_removal,regret3_insert_repair,9,0.400000,75.46653053728096,0.0,1,0,0,6325.788790177399,6325.788790177399,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,0,0.100000,-172.38869182351846,5.0,1,1,1,6077.9335678166,6077.9335678166,6077.9335678166,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,1,0.133333,-184.96058880221062,5.0,1,1,1,6065.361670837908,6065.361670837908,6065.361670837908,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,2,0.166667,-74.30868754216499,5.0,1,1,1,6176.013572097953,6176.013572097953,6176.013572097953,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,3,0.200000,-302.80098459983674,5.0,1,1,1,5947.521275040282,5947.521275040282,5947.521275040282,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,4,0.233333,-105.7710947604719,5.0,1,1,1,6144.551164879646,6144.551164879646,6144.551164879646,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,5,0.266667,-82.15409111932513,5.0,1,1,1,6168.168168520793,6168.168168520793,6168.168168520793,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,6,0.300000,-197.38589384609168,5.0,1,1,1,6052.936365794027,6052.936365794027,6052.936365794027,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,7,0.333333,-298.18411340672264,5.0,1,1,1,5952.138146233396,5952.138146233396,5952.138146233396,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,8,0.366667,-304.47553152429646,5.0,1,1,1,5945.846728115822,5945.846728115822,5945.846728115822,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,greedy_insert_repair,9,0.400000,-165.01935139959096,5.0,1,1,1,6085.302908240527,6085.302908240527,6085.302908240527,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,regret2_insert_repair,0,0.100000,-172.38869182351846,5.0,1,1,1,6077.9335678166,6077.9335678166,6077.9335678166,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,regret2_insert_repair,1,0.133333,-146.99326211653624,5.0,1,1,1,6103.328997523582,6103.328997523582,6103.328997523582,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,regret2_insert_repair,2,0.166667,-16.110601627796314,5.0,1,1,1,6234.211658012322,6234.211658012322,6234.211658012322,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,regret2_insert_repair,3,0.200000,-52.86788770857038,5.0,1,1,1,6197.454371931548,6197.454371931548,6197.454371931548,1,0,/opt/anaconda3/bin/python3.13,2.3.5
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,1,worst_customer_removal,regret2_insert_repair,4,0.233333,129.7228038008143,0.0,0,0,0,6380.045063440933,6250.322259640118,6250.322259640118,1,0,/opt/anaconda3/bin/python3.13,2.3.5
