split,algorithm,steps,mean_reward,nonzero_reward_rate,accepted_rate,improved_current_rate,improved_best_rate,accepted_worse_count,rejected_count,global_best_count,final_best_obj_observed
formal_10001,alpha_ucb_env,6144,0.13020833333333334,0.026041666666666668,0.10319010416666667,0.026041666666666668,0.026041666666666668,474,5510,160,4783.60899366275
formal_10001,ppo_full,6144,0.1264496464921621,0.501953125,1.0,0.501953125,0.005696614583333333,3060,0,35,6085.923811179165
formal_10001,random_full,6144,0.17269346712918018,0.16617838541666666,0.3671875,0.16617838541666666,0.027506510416666668,1235,3888,169,4816.192579639086
held_out,alpha_ucb_env,6144,0.11149088541666667,0.022298177083333332,0.0751953125,0.022298177083333332,0.022298177083333332,325,5682,137,3941.850506944025
held_out,ppo_full,6144,0.18026206021705912,0.50537109375,1.0,0.50537109375,0.0107421875,3039,0,66,4222.7854921365815
held_out,random_full,6144,0.1939740714380859,0.15885416666666666,0.3409830729166667,0.15885416666666666,0.030436197916666668,1119,4049,187,3615.0604479051494
train0,alpha_ucb_env,6144,0.15218098958333334,0.030436197916666668,0.053059895833333336,0.030436197916666668,0.030436197916666668,139,5818,187,3575.875113354617
train0,ppo_full,6144,0.16358656773413116,0.5048828125,1.0,0.5048828125,0.01025390625,3042,0,63,4467.097103529127
train0,random_full,6144,0.20523061251507996,0.1708984375,0.3611653645833333,0.1708984375,0.03271484375,1169,3925,201,3639.199132024605
