active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,charging_action_count,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share
{},16000,LNS,100.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc100/e2-multidepot-100c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,555.5249010409971,1,1,16000,28.801589217724768,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc100,100kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc100/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,288.88600799999404,1,1,16000,55.38516770255045,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc100,100kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004292152916605119}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00024091700470307842}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.4705619590167771}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.4649631731081172}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 14.147031734923075}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 7.880084803284262}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.4181101630019839}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.5161105781444348}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00040633299795445055}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 9.120748885849025}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003007079940289259}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0006009589997120202}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 86.18605846440914}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 87.14479996184673}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 87.82985178079252}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 11.232149352057604}, ""repair_solution_score"": {""count"": 7213.0, ""seconds"": 1.7694543498801067}, ""route_model_cost"": {""count"": 629819.0, ""seconds"": 15.27464837426669}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.06694409000192536}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.03302358598011779}}",0,False,False,0.06666666666666667
{},11182,LNS,100.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc100/e2-threeshift-200c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,26,903.7928624589986,1,1,16000,12.372303947584319,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc100,100kWh same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8663,alns_e2_throughput,100.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc100/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,26,905.4133754590002,1,1,16000,9.568005327520464,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc100,100kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 8628.0, ""seconds"": 0.0026032470996142365}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0005638750008074567}, ""destroy:random_customer_removal"": {""count"": 1440.0, ""seconds"": 0.5136645370221231}, ""destroy:route_segment_removal"": {""count"": 1437.0, ""seconds"": 0.6293589771958068}, ""destroy:shaw_related_removal"": {""count"": 1437.0, ""seconds"": 46.26443593385193}, ""destroy:vehicle_type_swap"": {""count"": 1437.0, ""seconds"": 21.768335168810154}, ""destroy:whole_route_removal"": {""count"": 1437.0, ""seconds"": 0.580077579979843}, ""destroy:worst_customer_removal"": {""count"": 1440.0, ""seconds"": 0.601975089237385}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006380839986377396}, ""full_candidate_score"": {""count"": 8628.0, ""seconds"": 9.894062614090217}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0006608749972656369}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001155166006356012}, ""repair:greedy_insert_repair"": {""count"": 2876.0, ""seconds"": 272.04252159603493}, ""repair:regret2_insert_repair"": {""count"": 2876.0, ""seconds"": 281.0111061530406}, ""repair:regret3_insert_repair"": {""count"": 2876.0, ""seconds"": 275.5333500689958}, ""repair_full_check"": {""count"": 17256.0, ""seconds"": 14.115662885116762}, ""repair_solution_score"": {""count"": 7994.0, ""seconds"": 3.8910500820566085}, ""route_model_cost"": {""count"": 974259.0, ""seconds"": 26.925333483653958}, ""scan_build"": {""count"": 35.0, ""seconds"": 0.10106816797633655}, ""scan_score"": {""count"": 35.0, ""seconds"": 0.050832461995014455}}",0,False,False,0.037037037037037035
{},16000,LNS,100.0,573.7936728978657,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc100/e2-vanilla-10c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,2,28.31677316599962,1,1,16000,565.0361326908337,True,OK,e2-vanilla-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,wc100,100kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,398.0471571718608,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc100/e2-vanilla-10c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,1,12.093348166999931,1,1,16000,1323.0413760566703,True,OK,e2-vanilla-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc100,100kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.022866895713377744}, ""checkpoint_model_cost"": {""count"": 4.0, ""seconds"": 0.00017570798809174448}, ""destroy:random_customer_removal"": {""count"": 1014.0, ""seconds"": 0.03769428486702964}, ""destroy:route_segment_removal"": {""count"": 1014.0, ""seconds"": 0.027513598019140773}, ""destroy:shaw_related_removal"": {""count"": 8698.0, ""seconds"": 0.5361764231347479}, ""destroy:vehicle_type_swap"": {""count"": 1014.0, ""seconds"": 0.14469502195424866}, ""destroy:whole_route_removal"": {""count"": 2237.0, ""seconds"": 0.041329972991661634}, ""destroy:worst_customer_removal"": {""count"": 1959.0, ""seconds"": 0.05298733104427811}, ""final_check"": {""count"": 1.0, ""seconds"": 7.979200017871335e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 1.9267121396187576}, ""history_model_cost"": {""count"": 4.0, ""seconds"": 0.00020879100338788703}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00016745900211390108}, ""local_search"": {""count"": 4905.0, ""seconds"": 0.005591810404439457}, ""repair:greedy_insert_repair"": {""count"": 10657.0, ""seconds"": 5.515449960526894}, ""repair:regret2_insert_repair"": {""count"": 2028.0, ""seconds"": 1.00921342606307}, ""repair:regret3_insert_repair"": {""count"": 3251.0, ""seconds"": 2.057949041183747}, ""repair_full_check"": {""count"": 17038.0, ""seconds"": 1.4495546690595802}, ""repair_solution_score"": {""count"": 1014.0, ""seconds"": 0.03403131787490565}, ""route_model_cost"": {""count"": 790.0, ""seconds"": 0.016459039936307818}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.005478542974742595}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.004962710976542439}}",0,False,False,0.5
{},16000,LNS,150.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc150/e2-multidepot-100c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,519.2397012080037,1,1,16000,30.81428473742711,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc150,150kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc150/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,274.0272831669936,1,1,16000,58.38834664594153,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc150,150kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004286445080651902}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0003839999990304932}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.4250210182508454}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.45273947995883645}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 13.917464443977224}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 4.985108494940505}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.40405624308186816}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.47742881419253536}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00036050000198883936}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 8.915244176227134}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0004254590021446347}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0006514999986393377}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 82.6291325966231}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 82.8889401267952}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 84.12033796286414}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 10.728974914534774}, ""repair_solution_score"": {""count"": 5724.0, ""seconds"": 1.3762376962549752}, ""route_model_cost"": {""count"": 631670.0, ""seconds"": 14.865475178943598}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.06485483195865527}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.03268279400799656}}",0,False,False,0.06666666666666667
{},11719,LNS,150.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc150/e2-threeshift-200c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,26,903.8248258339954,1,1,16000,12.966008085899176,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc150,150kWh same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",9547,alns_e2_throughput,150.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_smoke_data/checkpoints/wc150/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,26,905.7582133749966,1,1,16000,10.540340522473858,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc150,150kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 9508.0, ""seconds"": 0.002639067286509089}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00046258400107035413}, ""destroy:random_customer_removal"": {""count"": 1587.0, ""seconds"": 0.5349123359774239}, ""destroy:route_segment_removal"": {""count"": 1584.0, ""seconds"": 0.7403665499805356}, ""destroy:shaw_related_removal"": {""count"": 1584.0, ""seconds"": 49.753367209144926}, ""destroy:vehicle_type_swap"": {""count"": 1584.0, ""seconds"": 18.56788223307376}, ""destroy:whole_route_removal"": {""count"": 1584.0, ""seconds"": 0.6248478097331827}, ""destroy:worst_customer_removal"": {""count"": 1585.0, ""seconds"": 0.6397752780540031}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006309580057859421}, ""full_candidate_score"": {""count"": 9508.0, ""seconds"": 10.8726140460858}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0005651249957736582}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0011397080015740357}, ""repair:greedy_insert_repair"": {""count"": 3170.0, ""seconds"": 268.5273352388904}, ""repair:regret2_insert_repair"": {""count"": 3169.0, ""seconds"": 282.4838688337841}, ""repair:regret3_insert_repair"": {""count"": 3169.0, ""seconds"": 277.0273164919636}, ""repair_full_check"": {""count"": 19016.0, ""seconds"": 15.042717150048702}, ""repair_solution_score"": {""count"": 8832.0, ""seconds"": 4.253921708659618}, ""route_model_cost"": {""count"": 1025851.0, ""seconds"": 27.227732358514913}, ""scan_build"": {""count"": 39.0, ""seconds"": 0.10941599802026758}, ""scan_score"": {""count"": 39.0, ""seconds"": 0.055932292008947115}}",0,False,False,0.037037037037037035
