instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-prd-50c-01-V2-LOCATIONS,ROUTE_ONLY,11,100,100,11.14599204203114,2020.7252944015852,2020.7252944015852,0.0,True,50,50,12223.0,12223.0,212.86777611472763,4,1,0,0,23,183
cn-prd-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS,11,100,100,136.66696079203393,2020.7252944015852,1861.2874401346492,-7.890130078970072,True,50,50,12223.0,12223.0,196.66531034598216,4,1,42,25,44,164
