task_id,instance_id,start_kind,seed,status,iterations_completed,search_calls,distinct_proxy_feasible_generated_candidates,selected_complete_evaluation_attempts,exact_feasible_generated_candidates,official_final_differs_from_start,has_route_outside_v7_reference_pool,has_exact_feasible_adjacency_change,start_exact_objective,best_exact_objective,strictly_improves_start,improvement_over_start,runtime_seconds,peak_rss_mib
HGS-ILS-XD-G0__cn-cy-100c-03-V2-LOCATIONS__cold,cn-cy-100c-03-V2-LOCATIONS,cold,1,NO_EXACT_FEASIBLE_GENERATED_CANDIDATE,128,128,0,0,0,False,False,False,5898.811698154412,,False,,1.1957259170012549,75.875
HGS-ILS-XD-G0__cn-cy-100c-03-V2-LOCATIONS__warm,cn-cy-100c-03-V2-LOCATIONS,warm,1,EXACT_FEASIBLE,128,128,1,1,1,False,True,True,4793.265372366562,4805.9448376776245,False,-12.679465311062813,1.135760791017674,76.578125
HGS-ILS-XD-G0__cn-jjj-20c-03-V2-LOCATIONS__cold,cn-jjj-20c-03-V2-LOCATIONS,cold,1,NO_EXACT_FEASIBLE_GENERATED_CANDIDATE,128,128,0,0,0,False,False,False,1391.2249275362599,,False,,0.2874310829793103,72.53125
HGS-ILS-XD-G0__cn-jjj-20c-03-V2-LOCATIONS__warm,cn-jjj-20c-03-V2-LOCATIONS,warm,1,NO_EXACT_FEASIBLE_GENERATED_CANDIDATE,128,128,0,0,0,False,False,False,1199.9122137237935,,False,,0.2458533329772763,72.5
HGS-ILS-XD-G0__cn-prd-50c-03-V2-LOCATIONS__cold,cn-prd-50c-03-V2-LOCATIONS,cold,1,EXACT_FEASIBLE,128,129,1,1,1,True,True,True,2753.4450635084863,2617.3803933189574,True,136.0646701895289,0.6775542920222506,73.609375
HGS-ILS-XD-G0__cn-prd-50c-03-V2-LOCATIONS__warm,cn-prd-50c-03-V2-LOCATIONS,warm,1,NO_EXACT_FEASIBLE_GENERATED_CANDIDATE,128,128,0,0,0,False,False,False,2512.9322491171747,,False,,0.5716172499815002,74.296875
