instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,historical_population_archive_enabled,historical_population_snapshot_count,historical_population_candidate_references,historical_diversity_selected_count,historical_stage_snapshot_gate,historical_stage_archive_use_gate,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-prd-200c-03-V2-LOCATIONS,18,200,10011.676009816749,9999.351799301012,-12.324210515736922,True,10008.24434666995,9999.351799301012,10003.193374339893,9999.351799301012,0.0,False,False,True,True,True,True,120,5274,72,True,True,280,503,1297,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,10011.086163577214,5.891583376645922e-05,LIMIT_WITH_INCUMBENT,9905.783075615891,0.02328131574168402,978.2015085829771,20,19,29,28,30,29,23,22,True,True,PASS
