block_index,customer_ids,customers,full_signature,home_depot_id,instance,isolated_cost,seed,source,structural_signature,vehicle_type
29,C260|C223|C269|C153|C229|C237,6,667b1f4bd39546387dfcb9dc94227fd8d2dfa25aec6dc5aff41c5e012a97ddfa,D1,L-main-threeshift-150c-01,193.1345307430012,4,staged,7ed8716264f865842814a8c2267936f56debaa877c28cd995c68d88d47619dda,ev
30,C117|C027|C141|C288|C240|C309,6,d6a3e5ee0098d363b827a71e810fa3c3bd44f4d15f51d68c83ebe8d929998534,D1,L-main-threeshift-150c-01,155.48429068068702,4,staged,160a33fff92d37300a5624f366052ed1df7faf9e551ffb9ac0c56fa7a9b88af6,ev
31,C078|C033|C134|C292|C186|C196|C281|C258|C305|C302,10,df07d21dd58d640790c4d5f63d7d1b208aec7d78545afee6f0f201764add33de,D1,L-main-threeshift-150c-01,222.30131525184257,4,staged,1fb208749b00c1b7ff928952c2c26e2faad658180b8708b65be0cf4b4858f1be,cv
32,C038|C063|C057|C207|C198|C195|C307,7,3074fe6ef3ef4a33ad3a9d9fe3b813ce5c03c8bb8d92b5710d3b9d727d1a42b8,D1,L-main-threeshift-150c-01,130.28337442851694,4,staged,0ede65786925c947bb7ecbb4bff6118665f159c6f262eee8df86916d9067bf10,ev
33,C251|C247|C210|C270,4,c4b7668ebba203d07089e563306a9d738dae27c82e644dd63be156a8cfdb384b,D1,L-main-threeshift-150c-01,188.3727840114902,4,staged,113d67e577b53e36844567946e30e73afb95587bc90dd20dbc71969c760f68dc,ev
34,C014|C181|C290|C225|C291|C264|C248,7,030d500c978468fa06f51248ed5035bb2b7d1c64bd9af2948209e0e7cfaae7a0,D1,L-main-threeshift-150c-01,165.65353448634414,4,staged,750ad550742ffdfcf6273eb5d8d00ad0962a47cc8eb3cf7f132f209fdeda8c70,ev
35,C106|C092|C036|C049|C187|C311,6,4961f19144ecc6e780737ca53a153f8e1471b462c98160b10429ad0a915ae28c,D1,L-main-threeshift-150c-01,105.39408598659487,4,staged,02a5ee4a45f6d7f3d2385a81d67f568a89ae4c02abee9858e52fc57fa8c03664,ev
36,C089|C125|C116|C172|C275|C212|C257|C278|C315,9,551ed7162e692a1918f53ac60c0f086b5b56a3c0887aa6e3577fb0e8255480d5,D1,L-main-threeshift-150c-01,159.83939126505967,4,staged,33091c5846efc0efe09b9332d693b3b44ecc870bc23608b3b4e8f709ffff028b,ev
37,C140|C051|C058|C080|C013|C043|C099|C010,8,3a491c4965fa72b2d5a621e0af44cdd49b113721549185f3b60e525ec0345f2e,D1,L-main-threeshift-150c-01,100.67663104673012,4,staged,6f9cd21818ec4c46cb678fb45daa40ed6290f5aab0e3b3ece68b250dfb29bb7b,ev
38,C054|C127|C129|C266|C273|C227,6,ca1acbd575bf1cb1b88dd97aaa61f1c4c68511101bcb9a78100f26cb73708623,D0,L-main-threeshift-150c-01,148.3684992972762,4,staged,ed02d7ade6589a6d72018589f1fef780e1397e69b69023bdcc381bc537412b89,ev
39,C003|C021|C136|C035|C055|C019|C025|C032,8,40fa39112141b880980f32446b7104ef57ddebd29b77e7ebadb6495f1e4b0961,D0,L-main-threeshift-150c-01,169.77065298314074,4,staged,a1492eaab25d08a579edae4b40512edf58020e3b6aeed4bb0475240399eff0a0,ev
40,C076|C148|C208|C163|C180,5,333a2ccfca6d51f83e8290a6fdac2c66213e64383dcf95d6ef776f49fc56bcd4,D1,L-main-threeshift-150c-01,158.42737477866544,4,staged,2a319e7d504d7574c360646709e129b683f385fa71816b085d3eebad4ac691f3,ev
41,C062|C256|C190|C286|C201|C219|C166|C221,8,44f88bf0e60a1727f70166a6a0085143241e5a6eb8e1350aedf88209c68fdc63,D0,L-main-threeshift-150c-01,212.02559938701353,4,staged,53efd897780db1189a398055f1568d451256c2c679959f8a058b87450d7f20a5,ev
42,C249|C232|C189|C320|C318,5,d944260296379215dcdbe26c4c6e73e76070b6ddb4acda1c32590b6e87da7613,D1,L-main-threeshift-150c-01,108.67646586022676,4,staged,0d736875add8c72f3635b7f68f964b4b4d35b22aa62705aaf3cb1ab1d86c970a,ev
43,C012|C145|C138|C079|C122|C009,6,85d161c34c29e938c802c1d6a3199e849839a7a19564de26d729a0095ddda44f,D1,L-main-threeshift-150c-01,157.8531933882451,4,staged,acb75487553c00221e4e407398daf290d68b4fd30c95708d411bb0c295908c37,ev
44,C111|C069|C029|C006|C072|C075|C197|C295,8,106a00c65518bb55a2297ec80747cf91f5a81b7fd72ebc284fbb25912dbe15f7,D0,L-main-threeshift-150c-01,133.0454262845404,4,staged,5ab91b33f7d3b5a99a391d53c83a67852c5b65cf0fa74c627166cf6919357de4,ev
45,C132|C164,2,a4f2cf7f9e22127332e9c1eeff3ae5bfebd4d428143dbdbfc74db282c0b8334b,D1,L-main-threeshift-150c-01,102.67299956411789,4,staged,ec51f08846b9685277efc1ac4d5e6999a1cdc6b00b2ebde9762e760e44b5b615,ev
46,C064|C173,2,9fab8fa5b0014bfa2e3bcdb3e6b7c542a33d478f948f1a003c68845766e91f4a,D0,L-main-threeshift-150c-01,102.65521106910474,4,staged,1b845a34df5186caa2994488226b8a0bfec644eb9c6d32f4302aeff8e9fd2405,ev
47,C115|C142|C018|C245|C285|C279|C317,7,4f57bc8cc8a5ea91c2ef552fc02471997736cd0cf789856adbc1cac3378dd2c7,D1,L-main-threeshift-150c-01,205.3248762656674,4,staged,ec7fde05fe69babbcea138bf86bc09cf39516f0fe26ba35ce37322514d06a103,cv
48,C104|C261|C160|C250|C282|C235|C253,7,ffe2289416dd600fc996cb5b1bdd47dfbdbebacd07c98d98c3cfc0e88f824629,D1,L-main-threeshift-150c-01,177.5164424627111,4,staged,0d3216bbb1705949f4ea38138a9409c87db8636509a14723b231af5773f731cc,ev
49,C093|C117|C268|C151|C155|C169|C174|C189|C318,9,bfb0b9f68afcadcb49ad186323912a9f031ad2c7b5eaffe2a00c45a12163cd1e,D0,L-main-threeshift-150c-01,264.27328970785817,4,LNS,99b720317eaaf11e541108465e1bc0608992a93228207fe070cf6751e5df36e0,cv
50,C094|C119|C088|C041|C176|C226|C310|C321|C309,9,d2610ba0a601a7c402794ee91df2640b2b0173cc58eec7df717a0d4f1c125ce7,D0,L-main-threeshift-150c-01,254.33889553468703,4,LNS,a73eb6e58c5e839c10f372a512d957ae1ff6958200d7ecfad1f4a1c381cece9d,cv
51,C192|C206|C161|C319|C303|C307,6,101ce7a3e5a9b815e35edd2a39064736c4552321703fc9976bc1692f024a0a4f,D0,L-main-threeshift-150c-01,207.12705398704333,4,LNS,7178243acdeed9134f2a46f5813c9b98b0cf1764a081139ad9bf67d35156245e,ev
52,C016|C068|C002|C009|C156|C162,6,84c60144d85da0b1634850571214964c733530736896eedfbffdc24242755afb,D0,L-main-threeshift-150c-01,182.4978658113219,4,LNS,5ec3a4fdbfabe9c70182405a8173140df42aed60faf58892e8c059011f1ed6c7,ev
53,C056|C008|C086|C021|C085|C003|C039|C200|C259|C179,10,5658b95bd49354317fe29da2d324c4cde697ac4bc65cb1d73eecb80cc20b5804,D0,L-main-threeshift-150c-01,216.4757102414725,4,LNS,0a494838eee8e069f4a4e9d18ad3ec16211836c0ad09ad42d93bf059fb8d081d,ev
54,C066|C188|C157|C234|C223|C167|C274|C204,8,7479f150c1155c7eba770c63b518cb32b35ab1ff09042bd38756caa01d650263,D0,L-main-threeshift-150c-01,208.49751566845305,4,LNS,97bb72325b1305732d463cf479f9517ed95b35581ca8aa9ffa72facfb69e676c,ev
55,C131|C299|C170|C256|C185|C308,6,c92ef3503474e7cf45bd5095286c7683c624f7573bf33543af9825794c67bce3,D0,L-main-threeshift-150c-01,272.3646283331769,4,LNS,88507a8da3c2492c92f5bb8c236a26672e0e6fb1487b4dac0f985ac1551e9087,cv
56,C075|C006|C060|C269|C201|C276|C202|C306,8,afb97eba5ee7635ef5ae90f8aa6d931ff3d14edae9ad4c8b6bb26f3f934391f4,D0,L-main-threeshift-150c-01,304.7447160439732,4,LNS,c9756bae6532e51429abc9e9ff1db40ecb30e81ef1a7d9eac6a54123b870a1e4,cv
57,C096|C120|C069|C108|C028|C296|C197|C288,8,efc1884137daee93d9d266bd865f0eee321a67d955a176bd1984485872e6aacb,D0,L-main-threeshift-150c-01,169.3848273598344,4,LNS,d2321d32d143ac802947d78ef3d8a59b34c616d97df0eaf1d8e934402fa1d10d,ev
58,C111|C124|C255|C190|C221|C220|C224|C300|C262|C222|C242,11,447948c92f74aeb114aa6734cbe947c6ba614d9a96b5a93592438b6d70001092,D0,L-main-threeshift-150c-01,371.59940254802024,4,LNS,971ad3bf63039c241dc04b262246eac3c552c5c894ca29fbdd34dfe133d70f89,cv
59,C043|C095|C260|C213|C166|C219|C246|C240,8,363a84d628f6babe3b3a4661a291d3b60e227f4d96bea6b64248517b44fb5465,D0,L-main-threeshift-150c-01,318.5674081870325,4,LNS,36d29798235df15ee06a9be559dd7f936210a0428fd126876c94c36f5956ae1a,cv
60,C074|C137|C022|C005|C173|C230|C216|C227,8,26db9aef12c77e6b85b16df58fb83a7bf2ca23b86d038ff29963e808a6404ebc,D0,L-main-threeshift-150c-01,237.18719008263733,4,LNS,43926ed01f181b7aaf66f985c875a281de0e3f0286ff51965f072dba1b4bf094,ev
61,C080|C112|C007|C081|C052|C107|C062|C097|C295|C322,10,937a6b1dba4c2aa612b7bc893f44461f4271c46ca87120c70b76f88437915c81,D0,L-main-threeshift-150c-01,245.88001863713646,4,LNS,d74517f73c71b856b7d85215764e48264d3b31eca5e3e38f3de537c378061a3d,cv
62,C099|C091|C047|C241|C183|C209|C273|C304,8,70f7075b934f5c654c4ffe38a7fd085d0988624d1b984d801833963f6a9b9f34,D0,L-main-threeshift-150c-01,144.2801170201707,4,LNS,54687bf53d06d68214b649c7cd569ca21f53571bca4b05a177e0a0760ae0620c,ev
63,C023|C064|C136|C037|C294|C203|C233,7,e35749123ef3c027a6e2041b6d6795318a77f07b7c758f84a61ec6ad161aebac,D0,L-main-threeshift-150c-01,212.89431421826342,4,LNS,9594c2912a3981b9722888e03ff53e5f24d8c1f035f4599acd30412b9fc813a0,ev
64,C168|C243|C182|C277|C283|C235|C302|C305,8,34d3f122ada7fe4611ee95312e1bb9f45eec334cb01a836ab452df9455a74c40,D0,L-main-threeshift-150c-01,256.90187216543904,4,LNS,01af3e3ffd4715c9bd78b5b3ffe98fbd7e3599978c3e0e8a2acd86177aaa6d43,ev
65,C013|C102|C065|C087|C284|C263,6,f442b402c6b5391d4cea088d57ad939cc56f828f2ba32301a16e0ebd36e86924,D0,L-main-threeshift-150c-01,146.28425060718263,4,LNS,43d03501b5011207cc05e3569fe7968740954e220787a7030574c2c72a17029a,ev
66,C149|C048|C114|C130|C198|C207|C238|C267|C217|C315|C320,11,36d1f808c57bb1bc3cb61e89a0ae3880fa8a136faef2fb175d591c95af059d7d,D0,L-main-threeshift-150c-01,163.8624982772974,4,LNS,4f21cfd3c07a11d394498628f9d85952ec995a634285bb3d1fbe2c0ce3b1c965,ev
67,C141|C027|C077|C061|C297|C265,6,c346b63118d410a09ecc223a06ca738bd340d2d9de7bb3801dd37cec836f8119,D0,L-main-threeshift-150c-01,136.094973526324,4,LNS,97b14be5d8377ed275d94eba81071679030ca6e83555b825a72e02a0b4dc0fbf,ev
68,C029|C122|C031|C205|C252,5,79ad36c3fe253f43ed53cb45792c445ea369d8a1c67e8abe9d576671cb0a164d,D0,L-main-threeshift-150c-01,206.29958660796,4,LNS,262ecb5d2f3b8d3a44bc1019eb72e8750a059663052ae0fa218501780b7fde73,ev
69,C127|C067|C194|C280|C171|C218|C244|C312,8,15d0f366d7000aa760a26f8db648f2a01086ae6a4038cb36c4848fd6b6fa39c2,D0,L-main-threeshift-150c-01,274.5643749649497,4,LNS,3e996bd79831d2628f715d60e0a824619c5b13a03e70512bdb20de5c683248fe,cv
70,C144|C020|C129|C146|C231|C266,6,15df3093c8495624b3f101f128ea615146ea2b6dc7accff9adf93df541241416,D0,L-main-threeshift-150c-01,150.64775490358772,4,LNS,53f8c0fc7667c050a21b594999635cd12405f4ef2346d2f83d9392dcaafd8373,ev
71,C045|C133,2,a3176e2b2f1695d6592b02b07610e42b2a9ee50118a307837c33cb5858976e25,D0,L-main-threeshift-150c-01,128.11194825580765,4,LNS,49bd9fa489a9c41e9a300817b91d43669aec9ffdd05bf5653898589522e30674,ev
72,C012|C126|C145|C118|C210|C247|C250|C282|C258,9,73d4f27fe408b5f251bfa5b263de1c373da1b910e460c8bb529ec3ed02c4c333,D1,L-main-threeshift-150c-01,363.54801910797926,4,LNS,422eb80ea5968192cf9955ecf3325ee8358060474e15fda4c38993947ab7e5cf,cv
73,C132|C035|C025|C245|C165|C211|C285,7,5c539454362e2769f63c935a5ba8507b6dce68dbd49f168d80393c30d45d42d6,D1,L-main-threeshift-150c-01,186.4887146459288,4,LNS,5f06858f9c1ddf29ebfbebf4b09003a0cef9eb62a6f3465aa2e5b2456ce7da1c,ev
74,C033|C148|C019|C101|C055|C228,6,78f93c9c51855dbadf5ff954fe26421a4a138ed478940a0ce8e7fa6795ebf204,D1,L-main-threeshift-150c-01,191.205332933339,4,LNS,ae86ec9217d769796d554eae9e36d20ca7a63e6f20f55590d5e42df3e9836564,ev
75,C014|C152|C229|C301|C316,5,4d4c2715ea372e4531a7ef64f5dbf6960c636a2d1080e8a877fdfd313a8ee5d6,D1,L-main-threeshift-150c-01,264.95046580688705,4,LNS,8e49d4ea9da3798b03a5f335f836d84c59ba31583372e04707bc8ce6407a25dd,cv
76,C024|C076|C225|C292|C186|C281|C287,7,cb173bed5e55e3e3d3ec27d6273608db6823aba068d9cef0d1c09694845e24d4,D1,L-main-threeshift-150c-01,187.69354248224184,4,LNS,b4d98a9340fa50424b089e48caaa3990b8f4210b7c6bf0d89e5b17152789c868,ev
77,C042|C115|C083|C158|C193,5,f9e71ffd9fbcd5f03c88c2b1ad84148fb77324a3a6518248f56815c4599d3716,D1,L-main-threeshift-150c-01,202.68182602925634,4,LNS,90a781bb9b5d16d4c3573b9d465b6c7302fea2da8c26d8da5d56d12c1a193a0d,ev
78,C071|C138|C098|C100|C040|C163|C187,7,d2db141764e93d4196cffa6de180e7e8f430c151fda49d387b3227adf5d1986f,D1,L-main-threeshift-150c-01,205.57568156241433,4,LNS,4736a7ed92d6abf291b9408cdde47a8fb0523d3797d106765642ee1493e78984,ev
79,C104|C123|C078|C110|C032|C195|C313,7,a09929b7b5f08d5685fe8a1803096015b20dfc01812f244774580ebe19457fdf,D1,L-main-threeshift-150c-01,248.19655953154043,4,LNS,44a0d845689171749f6ff182b1e64682b33d35ba71ee7e744f1154903b133723,cv
80,C092|C089|C073|C178|C164|C272|C291,7,3371cf644a458979f144841e8e0a6e85d4a128d016f7c2e5b5546889358d7b8c,D1,L-main-threeshift-150c-01,220.16465812047826,4,LNS,a6b7759a2e1468ef263c24a62d4bc679f7faa62225800a0b2a2880400d9c78e6,ev
81,C026|C147|C135|C109|C251|C275|C271,7,eaa1481b95190b520ceee8f5dd9f0063331e6606bf729f551f68a09bd52c585c,D1,L-main-threeshift-150c-01,180.10979612651576,4,LNS,494bb09ff39cd35f321b8637b83081857658f7451824187db4ae5f4431b25a6f,ev
82,C116|C059|C121|C128|C017|C160|C298|C257|C177|C293,10,7614ce90c3eb02e7c2fbb51a3d3b45471b67d30137b7fda55364eddbbc946a18,D1,L-main-threeshift-150c-01,207.2084250885986,4,LNS,fd3414e0aaf6bf8726b066e763a0adaf61689bf0966a0050d3d85445d1e712a3,ev
83,C103|C196|C253|C311,4,8224b18328226c46cb50581bd0075df1c3d1b3ac8fb6fe55c8ff7b4649923ae0,D1,L-main-threeshift-150c-01,158.28766500194175,4,LNS,2c729545773af5263f8042354552d7dcfd917866200e3a9430dddb8fcab94062,ev
84,C050|C125|C143|C153|C172|C278|C159|C184|C254|C286,10,55f5105b46988f1726420f3b936a9fb15e7d5a044828796ae8f1d6733af4a618,D1,L-main-threeshift-150c-01,380.8666141072103,4,LNS,186344aa0806d42b5ff58e5917fdc53984f112ade860ae19a01657759d6fbde5,cv
85,C057|C264|C199|C261|C237|C239|C236|C191,8,b70f0d57942f4540b0873cec5811a5e950b48b955b84304ea97ee30659e4df84,D1,L-main-threeshift-150c-01,330.8408740964762,4,LNS,35b671a0710b825244f2ba800c4aaf9f9541ce188ee26154678ed2a61e30a78d,cv
86,C084|C105|C079|C212|C270|C215|C175,7,3034187b1d9f94969e09fcafc064d59069d7ab633e9e832a2a6e2b1a4c9edb78,D1,L-main-threeshift-150c-01,211.1058792188524,4,LNS,21e1074db253366018689a86d688a5702470f08be041c7ce5649a83e20f11275,ev
87,C044|C142|C279|C180|C181|C317,6,b2718027eaa13c7dd4eb77ca4523d9296eb3e78748ecaa8752396c6840af8e2d,D1,L-main-threeshift-150c-01,220.1685572221288,4,LNS,4bb6a142100ba7231933b300dd472ef8d480b079063cfcc76b0a0e8ff8084c6c,cv
88,C034|C004|C134|C154|C249|C232,6,e11be0a7fa1565cb8cbef72b5459f98990b0fd34ef2b465f8e5bb0d213fbbb7c,D1,L-main-threeshift-150c-01,218.67326080260816,4,LNS,083a4ef26d0c4952dd250d72e7c0ceae6e2feb9c9ef641238c5f9cb3e95bbb08,ev
89,C058|C106|C015|C018|C290|C208|C248,7,234e2ff683d3cf753be588afac7d2611a659d8c744068383a171798da227b9e5,D1,L-main-threeshift-150c-01,199.07213320857528,4,LNS,3d72398c19ba17d120e8c1b3dd15913944c689923fa63bc0c02e898be5eb3265,ev
90,C051|C036|C049|C070|C090|C139|C063|C053,8,0a63a66cd6ed4d4f5a5424c4364553b6ea4fd8a127789e834521cb34d8378b64,D1,L-main-threeshift-150c-01,178.62999794220025,4,LNS,354dd64e150278865787f7c081555fb820da0c36da5321b2ea575b93d8af0e34,ev
91,C140|C010|C038|C030|C054,5,ecc2c681f84b6af3838ce86899ef4e1920cb57e8bec244575d4b5a802083a091,D1,L-main-threeshift-150c-01,148.92414944145705,4,LNS,6e1b52b76832a0f1288752deca6f968c5cf8587d668ad7556281e62eafe8e792,ev
92,C011|C072|C214|C289,4,119d62eb416937c84e5b9ce2eae827c0d1e8308d80fcb0ca37c9d6f6af0e9b9d,D1,L-main-threeshift-150c-01,378.8897945890579,4,LNS,f045730aa93b493a008e478be3efa83b2a0f62133d8f36e9b0ea89d5e1fc97df,cv
93,C150|C001|C113|C046|C082|C314,6,d439d5a62ff4a9eaf92ece9d874d026b4b025ae800b42c8fbbbbda74f95120a0,D0,L-main-threeshift-150c-01,154.36578452176468,4,LNS,168b29308e8a51d07242166313f88eed1404aa98bb2d47855e9cbdd76640440d,ev
94,C146|C037|C231|C294|C222|C306,6,9c82258df345896f7fa4a29b8f42422f7a79894a5bf84463c5d94effffd90c8a,D0,L-main-threeshift-150c-01,204.2193965173562,4,restarted,80b17a2fc1f36019e11d57281e2c7d7ce44dde0b1e9635edaaf22efcd07d1865,cv
95,C119|C095|C060|C088|C028|C066|C234|C310|C321,9,fa124b90d17cd5a2feab9f381089a637a5ed34554bbf1c0880a93df0911d96e9,D0,L-main-threeshift-150c-01,225.61930208909325,4,restarted,80237e6ecd3ff18342e47e56aa51bbf250fb47a66bfbe2c56907e940eeded521,cv
96,C074|C137|C220|C155|C161|C224|C230|C319,8,53acd7d5b4aad72d07dd35c9d667e97d8c647113e1d0fa4b17eb69c895b6a8d8,D0,L-main-threeshift-150c-01,259.3343856127499,4,restarted,87e3598c9ab9429b573a9b763aae40c9a40717dd2cf5a2ba70790998c0e8322e,cv
97,C149|C274|C322,3,a68ed42254e1870424a7e3da1c19f054be556a62155063177835cf1e4717edc3,D0,L-main-threeshift-150c-01,96.7433056745746,4,restarted,e0a6b445e6e423a097a68f6f1e8f5877b557eff1c653f799d601515116654ade,ev
98,C023|C241|C162|C204,4,78962b7a93a73900764ebc6cc773731d37fe4e67a4a5b2fce65c5af4f45cb2ce,D0,L-main-threeshift-150c-01,99.08251222766356,4,restarted,52133ae8df59bccc6c0c922fd331140fadde8be3ebe2a23b8ff0ab67d37d42d8,ev
99,C016|C108|C002|C082|C255|C185|C276|C202,8,83a99f78ed2d72c5df30819741f1ac15e68ae7c40811a92629bbc0f87fb94493,D0,L-main-threeshift-150c-01,165.7243772934491,4,restarted,f1b90b2f342d2c8862259edee9afc570fd6bbac542a46f812e2e2a83fd65374e,ev
100,C041|C170|C299|C176|C188|C157,6,c72169014d8e4ab24aa3e0e3a7ecb5159ace93b681152b03804dd60ff0aff666,D0,L-main-threeshift-150c-01,207.66796708225272,4,restarted,5981f1e8a639261b8474db094dc5442230a1bd473c7e2a42c2918cad11cb4059,ev
101,C096|C120|C131|C156|C226|C296|C213|C314|C308,9,ef55d52024c8fb7fe1998907b689af044893450c9bf5075c74207e715698d782,D0,L-main-threeshift-150c-01,196.23643083471765,4,restarted,ade0c6a950838d2a13bc5f3c013e9f90f95bf6eae374c04bae4470219e5a30e1,cv
102,C052|C107|C124|C206|C192|C246|C242|C254,8,2ed78e604e4164ba5bc0091cfe2046151b5c6b1cb06d44a5c2320abe6ce1b46c,D0,L-main-threeshift-150c-01,168.76346550924026,4,restarted,97695d8ccfa5e9d76e64efa379645adef797245b392fe5839665d74dd73c82f3,ev
103,C046|C097|C113|C001|C068|C150|C203|C233,8,f8b31a3abf868c425c89f876cd73139f1df7751cc1f344d22f7e5ff53690eee7,D0,L-main-threeshift-150c-01,191.77303716739385,4,restarted,00103cd42ce53d8d8bb94fdaadbb0025266602225f6552767bc171fceb43f8d5,ev
104,C091|C114|C130|C093|C047|C048|C297|C184|C236,9,3402261d74444afd38a1c198dc554add307093e1ea9cee29c4f1f69b7525f11b,D0,L-main-threeshift-150c-01,116.87722567538675,4,restarted,70c862c481858d69f837b6d98f925aea1b00d585068d12a6df907054832f051f,ev
105,C102|C065|C284|C218|C191|C171|C194|C280|C312,9,039ef0d2c8b91d2deacddc1ec8db28f75e941ff92b61c10e269dcb1771f8deed,D0,L-main-threeshift-150c-01,220.44612077790046,4,restarted,544dadd737d030dd4852bb8339717eca58f601b877163b4d7d35f25ff143dc34,cv
106,C061|C077|C030|C081|C007|C183|C265|C182,8,6783aa90e2793ed6dcd185ef4742698abb65fe6f60bb7649b19cf6524022a496,D0,L-main-threeshift-150c-01,118.58437819683034,4,restarted,d77c7e61e8b8da4a5d31af8e29589724cf22650080d6a7d56235a6abe7605e25,ev
107,C056|C262|C244|C151|C289|C300|C263|C216,8,6a71b2e56ee460b3685fa24bfa1f7a90d3518e11be117a522711ac0dace50d12,D0,L-main-threeshift-150c-01,188.45966634814152,4,restarted,d989d1a8d994dc3a2fa87181e45c8c047daf4b9ca14c8b6c4a461a0d421d5d3d,ev
108,C045|C133|C008|C243|C168|C209|C304,7,de2a92d21911e358168c8055b50e2327b217d0837c704e355616e186b3632817,D0,L-main-threeshift-150c-01,160.68113256129902,4,restarted,587a4cabbbc089a7910edd0e519ed1f22484b955d12206f14d43866f67b01ac7,ev
109,C144|C020|C022|C087|C126|C169,6,1c5e071624cf960640d510533ac50f1231b88a466d1cf94cccc9b4fd67707e06,D0,L-main-threeshift-150c-01,138.59518264310486,4,restarted,9ef43d728cb77268bf195d5439eff0383a30b0c0f5e6f9bfa7b01f816fb9daf4,ev
110,C174,1,c89af34480449bf6852ccf823da10da9178a56e4495cf21761a61772630de3ef,D0,L-main-threeshift-150c-01,82.82960729157466,4,restarted,217a1a0ff67caf6f11583a1cf33abab27ca81eb5188afb2ccbb0de1130e0fa41,ev
111,C112|C005|C039|C086|C067|C085|C200|C268|C303,9,bb0ebe357facf4121ed67832de09bddd600122f7f99960cbc906b2a4814bce77,D0,L-main-threeshift-150c-01,147.61141451319256,4,restarted,c68f991da85ebb889ea6e5341295ea81c5b7732fb31f99ab4be806c38709bbce,ev
112,C115|C018|C142|C245|C285|C279|C317,7,fc95494524f151b785d64a77f1ce5b0c8bdb0b1cea2a227e33ef206b2aed9c20,D1,L-main-threeshift-150c-01,209.3724928654264,4,restarted,855d6f8945d5fb197f55d5e76f93ccbed0901540f8703a9ef6be384603cbf2fe,cv
113,C015|C101|C228|C211|C165|C152,6,31dafd5b2a92ea066345b4a1daad6cdfcfa2b727cf19779c10e19a309f446ef3,D1,L-main-threeshift-150c-01,157.45823936664678,4,restarted,3af2feb9d6200fc8e070a664c799ef0785d567399692fdf9e6f4cf72b9bb522d,ev
114,C135|C104|C261|C160|C250|C282|C235,7,b38607107fd3c788f9475520b68c90ec2293d2576beead79edc990bfea77535f,D1,L-main-threeshift-150c-01,172.35914151605834,4,restarted,296a49dcb3aac27878e94529928e2b11510404609a79e8ceb6b091e66f1e4d72,ev
115,C084|C040|C083|C214|C193|C199|C215,7,e9955297a04daa933fa6997fd5e6263686bdb90beb09f342411e18dc907517ae,D1,L-main-threeshift-150c-01,173.33403371783848,4,restarted,5ea0204f984089e150fcd45601469fd78a965918af3c1e277a63f7f762c8c3c1,ev
116,C070|C073|C158|C154|C159,5,21ad189b43a93b338846d72785134f1801e0283b3b8c06b821bae874f9ed5e60,D1,L-main-threeshift-150c-01,117.36474813590735,4,restarted,d76cf911ac2340f2769e0dfd7bc29aaae32a7ffa828e271d2f7594b5a6b7ec81,ev
117,C050|C071|C079|C034|C105|C100|C098|C059|C118|C143|C301,11,97dc3227d6a62929d361bc5969d0a4059b840233e3e1c4526370105b67e1cb8a,D1,L-main-threeshift-150c-01,216.27565091988524,4,restarted,7a66ea374a798fa223ade9dd480669aa624cbf335fb62ee456bce3688c84bf3c,cv
118,C103|C042|C024|C110|C179|C259|C267,7,be8986f2315c43a203c2353dd4420397a4a6d4997a98124e90fe228a7ead9a45,D1,L-main-threeshift-150c-01,124.7209394629385,4,restarted,ea8eeed8a15259090f70da15affbfcf8bcfc6e8aa66f04ef4f38474435612269,ev
119,C031|C178|C205|C252|C272,5,35c16ab169d0fb1ea95c136aac912370c705049e008c48b5cdbf93ee0cc7e83c,D1,L-main-threeshift-150c-01,143.0588277370303,4,restarted,daf3391857fa2e448e75192cc92ddf0ff9f4cb0dbe86c3a2391e0917f745e277,ev
120,C026|C147|C217|C271|C293|C283|C287|C175,8,95dc88fbf758629dca30cca6fcac36c3aeaa7ea1445a4dda935378154889b4d4,D1,L-main-threeshift-150c-01,130.14778674955951,4,restarted,f5803f0607d737e4b1d429ca33468092fe13fa8ba3c51d569831599a22e6c1ff,ev
121,C109|C121|C123|C128|C011|C017|C004|C053|C298,9,15f0b53046f185345354375e0008aef334d70ba906759f2874cf6abac54ee6be,D1,L-main-threeshift-150c-01,181.39676080859175,4,restarted,652d24ca5c77a9dee8ef96e88fb899baa51eb7b89de23ed2b04253b99f0a9fa9,ev
122,C044|C139|C090|C313,4,3dabaf8089daeeb484dc4a1185cf4bba5200b9931166dce16401840106699335,D1,L-main-threeshift-150c-01,93.38474627628572,4,restarted,4807ce466a55fb520618adf2f52f28adeceffe78fbbc3955ee92bf17542c4274,ev
123,C260|C223|C269|C153|C210|C237,6,ea054020d27340b5cccc3511daf9c52709c71441b5a8513bc40ceb45f973da6b,D1,L-main-threeshift-150c-01,193.503541917731,4,restarted,e7c97d768e63f9f2b458261ea250305b7580c68a257ea2d5cd8f3624b8d5c6df,ev
124,C117|C027|C141|C288|C240|C309,6,d6a3e5ee0098d363b827a71e810fa3c3bd44f4d15f51d68c83ebe8d929998534,D1,L-main-threeshift-150c-01,155.48429068068702,4,restarted,160a33fff92d37300a5624f366052ed1df7faf9e551ffb9ac0c56fa7a9b88af6,ev
125,C078|C033|C134|C292|C186|C196|C281|C258|C305|C302,10,df07d21dd58d640790c4d5f63d7d1b208aec7d78545afee6f0f201764add33de,D1,L-main-threeshift-150c-01,222.30131525184257,4,restarted,1fb208749b00c1b7ff928952c2c26e2faad658180b8708b65be0cf4b4858f1be,cv
