instance_id,seed,historical_cost_cny,joint_cost_cny,cost_reduction_pct,historical_distance_km,joint_distance_km,distance_reduction_pct,historical_emissions_kg,joint_emissions_kg,emissions_reduction_pct,historical_vehicle_count,joint_vehicle_count,vehicle_count_change,joint_cross_contractor_customer_count,mapping_sha256,initial_sha256,historical_solution_sha256,joint_solution_sha256,source_artifact_hashes_sha256,status
cn-prd-150c-02-V2-LOCATIONS,1,11501.222553377012,6854.643222624926,40.40074269659053,4685.722312882146,1828.981614672597,60.96692265258019,1276.0436369811448,472.6671457679161,62.95838699637665,27,25,-2,104,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,0818868770d74c076ac05903472b6913ff8314a7682c2fc39fc9f226ffc952f8,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,2,11361.062727680186,6841.979387425828,39.776942074653164,4618.512652580438,1835.784242351473,60.25161387561014,1223.0793599301307,470.5408620636141,61.52818226852475,28,25,-3,103,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,c85704c0085c8dba95bc6ef9efda086b18b2e2098fae6ca67821992b106bef0b,f697e8e6e0afce7f6bf47324451a6e9af191472bfa43b8a14c8e8424b9d2ae12,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,3,11083.10515094738,6880.440083177043,37.91956324993537,4538.91533460678,1859.9653335921912,59.0218103560787,1207.5438359718482,475.48697461102006,60.62362620332193,27,25,-2,105,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,b2ac538a65d54d7d793613df354993cdd6caa8d7e73c670c44b39b33e2b14c20,f9a047d3b25cefe103e211831dbb6b386f568dfe2b1cfbdbc0e5c3596a422dae,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,4,11193.811169313563,6840.052320536472,38.89433887103955,4557.067692415736,1863.234224253868,59.11330816185104,1229.6855801528313,465.28520683422227,62.16226209821911,27,25,-2,103,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,e9f842e83d43a1e9a8ca9bc56d66ea48b6d21f3a6b83109ab10689e2fcb0bfbf,32b07b933d44a02baaaee027cee1d65cb9b777b40dda0cb7e96f3350ca0df689,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,5,11431.249527990263,7115.375407794674,37.75505127088557,4637.716039139175,1984.661221307829,57.206064266146626,1280.9163760077836,525.069000274428,59.008331058198806,27,25,-2,103,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,3df314e008eb7210f6a234d9d17bd3a5ab9edc7c6184a7a2d05dcc2a37d39708,938574f05c8c3b27cd69bb7c5b3b888ae1af39a3b3e6d6948a2f57f7b5cc8e84,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,6,11097.63595175199,6888.746922589557,37.92599655873533,4566.556384517857,1828.046724050977,59.96881303713532,1203.9524446072296,485.1512534444217,59.70345376866654,27,25,-2,106,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,effbe97ca1b6514b5aa6c7bb9e9340d3177d22623a53be19e88e9290d0c342e2,4c7a29687c052327ea898f745d052a7287b2bf6ae59db6ca6e888cabcac04fa9,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,7,11501.222553377012,6962.464514960872,39.4632659037057,4685.722312882146,1946.1897634035452,58.46553351970914,1276.0436369811448,491.69488077311723,61.467236188225854,27,25,-2,110,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,1b5295fc2f8622ba7c05674d947ccff52172fec051137056b550f8fcc7816987,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,8,11501.222553377012,6943.489772218308,39.62824612780364,4685.722312882146,1912.4911085382112,59.18471089760642,1276.0436369811448,487.4111935288714,61.802936874323095,27,25,-2,105,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,be54caecacea4205294f3791cd2075f333c6e7d5959cefd98042d2d6a549876b,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,9,11103.02024698987,6862.389404544749,38.193489231858294,4567.92653183986,1836.4410778974739,59.79705310282659,1205.8851604451906,477.7618835902237,60.38081408897652,27,25,-2,106,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,014b2d002ebfa79e644ec2dbd4dabf6fcbf28fb94e750b571d8c6a9396db173c,609790feb1ad8d350c3a56c48661f769c1fef9d4ba03d9e11b3a1e0aa0499be7,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-02-V2-LOCATIONS,10,11122.613688461026,6881.410707895276,38.13135203073462,4571.25247524437,1862.789003404269,59.24992081508935,1206.9938451085575,479.89107399011647,60.24080189514513,27,25,-2,101,3e5ca59fc5fd5a37acad2fbed1786fc4846125b14e15746190b4783b7ae5713d,0133977f2412dbdcd9a5eb198d42b324982924d24d0dc0e12c347896fcf79a22,b2f0c702580714010ac903d30238eb7e74df4b766014f7d4456e46061d34c87e,442f049d18ca400f37b4a44f24d3b9dcc5a6734329743ad82c0eb86c08468991,02b238458f879597591ab862606742899ca4376956636fbcef012f69a47f65e4,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,1,11050.642821856769,6615.131206159595,40.13804162527355,4381.839901970086,1910.0322435702822,56.41026860174589,1213.3219203258654,504.57051383490716,58.41412692029885,27,23,-4,107,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,603c1639eb1ae0e8529166b4e7185b25f966285091a6acd6cea89ffb68bfe0ca,73cc5950fd7a83628776c6926fdc38ea6b4c80481554ee20d75c403088d0d66e,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,2,11066.66479769968,6580.074523880901,40.54148522463029,4355.322391753774,1736.073132229728,60.13904422972792,1235.9058682987868,467.199829412602,62.197782096811444,27,24,-3,111,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,f758033b8b5354047cb0ba68021df449e8f7a46fe22f4f4f06c41ba6e1c5cf52,6d1a80db08350e8049f7639262ba5ec4efd4f1d2a5f366ebdb8d5984dd2d8f26,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,3,11295.862716434867,6616.805934183637,41.42274830804607,4513.382842336272,1757.381523337543,61.06287490498223,1248.8845376397014,474.5492115326697,62.002154944641056,27,24,-3,107,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,045c8ad29cb8a08a6c0690b262f58823f728073b1c11f419221355adaf0c9775,50cd49bd46413844c3787c8d754f82391919e2180b4f54e1eee719a0c711a316,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,4,11289.21424943546,6560.949443380098,41.88302836303959,4534.395792527108,1925.40444613417,57.537794797107814,1257.052882022153,490.15942954932154,61.007254622349016,27,23,-4,110,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,52cf38f36b4523d2300685d7cf64316973b91dd376575f181081fa0fc68ba383,e638b7af0161a5115ed2d832cef84ca429b8727e4f7fdcae9d7f3ad76c6b6fb4,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,5,11091.376376265176,6660.308291523092,39.9505700142345,4404.614149527779,1806.663437267923,58.98248119051209,1228.8579127937871,480.5397917126845,60.89541461956446,27,24,-3,109,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,f9d9fa4670d175d5a668505ebe09cb2eae9b1ffb33ee745f865c54ec38c17dd4,5608905c6089c561a1b8f5b4103c25bde1c763123951b22a0f0350c6aa2b94a1,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,6,10879.232416634932,6638.622305740055,38.978945834549464,4387.7662423073525,1783.4213610570139,59.35468613024418,1214.9899363382815,478.9627234930116,60.57887319326264,26,24,-2,111,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,0734e649c9fbb4d129617b2302a678572e9c3e1b9e496317e1d11cd595f9e80c,c6b0f3d44189806b7396bbd2123f33313918c873406410ff929c02bf0c388b84,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,7,11157.419864154519,6584.647468364109,40.984138371285745,4494.612236030886,1738.078081299241,61.329743478959,1280.6859753537942,469.5988996490693,63.332236888176986,26,24,-2,111,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,16ed30b4633a8403bf92b86367c027b5c0d3e27e3dd9c74c0cbbb3f6d40bc5e0,7e5231e0fb5a095531334b2dc6e18be07d9bfd02152128a32033538d2d56aff9,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,8,11028.834428212243,6647.492315428907,39.726247966654306,4455.563238214565,1841.689733914649,58.66538896544421,1215.4728747034103,472.42348265336636,61.132535946666586,27,24,-3,111,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,4470b8c0cde561cc715962625cca545a5648f8032294711cf051cb9a131184d0,964c4d77ce562dd380e34618af0967fff15a9baa9015db6ae70c973fc6b67c93,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,9,11268.638557494425,6490.768395948791,42.39971081837583,4518.927636374375,1852.835877006772,58.99832822962974,1237.5494203381202,480.28063522071943,61.190993480527155,27,23,-4,110,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,7ca4a7729e5fdd0db0cd43bc14cba74ad660802cfc01d0f611f32e84499f8dfe,de58b317b259b865eda434b0219efdf9a1d21ada2ece177c78b98be7fb653448,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-150c-03-V2-LOCATIONS,10,11096.066718158372,6609.180736380618,40.436724974220844,4549.533302834778,1792.993099974359,60.589515877218446,1249.8546268093837,468.72664539971197,62.497506882358586,26,24,-2,107,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,cab3f3151d69ac1dd9475fc627405287b964a57cff7c51f51d017ae179f2c591,0686557d5b58ed1cc0f6c3bc6ab2b252cb9aa30483c91312da2d5acc3bcc118e,ee836a94291911fdf79b9553a898e387085b367a4174b282d892bdfb1432a99e,8f506c752e19bde58585282359d9340a58a5b284618d4e7277f47bd180e7d98b,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,1,14155.282248882244,9298.145944304546,34.31324235842232,5402.744607851628,2460.026155948609,54.46710265790585,1411.6194050599709,642.5829610732453,54.47902184045522,38,34,-4,135,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,82db436371497c6ccde693fba99b99a2b1d3e3bd6551621e205594e1e000c440,652e7755402161bc427c746ecb1df5c41dd35ba8d4deceade40d68af6e6257cc,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,2,14179.867427949226,9295.203766543886,34.447879616825084,5879.892767743658,2460.530216040248,58.15348488090798,1507.4655751144537,638.0593258826887,57.67337334822759,35,34,-1,134,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,a9773172f49e3324315d2ba40787d5dbb9730199e4de7f2c62b498d67fe7c8f9,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,3,14179.867427949226,9283.906989324789,34.527547337814,5879.892767743658,2466.577019555509,58.05064621098473,1507.4655751144537,640.5902984432994,57.50547747037853,35,34,-1,135,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,14c331e0697f5fab81f58b417ab51821de01817d5110bb6f129febadfab79bb7,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,4,14179.867427949226,9257.943814460685,34.71064619255314,5879.892767743658,2442.9951009411143,58.451706562693225,1507.4655751144537,635.8916272104155,57.81717090540288,35,34,-1,135,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,52c95488344b2a2822bddb633c460c330dedad40bdbedf3874c7fea3ae47454d,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,5,14179.867427949226,9302.414803430951,34.397025566717026,5879.892767743658,2485.410699390947,57.73033969215233,1507.4655751144537,649.123132881154,56.939439042787455,35,34,-1,133,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,08edaa2939b24e330527b4e0e71429e7306ff48b497efe00ad5ea1e55c004e14,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,6,14092.99681532165,9272.934305034412,34.201827854292524,5742.263212294519,2455.185939355466,57.2435841307523,1453.3323201084963,636.9016775164852,56.17645952654942,36,34,-2,137,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,768578cb5600dbf15163907da3bdac38432af693d9cbbea12986d9f062bd5f36,22cc9f4c3c186fe62387c375f3bed7cf06aa62eaf4d9b9c53ebe806421b83901,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,7,13627.85561816845,9022.410138247576,33.79435186986399,5544.273309860346,2405.846150776493,56.60664587913157,1396.0852469935492,624.750252708765,55.24984924422371,35,33,-2,135,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,9d41a42352896985f82f4a11ed58a355df253d522e1ebce6641df98334c3f956,8dda24b974017af5a5e0f9f94c731f85cc199b96417c6a09d875a34d58169d58,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,8,14179.867427949226,9373.271602829975,33.89732555358882,5879.892767743658,2602.974729613443,55.73091495999672,1507.4655751144537,645.9527238962384,57.149752899186794,35,34,-1,138,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,d9132d63b01af91008f893df0a3c272584d50c2b563357604be247681c3dc07a,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,9,14026.780618077493,9273.723666866037,33.88558701121904,5618.257580208098,2453.652130316511,56.32716913941086,1451.3360861656556,636.8073828020689,56.12267972441335,36,34,-2,137,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,d5de1a0f796a9deda25cc7970e54182a3afc0a9c937ab29b0dfc1522a8e6a0a1,2c53786332cd1abf92d99a262558f95af72a4449030d20d992e6c4d452227819,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
cn-prd-200c-01-V2-LOCATIONS,10,14009.66831597446,9268.919463951404,33.839122705121,5661.576988696841,2460.0825003228247,56.547751532226776,1438.2426752024005,639.9047446405154,55.50787390240223,36,34,-2,136,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,6aa8cb1698a6172266a57b4355190bad13d1a7fa0e3cec55273c6e31ba67aabc,fdeed4e47ff485bc76bde0241c4601472487438a73ac16f18cb96888d474b953,97a515c28dfb6e7159d1ef636094a3e90f71091c869090c4905fb62081e5638e,PASS_PAIRED_SOURCE_RECORDS
