scenario_type,category,instance,algorithm,rows,ok_rows,mean_best_cost,min_best_cost,mean_E_total,mean_cost_carbon,mean_low_carbon_charging_share
formal_goeke80,threeshift,e2-threeshift-150c-01,alns_component_LOCAL_SEARCH,3,3,3910.8642129914824,3606.94552015496,1387.8601098026559,69.8648779274657,0.20050510195356044
formal_goeke80,threeshift,e2-threeshift-150c-01,alns_component_ROUTE_ELIMINATION,3,3,3920.5634476825935,3740.0684310777115,1341.8307659208601,67.5477607564561,0.2168806167407926
formal_goeke80,threeshift,e2-threeshift-150c-01,alns_component_RRT_TRUE_ACCEPTANCE,3,3,4545.645170914635,3822.380528898568,2044.942213508324,102.94239102800903,0.38426526189442634
formal_goeke80,threeshift,e2-threeshift-150c-01,alns_component_stack,3,3,3945.955164820597,3625.8356863787267,1401.3558931307991,70.54425566020443,0.23959670412486464
formal_goeke80,threeshift,e2-threeshift-150c-01,alns_e2_throughput,3,3,3952.472977312535,3727.475514158737,1377.1102255182304,69.32372875258773,0.19888445536730828
