battery_kwh,category,in_band_count,instance,main_candidate_eligible,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,phase,reason,required_majority,size,source_ids,winner_count
180.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
180.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
180.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
180.0,threeshift,0,e2-threeshift-150c-01,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
180.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,IsuzuNRREV,1
180.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
180.0,threeshift,0,e2-threeshift-75c-01,True,0.9466666666666667,0.9658710876089752,0.9454118731954189,0.9583333333333334,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,IsuzuNRREV,1
180.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,IsuzuNRREV,1
194.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,FreightlinerEM2,1
194.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,FreightlinerEM2,1
194.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,FreightlinerEM2,1
194.0,threeshift,0,e2-threeshift-150c-01,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,FreightlinerEM2,1
194.0,threeshift,0,e2-threeshift-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,FreightlinerEM2,1
194.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,FreightlinerEM2,1
194.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,FreightlinerEM2,1
194.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,FreightlinerEM2,1
200.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,RenaultTrucksETechD,1
200.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,RenaultTrucksETechD,1
200.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,RenaultTrucksETechD,1
200.0,threeshift,0,e2-threeshift-150c-01,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,RenaultTrucksETechD,1
200.0,threeshift,0,e2-threeshift-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,RenaultTrucksETechD,1
200.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,RenaultTrucksETechD,1
200.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,RenaultTrucksETechD,1
200.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,RenaultTrucksETechD,1
210.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric;InternationalEMV,1
210.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric;InternationalEMV,1
210.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric;InternationalEMV,1
210.0,threeshift,0,e2-threeshift-150c-01,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric;InternationalEMV,1
210.0,threeshift,0,e2-threeshift-200c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,DAFXBElectric;InternationalEMV,1
210.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric;InternationalEMV,1
210.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric;InternationalEMV,1
210.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric;InternationalEMV,1
240.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,MackMDElectric,1
240.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,MackMDElectric,1
240.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,MackMDElectric,1
240.0,threeshift,0,e2-threeshift-150c-01,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,stage_a,route_share_outside_practical_band,1,150,MackMDElectric,1
240.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,MackMDElectric,1
240.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,MackMDElectric,1
240.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,MackMDElectric,1
240.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,MackMDElectric,1
280.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,VolvoFLFE2023,1
280.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,VolvoFLFE2023,1
280.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,VolvoFLFE2023,1
280.0,threeshift,0,e2-threeshift-150c-01,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,stage_a,route_share_outside_practical_band,1,150,VolvoFLFE2023,1
280.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,VolvoFLFE2023,1
280.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,VolvoFLFE2023,1
280.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,VolvoFLFE2023,1
280.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,VolvoFLFE2023,1
282.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric,1
282.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric,1
282.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric,1
282.0,threeshift,0,e2-threeshift-150c-01,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric,1
282.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,DAFXBElectric,1
282.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric,1
282.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,DAFXBElectric,1
282.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,DAFXBElectric,1
291.0,multidepot,0,e2-multidepot-100c-01,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,stage_a,route_share_outside_practical_band,1,100,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-10c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-150c-01,True,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-15c-01,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-20c-01,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-25c-01,True,0.8,0.8535795887281036,0.6721325420601498,0.875,stage_a,route_share_outside_practical_band,1,25,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-50c-01,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,stage_a,route_share_outside_practical_band,1,50,FreightlinerEM2,1
291.0,multidepot,0,e2-multidepot-75c-01,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,stage_a,route_share_outside_practical_band,1,75,FreightlinerEM2,1
291.0,threeshift,0,e2-threeshift-100c-01,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,FreightlinerEM2,1
291.0,threeshift,0,e2-threeshift-150c-01,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,stage_a,route_share_outside_practical_band,1,150,FreightlinerEM2,1
291.0,threeshift,0,e2-threeshift-200c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,FreightlinerEM2,1
291.0,threeshift,0,e2-threeshift-50c-01,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,stage_a,route_share_outside_practical_band,1,50,FreightlinerEM2,1
291.0,threeshift,0,e2-threeshift-75c-01,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,stage_a,route_share_outside_practical_band,1,75,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-100c-01,True,0.86,0.8666851264137682,0.818938703832407,0.875,stage_a,route_share_outside_practical_band,1,100,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-150c-01,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,stage_a,route_share_outside_practical_band,1,150,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-15c-01,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,stage_a,route_share_outside_practical_band,1,15,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-20c-01,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-25c-01,True,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,25,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-50c-01,True,0.84,0.8619302949061662,0.8251722802005311,0.875,stage_a,route_share_outside_practical_band,1,50,FreightlinerEM2,1
291.0,vanilla,0,e2-vanilla-75c-01,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,FreightlinerEM2,1
