all_cv_count,all_ev_count,balanced_count,battery_kwh,category,cv_heavy_count,ev_heavy_count,expected_winner_rows,main_candidate_eligible,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,missing_or_infeasible_winner_rows,phase,route_share_in_practical_band,secondary_only,size,source_ids,winner_count
0,0,0,141.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,DAFXBElectric,1
0,0,0,141.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,DAFXBElectric,1
0,0,0,141.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,DAFXBElectric,1
0,0,0,141.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,DAFXBElectric,1
0,0,0,141.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,DAFXBElectric,1
0,0,0,141.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,DAFXBElectric,1
1,0,0,141.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,DAFXBElectric,1
0,0,1,141.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,DAFXBElectric,1
0,0,0,141.0,threeshift,0,1,1,True,0.92,0.928721080550974,0.898367758128573,0.9375,0,stage_a,False,False,50,DAFXBElectric,1
0,0,0,141.0,threeshift,0,1,1,True,0.9466666666666667,0.9564670573102758,0.9174553703504452,0.9642857142857143,0,stage_a,False,False,75,DAFXBElectric,1
0,0,0,141.0,threeshift,0,1,1,True,0.96,0.9649004235378931,0.9575133955114449,0.9696969696969697,0,stage_a,False,False,100,DAFXBElectric,1
0,0,0,141.0,threeshift,0,1,1,True,0.8733333333333333,0.8989473387539986,0.8081662098812508,0.9038461538461539,0,stage_a,False,False,150,DAFXBElectric,1
0,1,0,141.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,DAFXBElectric,1
0,0,1,141.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,DAFXBElectric,1
0,0,0,141.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,DAFXBElectric,1
0,0,0,141.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,DAFXBElectric,1
0,1,0,141.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,DAFXBElectric,1
0,0,0,141.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,DAFXBElectric,1
0,0,0,141.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,DAFXBElectric,1
0,0,0,141.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,DAFXBElectric,1
0,0,0,141.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,DAFXBElectric,1
0,0,1,141.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,DAFXBElectric,1
0,1,0,150.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,MackMDElectric,1
0,0,0,150.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,MackMDElectric,1
0,0,0,150.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,MackMDElectric,1
0,0,0,150.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,MackMDElectric,1
0,0,0,150.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,MackMDElectric,1
0,0,0,150.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,MackMDElectric,1
0,0,0,150.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,MackMDElectric,1
1,0,0,150.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,MackMDElectric,1
0,0,1,150.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,MackMDElectric,1
0,1,0,150.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,50,MackMDElectric,1
0,0,0,150.0,threeshift,0,1,1,True,0.8,0.8693440045733886,0.8107410648409711,0.88,0,stage_a,False,False,75,MackMDElectric,1
0,0,0,150.0,threeshift,0,1,1,True,0.87,0.8949040281157069,0.8566857571471568,0.90625,0,stage_a,False,False,100,MackMDElectric,1
0,0,0,150.0,threeshift,0,1,1,True,0.9466666666666667,0.9592886433775347,0.9356548398449638,0.9622641509433962,0,stage_a,False,False,150,MackMDElectric,1
1,0,0,150.0,threeshift,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,200,MackMDElectric,1
0,0,1,150.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,MackMDElectric,1
0,0,0,150.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,MackMDElectric,1
0,0,0,150.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,MackMDElectric,1
0,1,0,150.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,MackMDElectric,1
0,0,0,150.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,MackMDElectric,1
0,0,0,150.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,MackMDElectric,1
0,0,0,150.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,MackMDElectric,1
0,0,0,150.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,MackMDElectric,1
0,0,1,150.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,MackMDElectric,1
0,1,0,176.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,RenaultTrucksETechD,1
0,0,0,176.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,RenaultTrucksETechD,1
0,0,0,176.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,RenaultTrucksETechD,1
0,0,0,176.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,RenaultTrucksETechD,1
0,0,0,176.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,RenaultTrucksETechD,1
0,0,0,176.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,RenaultTrucksETechD,1
0,0,0,176.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,RenaultTrucksETechD,1
1,0,0,176.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,RenaultTrucksETechD,1
0,0,1,176.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,RenaultTrucksETechD,1
0,1,0,176.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,50,RenaultTrucksETechD,1
0,0,0,176.0,threeshift,0,1,1,True,0.9466666666666667,0.9658710876089752,0.9454118731954189,0.9583333333333334,0,stage_a,False,False,75,RenaultTrucksETechD,1
0,0,0,176.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,RenaultTrucksETechD,1
0,0,0,176.0,threeshift,0,1,1,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,0,stage_a,False,False,150,RenaultTrucksETechD,1
0,1,0,176.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,RenaultTrucksETechD,1
0,0,1,176.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,RenaultTrucksETechD,1
0,0,0,176.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,RenaultTrucksETechD,1
0,0,0,176.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,RenaultTrucksETechD,1
0,1,0,176.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,RenaultTrucksETechD,1
0,0,0,176.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,RenaultTrucksETechD,1
0,0,0,176.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,RenaultTrucksETechD,1
0,0,0,176.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,RenaultTrucksETechD,1
0,0,0,176.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,RenaultTrucksETechD,1
0,0,1,176.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,RenaultTrucksETechD,1
0,1,0,180.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,IsuzuNRREV,1
0,0,0,180.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,IsuzuNRREV,1
0,0,0,180.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,IsuzuNRREV,1
0,0,0,180.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,IsuzuNRREV,1
0,0,0,180.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,IsuzuNRREV,1
0,0,0,180.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,IsuzuNRREV,1
0,0,0,180.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,IsuzuNRREV,1
1,0,0,180.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,IsuzuNRREV,1
0,0,1,180.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,IsuzuNRREV,1
0,0,0,180.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,IsuzuNRREV,1
0,0,0,180.0,threeshift,0,1,1,True,0.9466666666666667,0.9658710876089752,0.9454118731954189,0.9583333333333334,0,stage_a,False,False,75,IsuzuNRREV,1
0,0,0,180.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,IsuzuNRREV,1
0,0,0,180.0,threeshift,0,1,1,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,0,stage_a,False,False,150,IsuzuNRREV,1
0,1,0,180.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,IsuzuNRREV,1
0,0,1,180.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,IsuzuNRREV,1
0,0,0,180.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,IsuzuNRREV,1
0,0,0,180.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,IsuzuNRREV,1
0,1,0,180.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,IsuzuNRREV,1
0,0,0,180.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,IsuzuNRREV,1
0,0,0,180.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,IsuzuNRREV,1
0,0,0,180.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,IsuzuNRREV,1
0,0,0,180.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,IsuzuNRREV,1
0,0,1,180.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,IsuzuNRREV,1
0,1,0,194.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,FreightlinerEM2,1
0,0,0,194.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,FreightlinerEM2,1
0,0,0,194.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,FreightlinerEM2,1
0,0,0,194.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,FreightlinerEM2,1
0,0,0,194.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,FreightlinerEM2,1
0,0,0,194.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,FreightlinerEM2,1
0,0,0,194.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,FreightlinerEM2,1
1,0,0,194.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,FreightlinerEM2,1
0,0,1,194.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,FreightlinerEM2,1
0,0,0,194.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,FreightlinerEM2,1
0,0,0,194.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,FreightlinerEM2,1
0,0,0,194.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,FreightlinerEM2,1
0,0,0,194.0,threeshift,0,1,1,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,0,stage_a,False,False,150,FreightlinerEM2,1
1,0,0,194.0,threeshift,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,200,FreightlinerEM2,1
0,0,1,194.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,FreightlinerEM2,1
0,0,0,194.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,FreightlinerEM2,1
0,0,0,194.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,FreightlinerEM2,1
0,1,0,194.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,FreightlinerEM2,1
0,0,0,194.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,FreightlinerEM2,1
0,0,0,194.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,FreightlinerEM2,1
0,0,0,194.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,FreightlinerEM2,1
0,0,0,194.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,FreightlinerEM2,1
0,0,1,194.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,FreightlinerEM2,1
0,1,0,200.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,RenaultTrucksETechD,1
0,0,0,200.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,RenaultTrucksETechD,1
0,0,0,200.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,RenaultTrucksETechD,1
0,0,0,200.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,RenaultTrucksETechD,1
0,0,0,200.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,RenaultTrucksETechD,1
0,0,0,200.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,RenaultTrucksETechD,1
0,0,0,200.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,RenaultTrucksETechD,1
1,0,0,200.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,RenaultTrucksETechD,1
0,0,1,200.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,RenaultTrucksETechD,1
0,0,0,200.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,RenaultTrucksETechD,1
0,0,0,200.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,RenaultTrucksETechD,1
0,0,0,200.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,RenaultTrucksETechD,1
0,0,0,200.0,threeshift,0,1,1,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,0,stage_a,False,False,150,RenaultTrucksETechD,1
1,0,0,200.0,threeshift,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,200,RenaultTrucksETechD,1
0,0,1,200.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,RenaultTrucksETechD,1
0,0,0,200.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,RenaultTrucksETechD,1
0,0,0,200.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,RenaultTrucksETechD,1
0,1,0,200.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,RenaultTrucksETechD,1
0,0,0,200.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,RenaultTrucksETechD,1
0,0,0,200.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,RenaultTrucksETechD,1
0,0,0,200.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,RenaultTrucksETechD,1
0,0,0,200.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,RenaultTrucksETechD,1
0,0,1,200.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,RenaultTrucksETechD,1
0,1,0,210.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,DAFXBElectric;InternationalEMV,1
1,0,0,210.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,DAFXBElectric;InternationalEMV,1
0,0,1,210.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,threeshift,0,1,1,True,0.9133333333333333,0.93395149584995,0.89085846720192,0.9444444444444444,0,stage_a,False,False,150,DAFXBElectric;InternationalEMV,1
1,0,0,210.0,threeshift,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,200,DAFXBElectric;InternationalEMV,1
0,0,1,210.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,DAFXBElectric;InternationalEMV,1
0,1,0,210.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,DAFXBElectric;InternationalEMV,1
0,0,0,210.0,vanilla,0,1,1,True,0.98,0.9777060597052953,0.9659144677512043,0.9814814814814815,0,stage_a,False,False,150,DAFXBElectric;InternationalEMV,1
0,0,1,210.0,vanilla,0,0,1,True,0.595,0.6456789361001317,0.6588136525303839,0.6805555555555556,0,stage_a,True,False,200,DAFXBElectric;InternationalEMV,1
0,1,0,240.0,multidepot,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,10,MackMDElectric,1
0,0,0,240.0,multidepot,0,1,1,True,0.8,0.7926305582490649,0.7278694611925719,0.8333333333333334,0,stage_a,False,False,15,MackMDElectric,1
0,0,0,240.0,multidepot,0,1,1,True,0.8,0.8383892330698569,0.7351429717370075,0.8571428571428571,0,stage_a,False,False,20,MackMDElectric,1
0,0,0,240.0,multidepot,0,1,1,True,0.8,0.8535795887281036,0.6721325420601498,0.875,0,stage_a,False,False,25,MackMDElectric,1
0,0,0,240.0,multidepot,0,1,1,True,0.9,0.9350082158609357,0.8911302970209383,0.9375,0,stage_a,False,False,50,MackMDElectric,1
0,0,0,240.0,multidepot,0,1,1,True,0.9466666666666667,0.9623994307919654,0.9361363958444553,0.9642857142857143,0,stage_a,False,False,75,MackMDElectric,1
0,0,0,240.0,multidepot,0,1,1,True,0.96,0.9698396131972992,0.9212737098118179,0.9714285714285714,0,stage_a,False,False,100,MackMDElectric,1
1,0,0,240.0,multidepot,0,0,1,True,0.0,0.0,0.0,0.0,0,stage_a,False,False,150,MackMDElectric,1
0,0,1,240.0,multidepot,0,0,1,True,0.77,0.7700922266139657,0.7307208684890634,0.7972972972972973,0,stage_a,True,False,200,MackMDElectric,1
0,0,0,240.0,threeshift,0,1,1,True,0.92,0.9333571078322115,0.8693577270880778,0.9411764705882353,0,stage_a,False,False,50,MackMDElectric,1
0,0,0,240.0,threeshift,0,1,1,True,0.8933333333333333,0.9259682721166214,0.8768674914397804,0.9166666666666666,0,stage_a,False,False,75,MackMDElectric,1
0,0,0,240.0,threeshift,0,1,1,True,0.92,0.9292376317923763,0.9106642510360613,0.9354838709677419,0,stage_a,False,False,100,MackMDElectric,1
0,0,0,240.0,threeshift,0,1,1,True,0.88,0.9131519242422107,0.869490817000958,0.9215686274509803,0,stage_a,False,False,150,MackMDElectric,1
0,1,0,240.0,threeshift,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,200,MackMDElectric,1
0,0,1,240.0,vanilla,0,0,1,True,0.7,0.7545406453888203,0.6493442543727527,0.75,0,stage_a,True,False,10,MackMDElectric,1
0,0,0,240.0,vanilla,0,1,1,True,0.8,0.7926305582490649,0.7928933396571236,0.8333333333333334,0,stage_a,False,False,15,MackMDElectric,1
0,0,0,240.0,vanilla,0,1,1,True,0.85,0.8506729331339458,0.7846681058734033,0.8571428571428571,0,stage_a,False,False,20,MackMDElectric,1
0,1,0,240.0,vanilla,0,0,1,True,1.0,1.0,1.0,1.0,0,stage_a,False,False,25,MackMDElectric,1
0,0,0,240.0,vanilla,0,1,1,True,0.84,0.8619302949061662,0.8251722802005311,0.875,0,stage_a,False,False,50,MackMDElectric,1
0,0,0,240.0,vanilla,0,1,1,True,0.8,0.836106398117235,0.7947675594379814,0.8461538461538461,0,stage_a,False,False,75,MackMDElectric,1
0,0,0,240.0,vanilla,0,1,1,True,0.86,0.8666851264137682,0.818938703832407,0.875,0,stage_a,False,False,100,MackMDElectric,1
