battery_kwh,category,cv_shell_composition,cv_shell_cost,cv_shell_ev_customer_share,cv_shell_ev_demand_share,cv_shell_ev_distance_share,cv_shell_ev_route_share,ev_shell_composition,ev_shell_cost,ev_shell_ev_customer_share,ev_shell_ev_demand_share,ev_shell_ev_distance_share,ev_shell_ev_route_share,free_mixed_composition,free_mixed_cost,free_mixed_ev_customer_share,free_mixed_ev_demand_share,free_mixed_ev_distance_share,free_mixed_ev_route_share,instance,phase,seed,size,winner_composition,winner_cv_route_count,winner_ev_customer_share,winner_ev_demand_share,winner_ev_distance_share,winner_ev_route_count,winner_ev_route_share,winner_route_count,winner_status,winner_total_cost,winner_total_customer_count,winner_total_demand,winner_total_distance_m,winner_variant
82.6,vanilla,all_cv,1050.287293367975,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1029.235559065975,0.2,0.21263332871588864,0.11534773171498758,0.2,e2-vanilla-15c-01,stage_a,1,15,balanced_mixed,4,0.2,0.21263332871588864,0.11534773171498758,1,0.2,5,OK,1029.235559065975,15.0,7219.0,1009898.8528128364,free_mixed
82.6,vanilla,all_cv,11164.214856565932,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,11395.972629629854,0.535,0.5723299571805006,0.44093369122677073,0.6216216216216216,e2-vanilla-200c-01,stage_a,1,200,all_cv,67,0.0,0.0,0.0,0,0.0,67,OK,11164.214856565932,200.0,97152.0,9012332.491091257,cv_shell
82.6,vanilla,all_cv,1301.9615626919804,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1288.8380261188238,0.25,0.37128818628498184,0.2570933487465691,0.42857142857142855,e2-vanilla-20c-01,stage_a,1,20,balanced_mixed,4,0.25,0.37128818628498184,0.2570933487465691,3,0.42857142857142855,7,OK,1288.8380261188238,20.0,9362.0,1216362.0010582863,free_mixed
82.6,vanilla,all_cv,1213.2666144034245,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1171.1723027401279,0.48,0.557025894897182,0.4293866569615795,0.5714285714285714,e2-vanilla-25c-01,stage_a,1,25,balanced_mixed,3,0.48,0.557025894897182,0.4293866569615795,4,0.5714285714285714,7,OK,1171.1723027401279,25.0,10504.0,1064863.9842110225,free_mixed
82.6,vanilla,all_cv,2752.305491322416,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,2740.565901654213,0.28,0.3610654674392459,0.26268750443122874,0.375,e2-vanilla-50c-01,stage_a,1,50,balanced_mixed,10,0.28,0.3610654674392459,0.26268750443122874,6,0.375,16,OK,2740.565901654213,50.0,23126.0,2443204.5931607517,free_mixed
82.6,vanilla,all_cv,4668.631771653173,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4788.249279856997,0.28,0.31965956981008153,0.24467751683584069,0.37037037037037035,e2-vanilla-75c-01,stage_a,1,75,all_cv,25,0.0,0.0,0.0,0,0.0,25,OK,4668.631771653173,75.0,36542.0,4142091.793144206,cv_shell
89.0,multidepot,all_cv,5059.385878752753,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4898.702972863758,0.74,0.7717523269931202,0.6053890923732432,0.7941176470588235,e2-multidepot-100c-01,stage_a,1,100,balanced_mixed,7,0.74,0.7717523269931202,0.6053890923732432,27,0.7941176470588235,34,OK,4898.702972863758,100.0,46949.0,3979321.2202584157,free_mixed
89.0,multidepot,all_cv,629.1244202104523,0.0,0.0,0.0,0.0,all_ev,585.3439824113559,1.0,1.0,1.0,1.0,balanced_mixed,573.0291200582521,0.7,0.7268559336977606,0.6814339662848842,0.75,e2-multidepot-10c-01,stage_a,1,10,balanced_mixed,1,0.7,0.7268559336977606,0.6814339662848842,3,0.75,4,OK,573.0291200582521,10.0,5671.0,484356.7224599988,free_mixed
89.0,multidepot,all_cv,7270.566593981815,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,7339.3273845756785,0.5066666666666667,0.5621328577292737,0.4831859940889944,0.5686274509803921,e2-multidepot-150c-01,stage_a,1,150,all_cv,48,0.0,0.0,0.0,0,0.0,48,OK,7270.566593981815,150.0,70647.0,5328266.541451126,cv_shell
89.0,multidepot,all_cv,945.2956479699312,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,883.4523043485133,0.6,0.62418617537055,0.43387378048217173,0.6,e2-multidepot-15c-01,stage_a,1,15,balanced_mixed,2,0.6,0.62418617537055,0.43387378048217173,3,0.6,5,OK,883.4523043485133,15.0,7219.0,852432.1314148336,free_mixed
89.0,multidepot,all_cv,9549.623080396133,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,9785.532709412599,0.535,0.5712182971014492,0.5158652026363314,0.6164383561643836,e2-multidepot-200c-01,stage_a,1,200,all_cv,66,0.0,0.0,0.0,0,0.0,66,OK,9549.623080396133,200.0,97152.0,6631550.654229282,cv_shell
89.0,multidepot,all_cv,1172.824422818402,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1162.688230302926,0.3,0.3742790002136296,0.1962872520144767,0.42857142857142855,e2-multidepot-20c-01,stage_a,1,20,balanced_mixed,4,0.3,0.3742790002136296,0.1962872520144767,3,0.42857142857142855,7,OK,1162.688230302926,20.0,9362.0,989837.247794895,free_mixed
89.0,multidepot,all_cv,1045.8722145551653,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,978.4309882528083,0.8,0.8526275704493527,0.6305979091513028,0.8571428571428571,e2-multidepot-25c-01,stage_a,1,25,ev_heavy_mixed,1,0.8,0.8526275704493527,0.6305979091513028,6,0.8571428571428571,7,OK,978.4309882528083,25.0,10504.0,783057.307346612,free_mixed
89.0,multidepot,all_cv,2426.9046973084396,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,2351.8786275882717,0.74,0.7640750670241286,0.616513364441651,0.7647058823529411,e2-multidepot-50c-01,stage_a,1,50,balanced_mixed,4,0.74,0.7640750670241286,0.616513364441651,13,0.7647058823529411,17,OK,2351.8786275882717,50.0,23126.0,1853678.027937818,free_mixed
89.0,multidepot,all_cv,4257.4366557039775,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,4012.8215369145423,0.76,0.7961523726123365,0.691954311109949,0.8148148148148148,e2-multidepot-75c-01,stage_a,1,75,ev_heavy_mixed,5,0.76,0.7961523726123365,0.691954311109949,22,0.8148148148148148,27,OK,4012.8215369145423,75.0,36542.0,3427507.2639437336,free_mixed
89.0,threeshift,all_cv,5107.53757812103,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4863.307135238398,0.26,0.2597098314859872,0.20771024065424548,0.26666666666666666,e2-threeshift-100c-01,stage_a,1,100,balanced_mixed,22,0.26,0.2597098314859872,0.20771024065424548,8,0.26666666666666666,30,OK,4863.307135238398,100.0,44388.0,4046058.316478205,free_mixed
89.0,threeshift,all_cv,8525.481461998606,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,7337.574961418741,0.7466666666666667,0.7747981342389696,0.5947629837593792,0.7884615384615384,e2-threeshift-150c-01,stage_a,1,150,balanced_mixed,11,0.7466666666666667,0.7747981342389696,0.5947629837593792,41,0.7884615384615384,52,OK,7337.574961418741,150.0,70963.0,5793811.224418865,free_mixed
89.0,threeshift,all_cv,9537.791917774082,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,10695.295575156873,0.455,0.5163713089394453,0.39245543752944173,0.5245901639344263,e2-threeshift-200c-01,stage_a,1,200,all_cv,64,0.0,0.0,0.0,0,0.0,64,OK,9537.791917774082,200.0,91471.0,6860645.369830304,cv_shell
89.0,threeshift,all_cv,2462.8943357576422,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,2289.933140219665,0.72,0.7940979806535016,0.7177652935295629,0.8125,e2-threeshift-50c-01,stage_a,1,50,ev_heavy_mixed,3,0.72,0.7940979806535016,0.7177652935295629,13,0.8125,16,OK,2289.933140219665,50.0,22433.0,1917064.0370975798,free_mixed
89.0,threeshift,all_cv,3960.5538278976487,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4015.2477728272547,0.5733333333333334,0.6132914106045448,0.46329835981365386,0.64,e2-threeshift-75c-01,stage_a,1,75,all_cv,26,0.0,0.0,0.0,0,0.0,26,OK,3960.5538278976487,75.0,34985.0,2922079.9653189136,cv_shell
89.0,vanilla,all_cv,5826.874187184658,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,5703.078276221567,0.35,0.4186457645530256,0.3221231809427173,0.4375,e2-vanilla-100c-01,stage_a,1,100,balanced_mixed,18,0.35,0.4186457645530256,0.3221231809427173,14,0.4375,32,OK,5703.078276221567,100.0,46949.0,5185530.657030413,free_mixed
89.0,vanilla,all_cv,725.5299337929874,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,702.0172033378057,0.4,0.4831599365191324,0.3841683245373059,0.5,e2-vanilla-10c-01,stage_a,1,10,balanced_mixed,2,0.4,0.4831599365191324,0.3841683245373059,2,0.5,4,OK,702.0172033378057,10.0,5671.0,639986.7966667875,free_mixed
89.0,vanilla,all_cv,7592.641707650496,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7176.259928235416,0.7933333333333333,0.831302107662038,0.7236497783849514,0.8461538461538461,e2-vanilla-150c-01,stage_a,1,150,ev_heavy_mixed,8,0.7933333333333333,0.831302107662038,0.7236497783849514,44,0.8461538461538461,52,OK,7176.259928235416,150.0,70647.0,5648573.0895364145,free_mixed
89.0,vanilla,all_cv,1050.287293367975,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1029.235559065975,0.2,0.21263332871588864,0.11534773171498758,0.2,e2-vanilla-15c-01,stage_a,1,15,balanced_mixed,4,0.2,0.21263332871588864,0.11534773171498758,1,0.2,5,OK,1029.235559065975,15.0,7219.0,1009898.8528128364,free_mixed
89.0,vanilla,all_cv,11164.214856565932,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,10870.925738588989,0.675,0.6923583662714098,0.5824498375725402,0.7183098591549296,e2-vanilla-200c-01,stage_a,1,200,balanced_mixed,20,0.675,0.6923583662714098,0.5824498375725402,51,0.7183098591549296,71,OK,10870.925738588989,200.0,97152.0,9268939.579040226,free_mixed
89.0,vanilla,all_cv,1301.9615626919804,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1265.1098229914342,0.3,0.37128818628498184,0.28733606559409347,0.42857142857142855,e2-vanilla-20c-01,stage_a,1,20,balanced_mixed,4,0.3,0.37128818628498184,0.28733606559409347,3,0.42857142857142855,7,OK,1265.1098229914342,20.0,9362.0,1153423.3062737728,free_mixed
89.0,vanilla,all_cv,1213.2666144034245,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1115.461421206488,0.56,0.7271515613099772,0.5953835978089564,0.7142857142857143,e2-vanilla-25c-01,stage_a,1,25,balanced_mixed,2,0.56,0.7271515613099772,0.5953835978089564,5,0.7142857142857143,7,OK,1115.461421206488,25.0,10504.0,1029993.1138923232,free_mixed
89.0,vanilla,all_cv,2752.305491322416,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,2614.6632091138395,0.52,0.541900890772291,0.4451018615528149,0.5625,e2-vanilla-50c-01,stage_a,1,50,balanced_mixed,7,0.52,0.541900890772291,0.4451018615528149,9,0.5625,16,OK,2614.6632091138395,50.0,23126.0,2334843.7829735475,free_mixed
89.0,vanilla,all_cv,4668.631771653173,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4563.466820998924,0.41333333333333333,0.4674347326364184,0.36187435571023086,0.5,e2-vanilla-75c-01,stage_a,1,75,balanced_mixed,13,0.41333333333333333,0.4674347326364184,0.36187435571023086,13,0.5,26,OK,4563.466820998924,75.0,36542.0,4216053.175239939,free_mixed
100.0,multidepot,all_cv,5059.385878752753,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4897.876671377714,0.72,0.7469594666553068,0.5675084465550854,0.7575757575757576,e2-multidepot-100c-01,stage_a,1,100,balanced_mixed,8,0.72,0.7469594666553068,0.5675084465550854,25,0.7575757575757576,33,OK,4897.876671377714,100.0,46949.0,4115144.645532977,free_mixed
100.0,multidepot,all_cv,629.1244202104523,0.0,0.0,0.0,0.0,all_ev,585.3439824113559,1.0,1.0,1.0,1.0,all_ev,546.2081604849566,1.0,1.0,1.0,1.0,e2-multidepot-10c-01,stage_a,1,10,all_ev,0,1.0,1.0,1.0,4,1.0,4,OK,546.2081604849566,10.0,5671.0,484356.7224599989,free_mixed
100.0,multidepot,all_cv,7270.566593981815,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,6943.702603195818,0.86,0.896372103557122,0.8270426388847699,0.9019607843137255,e2-multidepot-150c-01,stage_a,1,150,ev_heavy_mixed,5,0.86,0.896372103557122,0.8270426388847699,46,0.9019607843137255,51,OK,6943.702603195818,150.0,70647.0,5574879.576638194,free_mixed
100.0,multidepot,all_cv,945.2956479699312,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,883.4523043485133,0.6,0.62418617537055,0.43387378048217173,0.6,e2-multidepot-15c-01,stage_a,1,15,balanced_mixed,2,0.6,0.62418617537055,0.43387378048217173,3,0.6,5,OK,883.4523043485133,15.0,7219.0,852432.1314148336,free_mixed
100.0,multidepot,all_cv,9549.623080396133,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9588.69448839276,0.89,0.9024621212121212,0.7962857021319721,0.9178082191780822,e2-multidepot-200c-01,stage_a,1,200,all_cv,66,0.0,0.0,0.0,0,0.0,66,OK,9549.623080396133,200.0,97152.0,6631550.654229282,cv_shell
100.0,multidepot,all_cv,1172.824422818402,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1083.9060136423223,0.65,0.6919461653492843,0.5543197736115493,0.7142857142857143,e2-multidepot-20c-01,stage_a,1,20,balanced_mixed,2,0.65,0.6919461653492843,0.5543197736115493,5,0.7142857142857143,7,OK,1083.9060136423223,20.0,9362.0,959634.3344050887,free_mixed
100.0,multidepot,all_cv,1045.8722145551653,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,994.3088197874695,0.6,0.7046839299314547,0.4491341997972206,0.7142857142857143,e2-multidepot-25c-01,stage_a,1,25,balanced_mixed,2,0.6,0.7046839299314547,0.4491341997972206,5,0.7142857142857143,7,OK,994.3088197874695,25.0,10504.0,766706.2089698698,free_mixed
100.0,multidepot,all_cv,2426.9046973084396,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,2218.942247415272,0.86,0.8623627086396264,0.8091035863807347,0.875,e2-multidepot-50c-01,stage_a,1,50,ev_heavy_mixed,2,0.86,0.8623627086396264,0.8091035863807347,14,0.875,16,OK,2218.942247415272,50.0,23126.0,1851981.748121727,free_mixed
100.0,multidepot,all_cv,4257.4366557039775,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4135.909481115859,0.7066666666666667,0.7516282633681791,0.6386020094027594,0.7857142857142857,e2-multidepot-75c-01,stage_a,1,75,balanced_mixed,6,0.7066666666666667,0.7516282633681791,0.6386020094027594,22,0.7857142857142857,28,OK,4135.909481115859,75.0,36542.0,3556986.985303985,free_mixed
100.0,threeshift,all_cv,5107.53757812103,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,5135.124079582585,0.79,0.8284446246733351,0.7621851077103243,0.8529411764705882,e2-threeshift-100c-01,stage_a,1,100,all_cv,31,0.0,0.0,0.0,0,0.0,31,OK,5107.53757812103,100.0,44388.0,4079214.5116546433,cv_shell
100.0,threeshift,all_cv,8525.481461998606,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7191.8220211522585,0.8,0.8320674154136662,0.6852146857198895,0.84,e2-threeshift-150c-01,stage_a,1,150,ev_heavy_mixed,8,0.8,0.8320674154136662,0.6852146857198895,42,0.84,50,OK,7191.8220211522585,150.0,70963.0,5970605.787650071,free_mixed
100.0,threeshift,all_cv,9537.791917774082,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9096.633853431384,0.87,0.8994872691891419,0.8280045690944647,0.9104477611940298,e2-threeshift-200c-01,stage_a,1,200,ev_heavy_mixed,6,0.87,0.8994872691891419,0.8280045690944647,61,0.9104477611940298,67,OK,9096.633853431384,200.0,91471.0,7219891.6562255155,free_mixed
100.0,threeshift,all_cv,2462.8943357576422,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,2237.6488545806055,0.94,0.9311728257477823,0.9153631392320253,0.9375,e2-threeshift-50c-01,stage_a,1,50,ev_heavy_mixed,1,0.94,0.9311728257477823,0.9153631392320253,15,0.9375,16,OK,2237.6488545806055,50.0,22433.0,1920268.9671302645,free_mixed
100.0,threeshift,all_cv,3960.5538278976487,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4004.341038703461,0.7066666666666667,0.7451765042160926,0.6353608912388302,0.76,e2-threeshift-75c-01,stage_a,1,75,all_cv,26,0.0,0.0,0.0,0,0.0,26,OK,3960.5538278976487,75.0,34985.0,2922079.9653189136,cv_shell
100.0,vanilla,all_cv,5826.874187184658,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,5661.585636666391,0.58,0.6131972991970011,0.5215701234895974,0.6470588235294118,e2-vanilla-100c-01,stage_a,1,100,balanced_mixed,12,0.58,0.6131972991970011,0.5215701234895974,22,0.6470588235294118,34,OK,5661.585636666391,100.0,46949.0,5220860.7361632185,free_mixed
100.0,vanilla,all_cv,725.5299337929874,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,657.2371030258386,0.7,0.7563040028213719,0.6201117786576292,0.75,e2-vanilla-10c-01,stage_a,1,10,balanced_mixed,1,0.7,0.7563040028213719,0.6201117786576292,3,0.75,4,OK,657.2371030258386,10.0,5671.0,631302.9144218597,free_mixed
100.0,vanilla,all_cv,7592.641707650496,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7048.8116705165585,0.8533333333333334,0.8607017990855945,0.7590575348177492,0.8627450980392157,e2-vanilla-150c-01,stage_a,1,150,ev_heavy_mixed,7,0.8533333333333334,0.8607017990855945,0.7590575348177492,44,0.8627450980392157,51,OK,7048.8116705165585,150.0,70647.0,5712788.327779789,free_mixed
100.0,vanilla,all_cv,1050.287293367975,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1029.235559065975,0.2,0.21263332871588864,0.11534773171498758,0.2,e2-vanilla-15c-01,stage_a,1,15,balanced_mixed,4,0.2,0.21263332871588864,0.11534773171498758,1,0.2,5,OK,1029.235559065975,15.0,7219.0,1009898.8528128364,free_mixed
100.0,vanilla,all_cv,11164.214856565932,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,11281.993191183377,0.54,0.5930809453227931,0.5538218020385937,0.6301369863013698,e2-vanilla-200c-01,stage_a,1,200,all_cv,67,0.0,0.0,0.0,0,0.0,67,OK,11164.214856565932,200.0,97152.0,9012332.491091257,cv_shell
100.0,vanilla,all_cv,1301.9615626919804,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1218.0449462562842,0.4,0.49732963042085027,0.3438848262338189,0.5,e2-vanilla-20c-01,stage_a,1,20,balanced_mixed,3,0.4,0.49732963042085027,0.3438848262338189,3,0.5,6,OK,1218.0449462562842,20.0,9362.0,1247422.3417393062,free_mixed
100.0,vanilla,all_cv,1213.2666144034245,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1115.2511743743119,0.6,0.7046839299314547,0.5879245589460484,0.7142857142857143,e2-vanilla-25c-01,stage_a,1,25,balanced_mixed,2,0.6,0.7046839299314547,0.5879245589460484,5,0.7142857142857143,7,OK,1115.2511743743119,25.0,10504.0,1024939.0942697065,free_mixed
100.0,vanilla,all_cv,2752.305491322416,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,2639.694059736971,0.76,0.7930035457926143,0.7531123231734501,0.8235294117647058,e2-vanilla-50c-01,stage_a,1,50,ev_heavy_mixed,3,0.76,0.7930035457926143,0.7531123231734501,14,0.8235294117647058,17,OK,2639.694059736971,50.0,23126.0,2368486.9023545794,free_mixed
100.0,vanilla,all_cv,4668.631771653173,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4645.184974978001,0.5333333333333333,0.559547917464835,0.45504264669902367,0.5925925925925926,e2-vanilla-75c-01,stage_a,1,75,balanced_mixed,11,0.5333333333333333,0.559547917464835,0.45504264669902367,16,0.5925925925925926,27,OK,4645.184974978001,75.0,36542.0,4340881.842692103,free_mixed
113.0,multidepot,all_cv,5059.385878752753,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,4824.912072484093,0.84,0.8736927304095934,0.7610208628186008,0.8787878787878788,e2-multidepot-100c-01,stage_a,1,100,ev_heavy_mixed,4,0.84,0.8736927304095934,0.7610208628186008,29,0.8787878787878788,33,OK,4824.912072484093,100.0,46949.0,4227272.05315882,free_mixed
113.0,multidepot,all_cv,629.1244202104523,0.0,0.0,0.0,0.0,all_ev,585.3439824113559,1.0,1.0,1.0,1.0,all_ev,546.2081604849566,1.0,1.0,1.0,1.0,e2-multidepot-10c-01,stage_a,1,10,all_ev,0,1.0,1.0,1.0,4,1.0,4,OK,546.2081604849566,10.0,5671.0,484356.7224599989,free_mixed
113.0,multidepot,all_cv,7270.566593981815,0.0,0.0,0.0,0.0,,,,,,,all_ev,6934.973217770704,1.0,1.0,1.0,1.0,e2-multidepot-150c-01,stage_a,1,150,all_ev,0,1.0,1.0,1.0,53,1.0,53,OK,6934.973217770704,150.0,70647.0,5648425.335994274,free_mixed
113.0,multidepot,all_cv,945.2956479699312,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,883.4523043485133,0.6,0.62418617537055,0.43387378048217173,0.6,e2-multidepot-15c-01,stage_a,1,15,balanced_mixed,2,0.6,0.62418617537055,0.43387378048217173,3,0.6,5,OK,883.4523043485133,15.0,7219.0,852432.1314148336,free_mixed
113.0,multidepot,all_cv,9549.623080396133,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9429.221506447071,0.945,0.9537528820816864,0.9066231504691376,0.9594594594594594,e2-multidepot-200c-01,stage_a,1,200,ev_heavy_mixed,3,0.945,0.9537528820816864,0.9066231504691376,71,0.9594594594594594,74,OK,9429.221506447071,200.0,97152.0,7201625.90153255,free_mixed
113.0,multidepot,all_cv,1172.824422818402,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,1059.7523342362556,0.85,0.8506729331339458,0.7343566514226715,0.8571428571428571,e2-multidepot-20c-01,stage_a,1,20,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7343566514226715,6,0.8571428571428571,7,OK,1059.7523342362556,20.0,9362.0,970792.2467948712,free_mixed
113.0,multidepot,all_cv,1045.8722145551653,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,1005.5152335360167,0.8,0.8535795887281036,0.6721325420601498,0.875,e2-multidepot-25c-01,stage_a,1,25,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875,8,OK,1005.5152335360167,25.0,10504.0,694860.8390254433,free_mixed
113.0,multidepot,all_cv,2426.9046973084396,0.0,0.0,0.0,0.0,,,,,,,all_ev,2241.785259849547,1.0,1.0,1.0,1.0,e2-multidepot-50c-01,stage_a,1,50,all_ev,0,1.0,1.0,1.0,17,1.0,17,OK,2241.785259849547,50.0,23126.0,1830243.0000487482,free_mixed
113.0,multidepot,all_cv,4257.4366557039775,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,3677.1442838362623,0.88,0.9142904055607246,0.8499970626376392,0.9230769230769231,e2-multidepot-75c-01,stage_a,1,75,ev_heavy_mixed,2,0.88,0.9142904055607246,0.8499970626376392,24,0.9230769230769231,26,OK,3677.1442838362623,75.0,36542.0,3193504.207867309,free_mixed
113.0,threeshift,all_cv,5107.53757812103,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,5050.0342271528925,0.82,0.8635892583581148,0.8254766472922592,0.8823529411764706,e2-threeshift-100c-01,stage_a,1,100,ev_heavy_mixed,4,0.82,0.8635892583581148,0.8254766472922592,30,0.8823529411764706,34,OK,5050.0342271528925,100.0,44388.0,4520537.952520827,free_mixed
113.0,threeshift,all_cv,8525.481461998606,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7092.60866715339,0.8466666666666667,0.8688753293970097,0.7453595751093656,0.8823529411764706,e2-threeshift-150c-01,stage_a,1,150,ev_heavy_mixed,6,0.8466666666666667,0.8688753293970097,0.7453595751093656,45,0.8823529411764706,51,OK,7092.60866715339,150.0,70963.0,5813076.849434855,free_mixed
113.0,threeshift,all_cv,9537.791917774082,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9009.09183974397,0.945,0.9663390582807666,0.9424920572429369,0.9714285714285714,e2-threeshift-200c-01,stage_a,1,200,ev_heavy_mixed,2,0.945,0.9663390582807666,0.9424920572429369,68,0.9714285714285714,70,OK,9009.09183974397,200.0,91471.0,6954586.274841171,free_mixed
113.0,threeshift,all_cv,2462.8943357576422,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,2215.1352187535517,0.92,0.9348281549502965,0.8950316263875746,0.9375,e2-threeshift-50c-01,stage_a,1,50,ev_heavy_mixed,1,0.92,0.9348281549502965,0.8950316263875746,15,0.9375,16,OK,2215.1352187535517,50.0,22433.0,1906616.8760912304,free_mixed
113.0,threeshift,all_cv,3960.5538278976487,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,3967.5260962285115,0.6666666666666666,0.7356867228812348,0.647728230114288,0.75,e2-threeshift-75c-01,stage_a,1,75,all_cv,26,0.0,0.0,0.0,0,0.0,26,OK,3960.5538278976487,75.0,34985.0,2922079.9653189136,cv_shell
113.0,vanilla,all_cv,5826.874187184658,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,5445.216107910338,0.53,0.5807578436175425,0.5053668938885907,0.6060606060606061,e2-vanilla-100c-01,stage_a,1,100,balanced_mixed,13,0.53,0.5807578436175425,0.5053668938885907,20,0.6060606060606061,33,OK,5445.216107910338,100.0,46949.0,5020559.100084196,free_mixed
113.0,vanilla,all_cv,725.5299337929874,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,734.8454468726783,0.4,0.4523011814494798,0.36316849334904044,0.5,e2-vanilla-10c-01,stage_a,1,10,all_cv,4,0.0,0.0,0.0,0,0.0,4,OK,725.5299337929874,10.0,5671.0,631302.9144218597,cv_shell
113.0,vanilla,all_cv,7592.641707650496,0.0,0.0,0.0,0.0,,,,,,,all_ev,7546.7546869138905,1.0,1.0,1.0,1.0,e2-vanilla-150c-01,stage_a,1,150,all_ev,0,1.0,1.0,1.0,57,1.0,57,OK,7546.7546869138905,150.0,70647.0,6209837.349795873,free_mixed
113.0,vanilla,all_cv,1050.287293367975,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1024.2424872531558,0.3333333333333333,0.4326083945144757,0.3296902611616007,0.4,e2-vanilla-15c-01,stage_a,1,15,balanced_mixed,3,0.3333333333333333,0.4326083945144757,0.3296902611616007,2,0.4,5,OK,1024.2424872531558,15.0,7219.0,1016272.6929486629,free_mixed
113.0,vanilla,all_cv,11164.214856565932,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,11001.766210692447,0.5,0.5308176877470355,0.5385999119020916,0.5774647887323944,e2-vanilla-200c-01,stage_a,1,200,balanced_mixed,30,0.5,0.5308176877470355,0.5385999119020916,41,0.5774647887323944,71,OK,11001.766210692447,200.0,97152.0,9458315.801987628,free_mixed
113.0,vanilla,all_cv,1301.9615626919804,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,1249.9511514536505,0.4,0.5033112582781457,0.3241994802444527,0.5,e2-vanilla-20c-01,stage_a,1,20,balanced_mixed,3,0.4,0.5033112582781457,0.3241994802444527,3,0.5,6,OK,1249.9511514536505,20.0,9362.0,1312536.0584646838,free_mixed
