battery_kwh,category,composition,eval_budget,instance,phase,queue_status,run_status,runtime_cap_seconds,seed,total_cost,variant
89.0,vanilla,all_cv,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1301.9615626919804,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1115.461421206488,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1213.2666144034245,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2614.6632091138395,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2752.305491322416,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4563.466820998924,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4668.631771653173,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5703.078276221567,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5826.874187184658,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
89.0,vanilla,ev_heavy_mixed,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7176.259928235416,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7592.641707650496,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
89.0,vanilla,balanced_mixed,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,10870.925738588989,free_mixed
89.0,vanilla,all_cv,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11164.214856565932,cv_shell
89.0,vanilla,infeasible,1000,e2-vanilla-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,573.0291200582521,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,629.1244202104523,cv_shell
89.0,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,585.3439824113559,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,883.4523043485133,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,945.2956479699312,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1162.688230302926,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1172.824422818402,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,978.4309882528083,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1045.8722145551653,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2351.8786275882717,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2426.9046973084396,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4012.8215369145423,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4257.4366557039775,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,4898.702972863758,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,5059.385878752753,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7339.3273845756785,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7270.566593981815,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
89.0,multidepot,balanced_mixed,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9785.532709412599,free_mixed
89.0,multidepot,all_cv,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9549.623080396133,cv_shell
89.0,multidepot,infeasible,1000,e2-multidepot-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
89.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2289.933140219665,free_mixed
89.0,threeshift,all_cv,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2462.8943357576422,cv_shell
89.0,threeshift,infeasible,1000,e2-threeshift-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,threeshift,balanced_mixed,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,4015.2477728272547,free_mixed
89.0,threeshift,all_cv,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3960.5538278976487,cv_shell
89.0,threeshift,infeasible,1000,e2-threeshift-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
89.0,threeshift,balanced_mixed,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,4863.307135238398,free_mixed
89.0,threeshift,all_cv,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5107.53757812103,cv_shell
89.0,threeshift,infeasible,1000,e2-threeshift-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
89.0,threeshift,balanced_mixed,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,7337.574961418741,free_mixed
89.0,threeshift,all_cv,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,8525.481461998606,cv_shell
89.0,threeshift,infeasible,1000,e2-threeshift-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
89.0,threeshift,balanced_mixed,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,10695.295575156873,free_mixed
89.0,threeshift,all_cv,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9537.791917774082,cv_shell
89.0,threeshift,infeasible,1000,e2-threeshift-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,657.2371030258386,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,725.5299337929874,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1029.235559065975,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1050.287293367975,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1218.0449462562842,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1301.9615626919804,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1115.2511743743119,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1213.2666144034245,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2639.694059736971,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2752.305491322416,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4645.184974978001,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4668.631771653173,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5661.585636666391,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5826.874187184658,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7048.8116705165585,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7592.641707650496,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11281.993191183377,free_mixed
100.0,vanilla,all_cv,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11164.214856565932,cv_shell
100.0,vanilla,infeasible,1000,e2-vanilla-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,546.2081604849566,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,629.1244202104523,cv_shell
100.0,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,585.3439824113559,ev_shell
100.0,multidepot,balanced_mixed,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,883.4523043485133,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,945.2956479699312,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,balanced_mixed,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1083.9060136423223,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1172.824422818402,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,balanced_mixed,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,994.3088197874695,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1045.8722145551653,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2218.942247415272,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2426.9046973084396,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,balanced_mixed,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4135.909481115859,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4257.4366557039775,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,balanced_mixed,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,4897.876671377714,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,5059.385878752753,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,6943.702603195818,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7270.566593981815,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9588.69448839276,free_mixed
100.0,multidepot,all_cv,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9549.623080396133,cv_shell
100.0,multidepot,infeasible,1000,e2-multidepot-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2237.6488545806055,free_mixed
100.0,threeshift,all_cv,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2462.8943357576422,cv_shell
100.0,threeshift,infeasible,1000,e2-threeshift-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,threeshift,balanced_mixed,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,4004.341038703461,free_mixed
100.0,threeshift,all_cv,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3960.5538278976487,cv_shell
100.0,threeshift,infeasible,1000,e2-threeshift-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5135.124079582585,free_mixed
100.0,threeshift,all_cv,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5107.53757812103,cv_shell
100.0,threeshift,infeasible,1000,e2-threeshift-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
100.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,7191.8220211522585,free_mixed
100.0,threeshift,all_cv,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,8525.481461998606,cv_shell
100.0,threeshift,infeasible,1000,e2-threeshift-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9096.633853431384,free_mixed
100.0,threeshift,all_cv,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9537.791917774082,cv_shell
100.0,threeshift,infeasible,1000,e2-threeshift-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
113.0,vanilla,balanced_mixed,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,734.8454468726783,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,725.5299337929874,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,vanilla,balanced_mixed,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1024.2424872531558,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1050.287293367975,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,vanilla,balanced_mixed,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1249.9511514536505,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1301.9615626919804,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,vanilla,ev_heavy_mixed,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1183.6451174193758,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1213.2666144034245,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,vanilla,ev_heavy_mixed,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2482.9621631635796,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2752.305491322416,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,vanilla,balanced_mixed,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4569.552312818927,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-75c-01,stage_a,terminal,OK,180.0,1,4668.631771653173,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,vanilla,balanced_mixed,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5445.216107910338,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-100c-01,stage_a,terminal,OK,300.0,1,5826.874187184658,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
113.0,vanilla,all_ev,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7546.7546869138905,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-150c-01,stage_a,terminal,OK,900.0,1,7592.641707650496,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
113.0,vanilla,balanced_mixed,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11001.766210692447,free_mixed
113.0,vanilla,all_cv,1000,e2-vanilla-200c-01,stage_a,terminal,OK,900.0,1,11164.214856565932,cv_shell
113.0,vanilla,infeasible,1000,e2-vanilla-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
113.0,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,546.2081604849566,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,629.1244202104523,cv_shell
113.0,multidepot,all_ev,1000,e2-multidepot-10c-01,stage_a,terminal,OK,180.0,1,585.3439824113559,ev_shell
113.0,multidepot,balanced_mixed,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,883.4523043485133,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-15c-01,stage_a,terminal,OK,180.0,1,945.2956479699312,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1059.7523342362556,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-20c-01,stage_a,terminal,OK,180.0,1,1172.824422818402,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1005.5152335360167,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-25c-01,stage_a,terminal,OK,180.0,1,1045.8722145551653,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,multidepot,all_ev,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2241.785259849547,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-50c-01,stage_a,terminal,OK,180.0,1,2426.9046973084396,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,3677.1442838362623,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-75c-01,stage_a,terminal,OK,180.0,1,4257.4366557039775,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,4824.912072484093,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-100c-01,stage_a,terminal,OK,300.0,1,5059.385878752753,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
113.0,multidepot,all_ev,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,6934.973217770704,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-150c-01,stage_a,terminal,OK,900.0,1,7270.566593981815,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
113.0,multidepot,ev_heavy_mixed,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9429.221506447071,free_mixed
113.0,multidepot,all_cv,1000,e2-multidepot-200c-01,stage_a,terminal,OK,900.0,1,9549.623080396133,cv_shell
113.0,multidepot,infeasible,1000,e2-multidepot-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
113.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2215.1352187535517,free_mixed
113.0,threeshift,all_cv,1000,e2-threeshift-50c-01,stage_a,terminal,OK,180.0,1,2462.8943357576422,cv_shell
113.0,threeshift,infeasible,1000,e2-threeshift-50c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,threeshift,balanced_mixed,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3967.5260962285115,free_mixed
113.0,threeshift,all_cv,1000,e2-threeshift-75c-01,stage_a,terminal,OK,180.0,1,3960.5538278976487,cv_shell
113.0,threeshift,infeasible,1000,e2-threeshift-75c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
113.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5050.0342271528925,free_mixed
113.0,threeshift,all_cv,1000,e2-threeshift-100c-01,stage_a,terminal,OK,300.0,1,5107.53757812103,cv_shell
113.0,threeshift,infeasible,1000,e2-threeshift-100c-01,stage_a,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
113.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,7092.60866715339,free_mixed
113.0,threeshift,all_cv,1000,e2-threeshift-150c-01,stage_a,terminal,OK,900.0,1,8525.481461998606,cv_shell
113.0,threeshift,infeasible,1000,e2-threeshift-150c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
113.0,threeshift,ev_heavy_mixed,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9009.09183974397,free_mixed
113.0,threeshift,all_cv,1000,e2-threeshift-200c-01,stage_a,terminal,OK,900.0,1,9537.791917774082,cv_shell
113.0,threeshift,infeasible,1000,e2-threeshift-200c-01,stage_a,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
123.9,vanilla,balanced_mixed,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,669.2626061304045,free_mixed
123.9,vanilla,all_cv,1000,e2-vanilla-10c-01,stage_a,terminal,OK,180.0,1,725.5299337929874,cv_shell
123.9,vanilla,infeasible,1000,e2-vanilla-10c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
123.9,vanilla,balanced_mixed,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1011.876096351611,free_mixed
123.9,vanilla,all_cv,1000,e2-vanilla-15c-01,stage_a,terminal,OK,180.0,1,1050.287293367975,cv_shell
123.9,vanilla,infeasible,1000,e2-vanilla-15c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
123.9,vanilla,ev_heavy_mixed,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1163.4084691091139,free_mixed
123.9,vanilla,all_cv,1000,e2-vanilla-20c-01,stage_a,terminal,OK,180.0,1,1301.9615626919804,cv_shell
123.9,vanilla,infeasible,1000,e2-vanilla-20c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
123.9,vanilla,ev_heavy_mixed,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1179.3706228096191,free_mixed
123.9,vanilla,all_cv,1000,e2-vanilla-25c-01,stage_a,terminal,OK,180.0,1,1213.2666144034245,cv_shell
123.9,vanilla,infeasible,1000,e2-vanilla-25c-01,stage_a,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
123.9,vanilla,ev_heavy_mixed,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2450.6357455309726,free_mixed
123.9,vanilla,all_cv,1000,e2-vanilla-50c-01,stage_a,terminal,OK,180.0,1,2752.305491322416,cv_shell
