instance_id,sample_role,arm,feasible_runs,runs,feasibility_rate,feasibility_rate_pct,Best_CNY,Avg_CNY,Gap_pct,vehicles_best,vehicles_avg,time_avg_seconds,actual_evaluations_avg,actual_evaluations_min,actual_evaluations_max
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,L100_control,10,10,1.0,100.0,2288.011934963608,2288.2313376165866,0.009589226770454103,8,8.0,54.01061376670259,334.8,298,376
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,NL90_mild,10,10,1.0,100.0,2288.011934963608,2288.2313376165866,0.009589226770454103,8,8.0,54.59677611670922,334.8,298,376
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,L100_control,10,10,1.0,100.0,4692.9228951636105,4706.839924920587,0.2965535566612174,17,17.2,187.88833580010106,355.9,313,396
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,NL90_mild,10,10,1.0,100.0,4692.9228951636105,4706.839924920587,0.2965535566612174,17,17.2,171.0341406665917,355.9,313,396
