task_id,source_task_id,instance_id,sample_role,seed,arm,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,feasible_candidates,infeasible_candidates,error_candidates,elapsed_wall_seconds,elapsed_cpu_seconds,search_total_cost_cny,planning_physics_feasible,common_NL90_feasible,linear_plan_false_feasible,planning_full_model_total_cost_cny,common_NL90_full_model_total_cost_cny,physical_vehicle_count,nonlinear_violation_count,nonlinear_infeasibility_categories_json,charging_session_count,plan_content_id,plan_file_sha256,certificate_id,certificate_file_sha256,search_status,certificate_status,v4_scientific_endpoint_inclusion_at_halt,scientific_endpoint_inclusion,search_rerun_in_final_round
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,L100_control,400,331,CANDIDATES_EXHAUSTED,147,184,0,54.442969375057146,54.551755,2289.318598837748,1,1,0,2289.318598837748,2289.318598837748,8,0,{},4,33711ab7dd9eed93a54df834b3cc0ba41f9e7a541497520e371940c4b39c96ee,d7390712707a2db579f77d7fad06896abd626bea1c3f42494666de28d08f89ab,992d0d189d789cc3557ea7c64da89126780018b95ca5494ea3773c01ae0649fc,e251b30a36dbd05a29dea0a1ca0262abf5d6ad72872b9111137591fcfc6c6d7b,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,NL90_mild,400,331,CANDIDATES_EXHAUSTED,147,184,0,54.876866333012,54.994968,2289.318598837748,1,1,0,2289.318598837748,2289.318598837748,8,0,{},4,a9f4faa8039142bc06c5d0a32b08e95de8558ce0cf22e57d163ab5e265e1c7a3,b5899db9149b98e6411212835d8d010ddfceb7b34e926fafc9d96a547cbded56,0618565b19d86533fe8cec65cbcd6caa69ad098ca4c3a4e442f4093f3620933a,2d9bd7fdc0e9a6a72419266f04897726777094be5f90fe7071bfaee017c0aed3,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,L100_control,400,298,CANDIDATES_EXHAUSTED,99,199,0,52.254381874983665,52.301584999999996,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,1fbe38bf353c03ddadbf0aa5328d2fc0d30fc1625250d583762922749f108d96,071767bb9e83c9afbf77a35aaeac69a231a2e47e2adf7c81c4248b3a4bdda1e4,2aee29e6022a6b8442f4aa71addc31857e42c831a84aec8cbe078dafca5e5b40,d102b76704b2ab40d172993ae3b1412171c075f1b8c45dc1062835f17a48fedb,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,NL90_mild,400,298,CANDIDATES_EXHAUSTED,99,199,0,54.15035216603428,54.051493,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,6e393ec35f3dde03726dcb8d16af84c94633ae81fe3ba3a577bb8f8d609352da,01e4f683c7ff6e4c092d4b6c6bdff035d99d5078e0046031f67f3a124aeecc8f,2f6980afd20a5ade72f4ac894cfeadd5de96e50209cb91baba7a28de4b3229f8,2a15bb93d66e0ef4565f15cf57960b0430c08188dda755580bb53e28855374a6,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,L100_control,400,333,CANDIDATES_EXHAUSTED,132,201,0,54.90779616695363,54.952521000000004,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,a8352d35bf8d6edb508d17eb38feaf1ce75c4b1783a105287d188353e0885a5a,e5e53a0d22600e97c52736f0b36d0742053da9b1e7b64ad87dd51f2476d14a8a,a3a10d767537aed30579ed52ae6b866ab21eead3bc085fa4b778450013f1e3b1,276ea0e011574f1e249c9de3938975fd82a5d9d5c39e222a3732e8fb05144353,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,NL90_mild,400,333,CANDIDATES_EXHAUSTED,132,201,0,57.23071425000671,57.218158,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,71f61fe5e4761ba9ded1bfc3a32cf0a460a4dedc6cd6b040e504a185c5ace742,75fbc7a19d2e4cdde0a6f8ac1318ca0ef4e987d87fd646a89ce8772121e9af19,befa45f885a40f7fe91588296b6c3ede6b6f7605d4f069d96c21c89cc8d91b13,74f705c7edadd0f7a348484cee288415ac68929cd2637dd23fe9188cb65ed791,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,L100_control,400,320,CANDIDATES_EXHAUSTED,133,187,0,56.557718082971405,56.288304,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,5f0c2afc65fe3226fcf01d535e8c0d67e75433e5bd591e5350ac93cc728cfb2b,44c4768f409127ff0f2e0817dccfc5d3bec196e0a8678e54357a45d54b125d41,c6926effd8192db622dd001cd1e464486efc16af9d1dea1d3cb053dd97dfd948,8d8f6d9efc3e788ab699ce38f0a43fa4531ebc0c9a61b1880650d3042edf3628,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,NL90_mild,400,320,CANDIDATES_EXHAUSTED,133,187,0,55.22004566702526,55.305080000000004,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,2a466fe131b1c6fda65f96c83a2c182ab6e870725724423e10c352dad400d6b7,5bc7df9facafce97a4e485d11f98ea8d74619f94ec350260d0acee7fcda7a6e4,3b84c28df2ef186dcfe38ee96c5aee7fb2b873498bc726af7e20ecdfcce6a9e6,8623bdf778fb770ab172590425235c03cebbb30358dc1ac0f48a04358ab89187,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,L100_control,400,310,CANDIDATES_EXHAUSTED,137,173,0,54.09147662500618,54.179275,2288.888404443811,1,1,0,2288.888404443811,2288.888404443811,8,0,{},4,bf1b3ff33adffd1a188dc2097d10955271e49d45d19d5b5e11d127e9c504531b,91baca8aa2ec4af8b094aebe2a967825d708bd6091e63868352414160ea0e244,cd024de94401dc1f2a07bafb70a471475a9d0452431749f689a32804b8525cbd,b0545798be2c112104a9be0f71c16749e82c033501f266e234ba8def173447cf,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,NL90_mild,400,310,CANDIDATES_EXHAUSTED,137,173,0,55.02295754197985,55.116048000000006,2288.888404443811,1,1,0,2288.888404443811,2288.888404443811,8,0,{},4,2b0d371990f7c7cc3c0a395fccde14d2266a2d708393e1134fa36750b1220d05,9c9d93eb31ceb372ca190f98e7fac41da00b262933adf36443a129baadac0fdb,7f05defd15a5d2652c883331c2e066bfa35959941bc433da1dc8906ce9055cdc,2af98bf834aeefb1d56a87467cd3b523e794ad061a38592e6562d08e03a95c5d,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,L100_control,400,376,CANDIDATES_EXHAUSTED,159,217,0,53.42811637499835,53.333373,2288.0228281390537,1,1,0,2288.0228281390537,2288.0228281390537,8,0,{},4,8d77077ad1deca5135290d715778761b04f5584a647d67aabbfaf38cb2f29c80,5ade92c079d0b3e34439d76eab814e66c7a8c23a06d3c9813a87f1c7fd1891bf,1bd7461ce480b682efb0a54750e622739d26055033da82e9a7222415e565c9cf,10318fb9b5950da12201880f81ed99fa3e09c313d366f18a715a8c990ce6a311,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,NL90_mild,400,376,CANDIDATES_EXHAUSTED,159,217,0,53.10007183300331,53.146354,2288.0228281390537,1,1,0,2288.0228281390537,2288.0228281390537,8,0,{},4,26ec0ef64d0adc71005c28eae693525f07c2abff925a0e3a8ff529f0c470b306,34365cb3d9235c44f381e253f07005cd6d8ee66a81abc4d94464a07f0d476d1f,9a7ce4ad3d51c8e2a976a29a4f6aa6d36a82dc5571c796c4cd07e691771e4f20,4710b3408874340c858871758bed08036da66ba0f0f9da2d12a6b67663d99116,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,L100_control,400,314,CANDIDATES_EXHAUSTED,119,195,0,52.37395512498915,52.467473,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,6acedaa46a1949987533a80fdf80fb3a516d3d14e607823d0ce08c63b299bd79,8db3b22d391535203d888e87c30411041370adc50f7327b0f9e46c2141b1d50a,220fb61c16712bdd51dbe0d6c105ce4f5af0ee5abb1adf4994d61b5098e625e7,07ebac6e09807202620ce612350dbc05b5bb0bda248fa2e3832b287575c54e5e,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
