task_id,source_task_id,instance_id,sample_role,seed,arm,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,feasible_candidates,infeasible_candidates,error_candidates,elapsed_wall_seconds,elapsed_cpu_seconds,search_total_cost_cny,planning_physics_feasible,common_NL90_feasible,linear_plan_false_feasible,planning_full_model_total_cost_cny,common_NL90_full_model_total_cost_cny,physical_vehicle_count,nonlinear_violation_count,nonlinear_infeasibility_categories_json,charging_session_count,plan_content_id,plan_file_sha256,certificate_id,certificate_file_sha256,search_status,certificate_status,v4_scientific_endpoint_inclusion_at_halt,scientific_endpoint_inclusion,search_rerun_in_final_round
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,NL90_mild,400,314,CANDIDATES_EXHAUSTED,119,195,0,53.100735541956965,53.20152100000001,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,d01bd8e51adc7f5d182e4f778b3f3c209b8015c5dab479aa63aff6e684f9419d,0b3fd3b1e7dd3ad085a43895d09471108e2a450261d3476f161eaa450966172f,5cd5582dde4182b75da5c62a8070193970bd893c1357bb9b09fc48a5c5fa5a8d,39bc9b4e2bd7fca5e41d4c3d2e554e77a9503585c947f4c5c95c19c0d16d1c53,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,L100_control,400,363,CANDIDATES_EXHAUSTED,143,220,0,53.2578773330315,53.234808,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,22c0074b9acd9df3187f7a20c0432b59b61a70545f7f292926f117ff242311f6,15eabf21c57f2d572afbf05ccec19a92ad67a5adbbb316e449bd603093f162f2,0d06f3164a504a605fe8bbcc165ede07ba67615849fc4c64fe7419adfd6810a0,c1192e00e0bc22fea9e0e754795b9fe48628c8d0a602d6294a07f9fdd7ee6a2c,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,NL90_mild,400,363,CANDIDATES_EXHAUSTED,143,220,0,53.04175754199969,53.036001999999996,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,c1d31d375665cf941271b936302464d7ab8da3ec98932e8ab4a61c69f98b605c,f743ec45c20cc76cef63ff3645604ddd76971b0a62cd86a983e961a6db506e86,11e17a5ad8c16a2e72ab896c6332c7e23714f9e40984a83af6febe07fda44ac9,afb9c0e7e56ee47b803a59cf38e97b34934bc8286b44d5588c8f66a71e2999d3,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,L100_control,400,364,CANDIDATES_EXHAUSTED,148,216,0,54.718095209042076,54.811823,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,bbbe81d787f9fdc237688f968f3cc8903b380654e791315e90ec2e69fe09109a,634950cb703e7d60834f2fec7d2f6092c1e8109b6e2923434feea0a981c4b969,7d7d4de08cefa9900884ee1e323376e658e8a6dfdacad8f47b7d684706d3fa65,fd3502b577819d46da1b31aed78ecc2113d279d466e2afd72012cb2225e60e5d,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,NL90_mild,400,364,CANDIDATES_EXHAUSTED,148,216,0,55.86277266702382,55.956131,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,0e6b3cf8ccd673ef740eed45d5d952072d10f12540aa6b394afc0cd3847697f2,b14c1a55807606859ada0ceda503eeea3462778a0327fd8c603ab267e0e8e06d,7f720fb04683ee1de800be66f4a97ec9844dd3623f24c24d1af00724697e916b,8a3aa6320e8521262cf395cad9119ba64d815daf761dcc4f75dfe3184385e324,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,L100_control,400,339,CANDIDATES_EXHAUSTED,156,183,0,54.073751499992795,54.128191,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,f6ed868efe780719d87f6e7b3c3fef9f930487bf979f449002ae5c342a70ba9c,920191b610e0a7433213c248b7ad230ca31044ddcb080bf0c43bb719d49e3f9b,88994a74c29dfd90c6cf93e3514d6aa89bdfd208efa4a31ea8fe97c5a1f42291,a4a73fd621f9c2ec1a9e8fc934c26008855b37846b5730b84b2bef8781172b04,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,NL90_mild,400,339,CANDIDATES_EXHAUSTED,156,183,0,54.36148762505036,54.427654000000004,2288.011934963608,1,1,0,2288.011934963608,2288.011934963608,8,0,{},4,c7173ec77cb97ea8f4a47fdb13cc09daed9516f11c0332743949ca412f0c1d00,bbd16260dee4e24db284fd00db858252713cb93b81ecd2cae5b3de6a5411b061,58ad6b44329b4ca548bbddb823dd0649c2fe21e33f82e2bea8d5bb5311fb645a,407a83f8195aa87dc0b985b6319fd738d604c7b12220c8b036eb1726dc3b0563,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,L100_control,400,352,CANDIDATES_EXHAUSTED,142,210,0,309.0011284170323,188.397055,4693.673432887224,1,1,0,4693.673432887224,4693.673432887224,17,0,{},6,5ae6757a871fb6cc9e5137e7453b681afd94ecea80532a9e8fc4d116524b0487,d480065eff80571f50830c42e5765ab652028bc812f6602474adb35351a82fd1,d5a8038d442eea26707f003b1fed382f3390daea1e36f95a36829400ad6735a8,f14dbff0ce632746ec99df236cd423b5e8c2cb83d4ea75b29fcb0caa911e0736,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,NL90_mild,400,352,CANDIDATES_EXHAUSTED,142,210,0,114.39192304195603,114.521533,4693.673432887224,1,1,0,4693.673432887224,4693.673432887224,17,0,{},6,43994cb2043c6b5c102e5b3fed30295350970bb49430bc8064bc5c6d00027088,4335065a673d8035f7b38bdb94ce930f812dab0341b73845ee36c67a2da0f264,44067cac49ca4f65d3e4b3fa477a2ca83ec685b5aa85372a76d2f3948b27c854,9ded31d605b5744d5c5104913d3b02583e4b38d6f365b785d40638aa6429f7d4,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,L100_control,400,326,CANDIDATES_EXHAUSTED,152,174,0,111.94274212495657,112.2052,4699.033142717446,1,1,0,4699.033142717446,4699.033142717446,17,0,{},6,1e6cedec9545604eb6c376d847d4c5f3417c5ddf163aa3cf823d8235af031e4c,4be66f2f5f9f83fba68ebb5204f5ea218f607b248c79108fd4fa587d49e89c0d,aafb5aed94e363fd7d4a0c0824345f94ecc4dd6f50cb6893ee0015e9a845c313,88702b053710d845576917a98502c122d6ab7c403aa1f808d1e40fc1cb678e75,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,NL90_mild,400,326,CANDIDATES_EXHAUSTED,152,174,0,113.18849195801886,113.485089,4699.033142717446,1,1,0,4699.033142717446,4699.033142717446,17,0,{},6,f842347d38e0adde1d1c7fe11decf9c57c147d3c60618463aa83b26507e95719,05db8984fa9b09993117f434005748e23440a1ac6ac44e0b51c1ec69b19f4d3c,d7cf24bfe0dd050924e79dabdcf2e0b75f8d603f0d4cde2a52c68269c5f07770,9bb381330a9cf928a8ad3fcc2450905e6447708834e109a76e111b21e7fc323c,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,L100_control,400,352,CANDIDATES_EXHAUSTED,157,195,0,113.17339058301877,113.28955500000001,4692.9228951636105,1,1,0,4692.9228951636105,4692.9228951636105,17,0,{},6,61bda733e3775e4f37d4de51ff65d18d8312a2a9ffc4526b7f0372056c242392,a65dbb8bdf49878b09533b06adfb7930efa08764e815d3e2b9e2bcb08e956698,c64e2558d5b17f07e1f63bbf3d7f0cbfc9da7f9722d0ca88d8d2bc398a3dec39,20f82e1c09d734190a6951db03859bd13d16d638c63eb17369869907afb885fd,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,NL90_mild,400,352,CANDIDATES_EXHAUSTED,157,195,0,181.5719066670281,157.760707,4692.9228951636105,1,1,0,4692.9228951636105,4692.9228951636105,17,0,{},6,67b6b9d1a86a225fa467e131273a344ae72d26c534eb071fe1886f827b8c4e2c,3014964c84dcbe54299e84356162fb634d61f7a5c9022321358faf3b676faf16,dde3f9fae7578012a53219fe4befedd3cac35a7e40c963f018afd9e20b65c7f5,2bc3ca26c869811ad02b60c9905b7a5823c8dcd185138b0036580d529c3e991f,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,L100_control,400,388,CANDIDATES_EXHAUSTED,166,222,0,207.66812995797954,179.732226,4741.091706036299,1,1,0,4741.091706036299,4741.091706036299,18,0,{},5,f87f96120ed5e3ce683a15edf6233c0a34678e60b1c70e9cc3ac6d77a96e94d0,d04b99ffd3dfb105aa6f7a10b65b4eb0bb2d0adbc593c303bae884b4d5fd48b9,ff922acd052bcb5600a0952f386429fcc8b6c229f4c2c0844ebf49dc6e47f1a0,920e3296bd763b308f5e8b7c17898dc91bbe0967a1852d2a1946e17fe0dfacf8,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,NL90_mild,400,388,CANDIDATES_EXHAUSTED,166,222,0,208.31799454102293,180.99823600000002,4741.091706036299,1,1,0,4741.091706036299,4741.091706036299,18,0,{},5,4afed0809786cee4fc5c9a5cded984bbe3f6d1b545580ac8672a95dfbc594b60,64b2800fcf062283a21db170e4f4a53cfdc7d5400be409e7f08c559ebe791ea3,86bfacbd5ea66adba03157634aae19765b8204071831dda1a7d3ff035b988476,955c00a927d47781d48dcd2d3205800bdb8d1d3593d78d963005a439838a0847,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,L100_control,400,396,CANDIDATES_EXHAUSTED,170,226,0,198.85395295900526,171.906768,4710.635724956914,1,1,0,4710.635724956914,4710.635724956914,17,0,{},6,2709234b23e8467f98161c0dbff0b8418da422d368b6d71c708904c3ed98947a,9dcd97665c955d6ca64e2ddcec029ae40d30fe40f2be4967bc733be4ea3c344d,42312991f140a199451a79c8b3407f1a1333ff51126b23348a2fa3a8a8817e76,ae846d7161a4c0755ca3841339b1b5f170893d320fe12f1efa59311e80d3e236,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,NL90_mild,400,396,CANDIDATES_EXHAUSTED,170,226,0,204.36400608398253,174.05531200000001,4710.635724956914,1,1,0,4710.635724956914,4710.635724956914,17,0,{},6,f3bdda425984a7223cc82915220ea9bf12b8a2c02057ab719bbbdb22f025f597,470aed74106e40a7874b5e696e254d617a2198bdc369c388383abc2765887998,b856d6d9e8e6aff857093cbb8e4eabfb5bfcbbc1752576bfcd2d9970ce139fa4,a2b4f89f9a0caa6056bd6054b30298445e85862fc9049d7c65fc26ac2b17e613,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,L100_control,400,313,CANDIDATES_EXHAUSTED,107,206,0,186.21486174996244,161.76717299999999,4696.591688616317,1,1,0,4696.591688616317,4696.591688616317,17,0,{},6,7ff36a8eb69129e2649f74d0aadb17e454130197bad94579080ced6bf7b96f57,503c6b2b69072959379d28c64ff023a7612a79aad283fc6d6ddb29eb1ceff743,536db8842768f87a51b62d5f0faa6dd049192cf0383ec6c8c241aaf09eb71422,39724e75cf40c56a2c1908913a068e4e2d30fe9dd70dbac3ff342bd9232f2154,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
E5-NONLINEAR-CHARGING-FINAL-20260730,E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,NL90_mild,400,313,CANDIDATES_EXHAUSTED,107,206,0,187.5457030829857,162.605458,4696.591688616317,1,1,0,4696.591688616317,4696.591688616317,17,0,{},6,d28a1f04d6741c4261fdd80ea9874d665283ce642f8022882f7050216a99e2e1,a6e6f9a6c3a60054f1d68db7f652425341543a60f4139610a69cf45763c28ecf,659a2b7bdfbbbd6d497f05d2c09769de9484aa654137077030a0bfc0893d53f9,f91aa45f96c4c300a4b3733e075250e29b2d1bbb48080bf18f896f3f49bd13e8,PASS,PASS,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH,INCLUDED_IN_FINAL_AGGREGATION_ALL_40_UNITS,0
