stage,algorithm,role,status,actual_evals,elapsed_seconds,best_cost,solution_hash,violation_count,feasible,failure_reason,variant,flags,operator_counts,unique_solution_count,best_update_count,eval_budget,eval_ratio,max_runtime_seconds,warm_start_cost,warm_hash,warm_start_hash,returned_warm_start,improvement_vs_warm_pct,health_status,bundle,bundle_dir,seed,scale,component_label,track21_status,track21_legal,candidate_objective_min,candidate_objective_mean,candidate_objective_max,feasible_candidate_count,candidates_better_than_warm,diagnosis,wall_elapsed_seconds
track21_fair_comparison,winner_kernel_true_repair_adaptive_q,method,OK,16000,354.0116967000067,550.8445533483949,bb824db3a0e577695a31fe117b95afa83ff18f736f1baa7c7c5f000bc1c6d4f3,0,True,,winner_kernel_true_repair_adaptive_q,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_SA_MODE"": ""off"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""0"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""0"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}","{""destroy"": {""random_customer_removal"": [13, 0, 8857, 7041], ""route_segment_removal"": [0, 0, 0, 3], ""shaw_related_removal"": [0, 0, 0, 3], ""vehicle_type_swap"": [3, 0, 0, 74], ""whole_route_removal"": [0, 0, 0, 3], ""worst_customer_removal"": [0, 0, 0, 3]}, ""repair"": {""greedy_insert_repair"": [13, 0, 195, 545], ""regret2_insert_repair"": [3, 0, 8662, 6576], ""regret3_insert_repair"": [0, 0, 0, 6]}, ""scan"": {""infeasible"": 0, ""rebuild_accepts"": 0, ""rebuild_attempts"": 0, ""restart_accepts"": 0, ""restart_attempts"": 0}, ""timing"": {}}",17,16,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,26.51694188060433,NOT_BASELINE_GATE,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,winner_kernel+true_repair+adaptive_q,HEALTHY,True,,,,,,,
track21_fair_comparison,GA,weak_baseline,OK,16000,45.16342380014248,602.1428351916139,713d82640b5865caae55283a02efa415b5cb0dd0d67b67cedbddaaec92ce688f,0,True,,,,"{""ga_common_arcs"": 7247, ""ga_common_arcs_mutation"": 787, ""ga_common_nodes"": 6955, ""ga_common_nodes_mutation"": 812, ""ga_nn_initialization"": 1, ""ga_random_start_nn_initialization"": 39, ""ga_seeded_double_bridge"": 39, ""ga_seeded_relocate"": 40, ""ga_seeded_swap"": 40, ""ga_seeded_two_opt"": 40}",5332,4,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,19.67371432539557,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,GA,HEALTHY,True,602.1428351916139,517877324.9650842,1000002698.543597,7714,4,,45.16967330011539
track21_fair_comparison,VNS,weak_baseline,OK,16000,126.70261989999563,600.2441975813796,cd2121a7b83bfb4805419e1a69485ec253bda9e1b3423f4de9f03e1d3ce6e9f1,0,True,,,,"{""vns_bootstrap_rvnd"": 100, ""vns_construction"": 26, ""vns_local_alns_random"": 2001, ""vns_local_alns_route"": 1996, ""vns_local_alns_shaw"": 1998, ""vns_local_alns_worst"": 2007, ""vns_local_relocate"": 1998, ""vns_local_swap"": 1998, ""vns_local_two_opt"": 1993, ""vns_shaking_local_search"": 1883}",105,8,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,19.92699394305257,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,VNS,HEALTHY,True,600.2441975813796,981627660.3124186,1000002698.543597,294,27,,126.71655340003781
track21_fair_comparison,SA,weak_baseline,feasible,16000,26.47871149983257,647.0465127018057,ea926bb11ba308f4b7886538d3f5b90b45ccec2a1d182b11aebe5ed444cd68b3,0,True,,,,"{""sa_metropolis_path_move"": 16000}",34,33,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,13.683531570208968,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,SA,HEALTHY,True,,,,,,,26.483461499912664
track21_fair_comparison,GWO,weak_baseline,OK,16000,388.8353153001517,596.4303187099543,efa36ef7427fc79caa2f010c2bd3b81196980fe42e0e034f1022b1ff0e4c4d52,0,True,,,,"{""gwo_alpha_beta_delta_double_bridge_lns"": 4038, ""gwo_alpha_beta_delta_relocate_lns"": 3915, ""gwo_alpha_beta_delta_swap_lns"": 3955, ""gwo_alpha_beta_delta_two_opt_lns"": 4043, ""gwo_initial_wolf"": 49}",72,9,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.43576811730136,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,GWO,HEALTHY,True,596.4303187099543,977252651.3536913,1000002698.543597,364,9,,388.83759010001086
track21_fair_comparison,ACO,weak_baseline,OK,16000,158.473605300067,593.7411273782741,744d85b0ada821d429e81191bf521e73202336e7827adb84c752db4f38aed4ab,0,True,,,,"{""aco_ant_vnd_lns"": 3315, ""aco_restart_lns_escape"": 1105, ""aco_vnd_relocate"": 3315, ""aco_vnd_swap"": 3315, ""vns_local_alns_random"": 711, ""vns_local_alns_route"": 704, ""vns_local_alns_shaw"": 705, ""vns_local_alns_worst"": 722, ""vns_local_relocate"": 707, ""vns_local_swap"": 695, ""vns_local_two_opt"": 706}",202,13,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.794508167863416,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,ACO,HEALTHY,True,593.7411273782741,870502428.8231946,1000002698.543597,2072,57,,158.49343260005116
track21_fair_comparison,IWD,weak_baseline,OK,16000,263.4936789001804,594.0997319443624,fe6a6462cb25afa328bbfbe719558dceb7472f601b6ed5993f3a85c19b74f26a,0,True,,,,"{""iwd_construct_sa"": 5457, ""iwd_iteration_best_lns"": 363, ""iwd_restart_lns_escape"": 1819, ""vns_local_alns_random"": 1199, ""vns_local_alns_route"": 1183, ""vns_local_alns_shaw"": 1191, ""vns_local_alns_worst"": 1246, ""vns_local_relocate"": 1172, ""vns_local_swap"": 1187, ""vns_local_two_opt"": 1183}",597,8,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.746670061792358,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,IWD,HEALTHY,True,594.0997319443624,755502189.38944,1000002698.543597,3912,461,,263.5051894001663
track21_fair_comparison,winner_kernel_true_repair_adaptive_q,method,OK,16000,377.935460699955,550.7060115268537,5ffd7b219cdd172785a39a2ecda1d42fc0cab202f5d8e6958fc61056ca068b7c,0,True,,winner_kernel_true_repair_adaptive_q,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_SA_MODE"": ""off"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""0"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""0"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}","{""destroy"": {""random_customer_removal"": [19, 0, 7745, 8098], ""route_segment_removal"": [0, 0, 0, 3], ""shaw_related_removal"": [1, 0, 1, 36], ""vehicle_type_swap"": [3, 0, 0, 88], ""whole_route_removal"": [0, 0, 0, 3], ""worst_customer_removal"": [0, 0, 0, 3]}, ""repair"": {""greedy_insert_repair"": [22, 0, 7745, 8186], ""regret2_insert_repair"": [1, 0, 1, 39], ""regret3_insert_repair"": [0, 0, 0, 6]}, ""scan"": {""infeasible"": 0, ""rebuild_accepts"": 0, ""rebuild_attempts"": 0, ""restart_accepts"": 0, ""restart_attempts"": 0}, ""timing"": {}}",24,23,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,26.53542345886884,NOT_BASELINE_GATE,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,winner_kernel+true_repair+adaptive_q,HEALTHY,True,,,,,,,
track21_fair_comparison,GA,weak_baseline,OK,16000,44.97311230003834,618.0221224277097,edf199cc0903c90cf12b6398beae075ecb1c1e619d7f67dd91fd71826b688c08,0,True,,,,"{""ga_common_arcs"": 7149, ""ga_common_arcs_mutation"": 777, ""ga_common_nodes"": 7121, ""ga_common_nodes_mutation"": 754, ""ga_nn_initialization"": 1, ""ga_random_start_nn_initialization"": 39, ""ga_seeded_double_bridge"": 39, ""ga_seeded_relocate"": 40, ""ga_seeded_swap"": 40, ""ga_seeded_two_opt"": 40}",5395,4,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,17.555406029939665,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,GA,HEALTHY,True,618.0221224277097,524127335.08935004,1000002698.543597,7614,4,,44.98202669993043
track21_fair_comparison,VNS,weak_baseline,OK,16000,133.78672039997764,593.7411273782741,744d85b0ada821d429e81191bf521e73202336e7827adb84c752db4f38aed4ab,0,True,,,,"{""vns_bootstrap_rvnd"": 100, ""vns_construction"": 26, ""vns_local_alns_random"": 2001, ""vns_local_alns_route"": 1996, ""vns_local_alns_shaw"": 1996, ""vns_local_alns_worst"": 2002, ""vns_local_relocate"": 1996, ""vns_local_swap"": 1997, ""vns_local_two_opt"": 1996, ""vns_shaking_local_search"": 1890}",54,3,16000,1.0,900.0,749.6211609121925,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,3501d4651521556162792f6c183c18a0af0e2ced6384398ae6d26cca83fc5b32,False,20.794508167863416,HEALTHY,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,VNS,HEALTHY,True,593.7411273782741,983252663.5687826,1000002698.543597,268,12,,133.80142279993743
