actual_evaluations,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,pair_count,seed,trace_rows,violation_count
400,4954.776054369559,27,30,0.4025641025641026,16.553694124995673,16,1,390,0
400,4829.004736213922,24,29,0.7391304347826086,43.87083708299906,16,2,391,0
400,6628.216369491226,26,35,0.917098445595855,9.097888917000091,16,3,386,0
