implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR17A,11,21674,362.64469683304196,6268,True,True,360,360,4814,4814,True
