task_id,instance_id,seed,arm,status,recorded_cost,replayed_cost,cost_equal,recorded_emissions_kg,replayed_emissions_kg,emissions_equal,direct_violation_count,exact_violation_count,input_file_manifest_sha256,path_identity_sha256,diesel_route_count,charging_slot_segment_count,charge_day_offsets_json,all_charge_day_offsets_zero,all_charging_within_registered_day,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,settlement_trace_sha256
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed2,cn-cy-15c-02-V2-LOCATIONS,2,HGS-M,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed2,cn-cy-15c-02-V2-LOCATIONS,2,MV-HGS-SP,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed3,cn-cy-15c-02-V2-LOCATIONS,3,HGS-F,PASS,913.4893368708865,913.4893368708865,True,76.12869053724302,76.12869053724302,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,27f1bff59a0ecc4ffa410d64f52412de7dca9d55c2c3ec16c3c4cd510c42ac8f
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed3,cn-cy-15c-02-V2-LOCATIONS,3,HGS-E,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed3,cn-cy-15c-02-V2-LOCATIONS,3,HGS-M,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed3,cn-cy-15c-02-V2-LOCATIONS,3,MV-HGS-SP,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed4,cn-cy-15c-02-V2-LOCATIONS,4,HGS-F,PASS,913.4893368708865,913.4893368708865,True,76.12869053724302,76.12869053724302,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,e7342b0119ab70088f03d5854e87be79f0ad94c2c9b9381d84e6003272d17ec4
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed4,cn-cy-15c-02-V2-LOCATIONS,4,HGS-E,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed4,cn-cy-15c-02-V2-LOCATIONS,4,HGS-M,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed4,cn-cy-15c-02-V2-LOCATIONS,4,MV-HGS-SP,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed5,cn-cy-15c-02-V2-LOCATIONS,5,HGS-F,PASS,913.4893368708865,913.4893368708865,True,76.12869053724302,76.12869053724302,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,e7342b0119ab70088f03d5854e87be79f0ad94c2c9b9381d84e6003272d17ec4
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed5,cn-cy-15c-02-V2-LOCATIONS,5,HGS-E,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed5,cn-cy-15c-02-V2-LOCATIONS,5,HGS-M,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-02-V2-LOCATIONS__seed5,cn-cy-15c-02-V2-LOCATIONS,5,MV-HGS-SP,PASS,910.2743411972338,910.2743411972338,True,75.71998191580919,75.71998191580919,True,0,0,7fea0ad06777936cbe4a0fbdab1afa9b049c68e172f410500f5ede5ace411be6,9e3fcb6c4fd095deeb8e6a6105550d35971d0da1da359f5d737fc61ab93fc3d4,2,4,[0],True,True,True,True,ac71acb823d5b25c32d8c880ddac9db345212ce8009298b46edb44ca1e6bd0b6
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed1,cn-cy-15c-03-V2-LOCATIONS,1,HGS-F,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,33e724997b5e597a13a6eef38a090e4440e23b868e17a2fecbfa24c1cb66c99b
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed1,cn-cy-15c-03-V2-LOCATIONS,1,HGS-E,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed1,cn-cy-15c-03-V2-LOCATIONS,1,HGS-M,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed1,cn-cy-15c-03-V2-LOCATIONS,1,MV-HGS-SP,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,33e724997b5e597a13a6eef38a090e4440e23b868e17a2fecbfa24c1cb66c99b
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed2,cn-cy-15c-03-V2-LOCATIONS,2,HGS-F,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,a56509c0afd96c0492014e87f661e002f1a74c2540d0e28a6055e7d15b0ed1d8
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed2,cn-cy-15c-03-V2-LOCATIONS,2,HGS-E,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed2,cn-cy-15c-03-V2-LOCATIONS,2,HGS-M,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed2,cn-cy-15c-03-V2-LOCATIONS,2,MV-HGS-SP,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,a56509c0afd96c0492014e87f661e002f1a74c2540d0e28a6055e7d15b0ed1d8
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed3,cn-cy-15c-03-V2-LOCATIONS,3,HGS-F,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,a56509c0afd96c0492014e87f661e002f1a74c2540d0e28a6055e7d15b0ed1d8
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed3,cn-cy-15c-03-V2-LOCATIONS,3,HGS-E,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed3,cn-cy-15c-03-V2-LOCATIONS,3,HGS-M,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed3,cn-cy-15c-03-V2-LOCATIONS,3,MV-HGS-SP,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,a56509c0afd96c0492014e87f661e002f1a74c2540d0e28a6055e7d15b0ed1d8
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed4,cn-cy-15c-03-V2-LOCATIONS,4,HGS-F,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed4,cn-cy-15c-03-V2-LOCATIONS,4,HGS-E,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed4,cn-cy-15c-03-V2-LOCATIONS,4,HGS-M,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed4,cn-cy-15c-03-V2-LOCATIONS,4,MV-HGS-SP,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed5,cn-cy-15c-03-V2-LOCATIONS,5,HGS-F,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,a56509c0afd96c0492014e87f661e002f1a74c2540d0e28a6055e7d15b0ed1d8
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed5,cn-cy-15c-03-V2-LOCATIONS,5,HGS-E,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed5,cn-cy-15c-03-V2-LOCATIONS,5,HGS-M,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,8d3143a7913516fd57252964526bcb73da41f469f674bb82dc268b5fa2a985cc
D6-E2__cn-cy-15c-03-V2-LOCATIONS__seed5,cn-cy-15c-03-V2-LOCATIONS,5,MV-HGS-SP,PASS,943.6940413805244,943.6940413805244,True,81.20184778018485,81.20184778018485,True,0,0,0e0e638ff34e3f6b854c33e77445d2ed0cedf95f3e438572fbb93fea8b78b60f,307e39cececa15aa758746e0c773a562c11c5a9af3f0d4ae452a9d3ea2ed403c,2,4,[0],True,True,True,True,a56509c0afd96c0492014e87f661e002f1a74c2540d0e28a6055e7d15b0ed1d8
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,1,HGS-F,PASS,9567.938463854334,9567.938463854334,True,821.0261584939112,821.0261584939112,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,1,HGS-E,PASS,9611.234315966236,9611.234315966236,True,829.2366988611818,829.2366988611818,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,1,HGS-M,PASS,9816.906314619273,9816.906314619273,True,765.7033912220165,765.7033912220165,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,29,21,[0],True,True,True,True,5d9fcf9a939e03aedf789ce4a791f9456c987e40d4eebe9f6065e5ce706e0e81
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,1,MV-HGS-SP,PASS,9567.938463854334,9567.938463854334,True,821.0261584939112,821.0261584939112,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed2,cn-cy-200c-01-V2-LOCATIONS,2,HGS-F,PASS,9580.398072152426,9580.398072152426,True,823.0781737445974,823.0781737445974,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed2,cn-cy-200c-01-V2-LOCATIONS,2,HGS-E,PASS,9709.284844691445,9709.284844691445,True,806.6583520664085,806.6583520664085,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,31,8,[0],True,True,True,True,bdc5d946a39a983a629f5c2311f0599706a8a3f5834b52885da986868135849a
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed2,cn-cy-200c-01-V2-LOCATIONS,2,HGS-M,PASS,9717.40413970135,9717.40413970135,True,808.1582118545507,808.1582118545507,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,31,8,[0],True,True,True,True,e887ed73392f2655e7f22caaa9ad016ee79ef72518e4e089bb3beabfed30bbe9
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed2,cn-cy-200c-01-V2-LOCATIONS,2,MV-HGS-SP,PASS,9580.398072152426,9580.398072152426,True,823.0781737445974,823.0781737445974,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed3,cn-cy-200c-01-V2-LOCATIONS,3,HGS-F,PASS,9575.829206129521,9575.829206129521,True,822.4884058820966,822.4884058820966,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed3,cn-cy-200c-01-V2-LOCATIONS,3,HGS-E,PASS,9807.10927683063,9807.10927683063,True,772.6981188930456,772.6981188930456,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,30,14,[0],True,True,True,True,0b4607d59a2b48246cc1f67f9c71aa9bd8519059da9d9e5bfa099a0839b05d59
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed3,cn-cy-200c-01-V2-LOCATIONS,3,HGS-M,PASS,9837.02129639703,9837.02129639703,True,769.9536189674058,769.9536189674058,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,29,22,[0],True,True,True,True,0f4f6482986952bdb28f2027988ac31739b49aa6a12876f7dd165db461e7ea54
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed3,cn-cy-200c-01-V2-LOCATIONS,3,MV-HGS-SP,PASS,9575.829206129521,9575.829206129521,True,822.4884058820966,822.4884058820966,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-F,PASS,9573.267135079052,9573.267135079052,True,822.0526016315074,822.0526016315074,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-E,PASS,9820.87419881863,9820.87419881863,True,774.6266278322987,774.6266278322987,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,30,15,[0],True,True,True,True,e535c1db16a31c268e998b6068c5d20b2e88602ccae6a43b3be611a0099d724b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-M,PASS,9963.846652385937,9963.846652385937,True,743.7897729365651,743.7897729365651,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,28,26,[0],True,True,True,True,10bff43c3ebb1e036f09be08d58911fd1694b88cb10205b43163fb76334fcfcd
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,MV-HGS-SP,PASS,9573.267135079052,9573.267135079052,True,822.0526016315074,822.0526016315074,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-F,PASS,9577.313179392522,9577.313179392522,True,822.5653063283733,822.5653063283733,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-E,PASS,9770.467496276162,9770.467496276162,True,819.091319303685,819.091319303685,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,31,8,[0],True,True,True,True,94d65f6ce0c80928f8645837df929219f272d605f71a5b15f2722165adacf065
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-M,PASS,9848.58243013599,9848.58243013599,True,778.7718460985119,778.7718460985119,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,30,15,[0],True,True,True,True,c9ab4400fa2ddc3c7134f9777a154827aff24c5063eac09474c8664bc4bb23de
D6-E2__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,MV-HGS-SP,PASS,9577.313179392522,9577.313179392522,True,822.5653063283733,822.5653063283733,True,0,0,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,HGS-F,PASS,9568.08397077116,9568.08397077116,True,820.1318380544626,820.1318380544626,True,0,0,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,32,0,[],True,True,True,True,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
