stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,10078.692029821472,9734.42758161624,-3.5365659184252887,3001.3828028920234,2606.197708746621
