arm,stream_seed,stages,evaluations_per_stage,total_evaluations,final_total_cost,final_total_emissions,final_cross_site_customer_count,final_dynamic_added_cross_site_customer_count,final_dynamic_added_cross_site_customer_ids,customer_accounting_pass,event_path,event_sha256,owner_path,owner_sha256,initial_solution_path,initial_solution_sha256,initial_certificate_path,initial_certificate_sha256,initial_total_cost,initial_total_emissions,initial_route_count,initial_charging_action_count,initial_cross_site_customer_count,trigger_mode,final_solution_path,final_solution_sha256,final_certificate_path,final_certificate_sha256,stage_evidence_path,stage_evidence_sha256
cooperative,1,7,400,2800,10078.692029821472,3001.3828028920234,13,7,N_S1_003;N_S1_004;N_S1_007;N_S1_014;N_S1_016;N_S1_017;N_S1_022,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.events.json,ae08f81e5b8efd93b6c2d95abc405623ae355926c4c23fd31681c0fa8824d6a9,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.owners.csv,66a6b7211192e69725d6fa76a3c747e8a855744570f9389229ca24fa804eebe1,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__independent.json,47884212a50d96e09b335f2ceb4f72a7314f52c9852c95f8cc0a5eb2a5e505a6,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__independent.json,97e019daafc6e0f8e6d7642db7fce674a3dd15a2627ac6f08332f2bef80d01be,6058.818401851069,1666.3475643684983,34,21,0,batched,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stream1_400/solutions/stream1__cooperative.json,11f6657e530d9af6269bdc61a64a6ced38d3a5eacad4124381cf9907221364ff,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stream1_400/certificates/stream1__cooperative.json,9c87683d3ea6a93e56fbfe12564c65972f996dfbd4633b097f837067a0a55398,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stream1_400/stage_evidence/stream1__cooperative.json,8759e16c9612de8c36a1bf8f397de0c649a31b0a61bf4b967ed610733ef4704b
independent,1,7,400,2800,9734.42758161624,2606.197708746621,0,0,,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.events.json,ae08f81e5b8efd93b6c2d95abc405623ae355926c4c23fd31681c0fa8824d6a9,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.owners.csv,66a6b7211192e69725d6fa76a3c747e8a855744570f9389229ca24fa804eebe1,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__independent.json,47884212a50d96e09b335f2ceb4f72a7314f52c9852c95f8cc0a5eb2a5e505a6,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__independent.json,97e019daafc6e0f8e6d7642db7fce674a3dd15a2627ac6f08332f2bef80d01be,6058.818401851069,1666.3475643684983,34,21,0,batched,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stream1_400/solutions/stream1__independent.json,2964af180a6fe055df6e5d54c8b308f63bf8081e6dc2a8450c64ff97d1d06490,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stream1_400/certificates/stream1__independent.json,7da685974d9dd3438164ae25e0969d79197830580c92534eb9bcda98500c69ed,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stream1_400/stage_evidence/stream1__independent.json,e99cd8d4d77e9fa9e11718b5d1caa2c82066fd3796495d3a2f785edfcbabacb7
