implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR24B,11,38168,1200.0245552500128,10585707,True,True,960,960,12524000,12524000,True
