actual_full_model_evaluations,best_cost_cny,best_system_emissions_kg,best_violation_count,completed_iterations,customer_count,depot_id,failure_reason,fairness_enabled,full_evaluations,generated_second_parent_attempts,incremental_evaluations,independent_profit_cny,initial_cost_cny,instance_id,provenance_json,requested_iterations,search_wall_seconds,served_customer_count,served_demand_kg,status,technical_parent_selection_distinct,termination_status,total_demand_kg,truth_sentinel_evaluations
4196,1797.3631481953603,176.4733537185372,0,1,37,D_beijing,,False,4,3,4192,13100.560335716742,2072.15800003201,cn-jjj-50c-01-V2-LOCATIONS,"{""arm"": ""technical-independent-baseline:D_beijing"", ""fairness_enabled"": false, ""fairness_theta"": 0.0, ""incremental_full_truth_sentinel_enabled"": true, ""independent_profit_externally_frozen"": false, ""independent_profit_sha256"": ""5d640d6b6488af0c13f240c135daff9854124ed557e28a26772c297ca4e11522"", ""independent_profit_source_id"": ""pi0-search-placeholder:D_beijing"", ""initial_population_sha256"": ""3834d576e8e354ee6a1a8adda2d7cc04450c1e7b7e067ba25e362ff4a32c9c6c"", ""initial_population_source_id"": ""technical-independent-two-parent:D_beijing"", ""instance_id"": ""cn-jjj-50c-01-V2-LOCATIONS"", ""random_seed"": 11, ""search_configuration_sha256"": ""bfb2d7df34b37e1abe927d547b4143eb0992534dee02929496aa4d51a7a908b7"", ""trajectory_retained_in_memory"": true, ""trajectory_sink_enabled"": false}",1,213.44506950001232,37,9931.0,TECHNICAL_PI0_WIRING_PASS,True,STOPPED_BY_CALLER,9931.0,4192
280,531.0922254413756,42.1250095606667,0,1,13,D_tianjin,,False,4,3,276,4468.166550754908,603.8268129343791,cn-jjj-50c-01-V2-LOCATIONS,"{""arm"": ""technical-independent-baseline:D_tianjin"", ""fairness_enabled"": false, ""fairness_theta"": 0.0, ""incremental_full_truth_sentinel_enabled"": true, ""independent_profit_externally_frozen"": false, ""independent_profit_sha256"": ""1b70ce62e6deb164d584c95ea2ca9de9eaf4bba08664c29c0641c90b995dbe1e"", ""independent_profit_source_id"": ""pi0-search-placeholder:D_tianjin"", ""initial_population_sha256"": ""82e8ded3f5dc77e3aa2f5c098ae579464c73e66993bbac7cbf71d6cb5156ee27"", ""initial_population_source_id"": ""technical-independent-two-parent:D_tianjin"", ""instance_id"": ""cn-jjj-50c-01-V2-LOCATIONS"", ""random_seed"": 11, ""search_configuration_sha256"": ""7ab5ff6505fce603011789b4d978f76ac4facc023eb4afb4d30b517a6c0cb2c8"", ""trajectory_retained_in_memory"": true, ""trajectory_sink_enabled"": false}",1,32.350694957975065,13,3333.0,TECHNICAL_PI0_WIRING_PASS,False,STOPPED_BY_CALLER,3333.0,276
