charge_energy_kwh,charge_start_hour,departure_hour,home_depot,recharge_end_hour,return_hour,route_id,seed,trip_index,vehicle,vehicle_type
,,0.0,D0,5.222284387191122,5.222284387191122,CV_D0_1#T1,1,1,CV_D0_1,cv
,,9.3749121966327,D0,13.891251254852573,13.891251254852573,CV_D0_1#T2,1,2,CV_D0_1,cv
,,0.0,D0,6.606556972496448,6.606556972496448,CV_D0_2#T1,1,1,CV_D0_2,cv
,,9.910700767129333,D0,14.355101443873021,14.355101443873021,CV_D0_2#T2,1,2,CV_D0_2,cv
,,0.18992432353385855,D0,6.450288836910918,6.450288836910918,CV_D0_3#T1,1,1,CV_D0_3,cv
,,9.728885723123485,D0,15.616352448282035,15.616352448282035,CV_D0_3#T2,1,2,CV_D0_3,cv
,,0.35933450517852195,D0,6.979535516728416,6.979535516728416,CV_D0_4#T1,1,1,CV_D0_4,cv
,,9.930671338612575,D0,14.353568344912018,14.353568344912018,CV_D0_4#T2,1,2,CV_D0_4,cv
,,0.5617346724212674,D0,5.164284853827057,5.164284853827057,CV_D0_5#T1,1,1,CV_D0_5,cv
,,9.139917023640857,D0,13.630865836413786,13.630865836413786,CV_D0_5#T2,1,2,CV_D0_5,cv
,,18.05622194873228,D0,23.746645970152667,23.746645970152667,CV_D0_5#T3,1,3,CV_D0_5,cv
,,0.6670935038328392,D0,6.061786129440342,6.061786129440342,CV_D0_6#T1,1,1,CV_D0_6,cv
,,9.50194557151752,D0,13.971867713613149,13.971867713613149,CV_D0_6#T2,1,2,CV_D0_6,cv
,,0.8385531398680695,D0,5.722421791693058,5.722421791693058,CV_D0_7#T1,1,1,CV_D0_7,cv
,,9.501147617659887,D0,13.770095158710511,13.770095158710511,CV_D0_7#T2,1,2,CV_D0_7,cv
,,18.075562452611333,D0,22.596714957073107,22.596714957073107,CV_D0_7#T3,1,3,CV_D0_7,cv
,,0.0449472601761267,D1,4.247884202844001,4.247884202844001,CV_D1_1#T1,1,1,CV_D1_1,cv
,,9.032322347894606,D1,15.348828189933835,15.348828189933835,CV_D1_1#T2,1,2,CV_D1_1,cv
,,0.22105062029813868,D1,5.122255275717318,5.122255275717318,CV_D1_2#T1,1,1,CV_D1_2,cv
,,9.437531222250305,D1,16.53633094850864,16.53633094850864,CV_D1_2#T2,1,2,CV_D1_2,cv
,,0.5537380362973253,D1,5.391182447009139,5.391182447009139,CV_D1_3#T1,1,1,CV_D1_3,cv
,,10.000834903682112,D1,15.069488995261231,15.069488995261231,CV_D1_3#T2,1,2,CV_D1_3,cv
,,18.03111864438832,D1,22.475180506974,22.475180506974,CV_D1_3#T3,1,3,CV_D1_3,cv
,,0.5685391254835415,D1,5.306091579524026,5.306091579524026,CV_D1_4#T1,1,1,CV_D1_4,cv
,,9.58861830856699,D1,16.32115469527834,16.32115469527834,CV_D1_4#T2,1,2,CV_D1_4,cv
,,0.8319651482742496,D1,5.1145078064939,5.1145078064939,CV_D1_5#T1,1,1,CV_D1_5,cv
,,9.317801231491698,D1,15.974068133608153,15.974068133608153,CV_D1_5#T2,1,2,CV_D1_5,cv
,,1.1892918161116288,D1,6.312749996867955,6.312749996867955,CV_D1_6#T1,1,1,CV_D1_6,cv
,,14.882763471810993,D1,22.275902952794787,22.275902952794787,CV_D1_6#T2,1,2,CV_D1_6,cv
,,1.281470569897548,D1,5.912387379893339,5.912387379893339,CV_D1_7#T1,1,1,CV_D1_7,cv
,,10.028809196367858,D1,15.333133246629915,15.333133246629915,CV_D1_7#T2,1,2,CV_D1_7,cv
122.48075198535753,2.8312065978011254,0.0,D0,8.398513506226468,2.8312065978011254,EV_D0_1#T1,1,1,EV_D0_1,ev
,,8.820506115605074,D0,12.78939228642808,12.78939228642808,EV_D0_1#T2,1,2,EV_D0_1,ev
85.7147106158883,4.527725516581704,0.0,D0,8.423848726394809,4.527725516581704,EV_D0_2#T1,1,1,EV_D0_2,ev
138.63892349382633,11.648186022664664,9.743554323218426,D0,17.94995527238404,11.648186022664664,EV_D0_2#T2,1,2,EV_D0_2,ev
,,17.94995527238404,D0,22.65264618687087,22.65264618687087,EV_D0_2#T3,1,3,EV_D0_2,ev
109.67794858319922,4.275742627513987,0.13010767251744065,D0,9.261103926750312,4.275742627513987,EV_D0_3#T1,1,1,EV_D0_3,ev
,,9.261103926750316,D0,12.932409429029851,12.932409429029851,EV_D0_3#T2,1,2,EV_D0_3,ev
101.31685622777061,4.749226897064975,0.2490006380239917,D0,9.354538543781821,4.749226897064975,EV_D0_4#T1,1,1,EV_D0_4,ev
,,9.354538543781821,D0,13.362783749638616,13.362783749638616,EV_D0_4#T2,1,2,EV_D0_4,ev
104.40028839356034,5.264010003041991,0.6463679995913217,D0,10.009477657294733,5.264010003041991,EV_D0_5#T1,1,1,EV_D0_5,ev
,,10.009477657294736,D0,14.261033233708671,14.261033233708671,EV_D0_5#T2,1,2,EV_D0_5,ev
97.90231038666224,5.272976864016159,0.7356865650428559,D0,9.723081881591716,5.272976864016159,EV_D0_6#T1,1,1,EV_D0_6,ev
,,9.796049599214214,D0,13.065504012420178,13.065504012420178,EV_D0_6#T2,1,2,EV_D0_6,ev
108.14160382499568,5.423310879160573,0.746156833316339,D0,10.338838325751285,5.423310879160573,EV_D0_7#T1,1,1,EV_D0_7,ev
,,10.338838325751286,D0,14.620248655314578,14.620248655314578,EV_D0_7#T2,1,2,EV_D0_7,ev
122.11775016838186,4.145130859125592,0.0,D1,9.695937684961132,4.145130859125592,EV_D1_1#T1,1,1,EV_D1_1,ev
,,9.873397164149496,D1,13.941364308452053,13.941364308452053,EV_D1_1#T2,1,2,EV_D1_1,ev
149.0513316691696,4.783700330451893,0.642324989589977,D1,11.558760860868695,4.783700330451893,EV_D1_2#T1,1,1,EV_D1_2,ev
,,18.067255905483808,D1,22.535093375412153,22.535093375412153,EV_D1_2#T2,1,2,EV_D1_2,ev
114.03081549435979,4.521258109358914,0.679501344717212,D1,9.704476995466177,4.521258109358914,EV_D1_3#T1,1,1,EV_D1_3,ev
,,9.704476995466177,D1,14.56666711946402,14.56666711946402,EV_D1_3#T2,1,2,EV_D1_3,ev
102.2324895675981,4.481860764815711,0.7660045558536821,D1,9.128792108797443,4.481860764815711,EV_D1_4#T1,1,1,EV_D1_4,ev
,,9.128792108797443,D1,12.594441680007108,12.594441680007108,EV_D1_4#T2,1,2,EV_D1_4,ev
,,0.792771801917119,D1,4.863607723744237,4.863607723744237,EV_D1_5#T1,1,1,EV_D1_5,ev
111.83790948814507,4.776816533995044,0.8558160251612927,D1,9.860357874365274,4.776816533995044,EV_D1_6#T1,1,1,EV_D1_6,ev
,,9.860357874365274,D1,14.189532385631452,14.189532385631452,EV_D1_6#T2,1,2,EV_D1_6,ev
118.91168713469457,3.520518147272144,0.9944856488320605,D1,8.925594835212806,3.520518147272144,EV_D1_7#T1,1,1,EV_D1_7,ev
,,8.925594835212808,D1,12.945618543256643,12.945618543256643,EV_D1_7#T2,1,2,EV_D1_7,ev
