comparison,mean_saving_pct,paired_seeds,statistically_significant_at_0_05,strict_wins,wilcoxon_alternative,wilcoxon_pvalue
200c cooperation search versus independent operation,0.3533164104830605,10,False,6,cooperation saving greater than zero,0.34765625
