instance_id,arm,search_mode,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-cy-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,FULL_PROBLEM_COMPONENTS,11,100,148.2930942499661,2206.5372959867027,1929.2940511336446,89.35954556962928,65.1839795305788,24.17556603905048,1,6,158.21541730694614,50,50,13266.0,13266.0,"{""D_chengdu"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}, ""D_chongqing"": {""num_cv"": 5, ""num_ev"": 5, ""total_fleet_cap"": 5}}",246bbf64019f0d782bf2afa46f0a90752c3b3fa6861f4f75eb40256ee591989a
