instance,algorithm,seed,status,gate_status,initial_cost,best_cost,best_ev_share,actual_evals,eval_budget,best_signature,replay_total_cost,replay_violation_count,checkpoint_eval,checkpoint_operator,route_count,cv_route_count,ev_route_count,charging_action_count,solution_json_sha256
e2-threeshift-150c-01,GA,1,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,41,ga_vehicle_type_initialization,22,7,15,15,1a0bf1ad3e76a4ace9e3ac1dd3dbcd2e70d0b65ed260c024a776e0cec431f345
e2-threeshift-150c-01,LNS,1,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,37,lns_vehicle_type_mutation,22,7,15,15,cf99426900a2ecc2f3fcc83d499d04587dd32edfdab482bfe022ce6b148b28f7
e2-threeshift-150c-01,PSO,1,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,41,pso_initial_particle,22,7,15,15,3f5459aaaeca94b83fd33fe4a992f24e79160cf0e38adf4eaa070cd9441669b4
e2-threeshift-150c-01,VNS,1,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,30,vns_local_vehicle_type,22,7,15,15,2267106ee2dba4c19b6b3a727a82ef802558b2638ba03c562cd88df3682ab2fc
e2-threeshift-150c-01,GA,2,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,41,ga_vehicle_type_initialization,22,7,15,15,4b4c56611c8ea393dcb744d447feee25fad55f24473216cf2f2693794e3259be
e2-threeshift-150c-01,LNS,2,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,42,lns_vehicle_type_mutation,22,7,15,15,0a8f9a0806ddaaf679889fb43274b52196c26682df83df4fcd5088c79533f504
e2-threeshift-150c-01,PSO,2,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,41,pso_initial_particle,22,7,15,15,79d76e7c6acc9733b8cedb067bf962a0c7cd6f611c0de0113b594fcb3ab43434
e2-threeshift-150c-01,VNS,2,OK,OK,5803.553350198798,5174.345121253789,0.6818181818181818,16000,16000,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,5174.345121253789,0,42,vns_local_vehicle_type,22,7,15,15,bd3746fbd0b60c8d686e659de52dc3affdb49dab8c16f1a826fede93c194241a
