algorithm,seeds,unique_best_costs,best_cost_values,unique_best_signatures,best_signature_values,unique_best_ev_shares,best_ev_share_values,all_status_ok,all_eval_budget_full
GA,1|2,1,5174.345121253789,1,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,1,0.6818181818181818,True,True
LNS,1|2,1,5174.345121253789,1,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,1,0.6818181818181818,True,True
PSO,1|2,1,5174.345121253789,1,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,1,0.6818181818181818,True,True
VNS,1|2,1,5174.345121253789,1,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,1,0.6818181818181818,True,True
ALL_BASELINES,1|2,1,5174.345121253789,1,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,1,0.6818181818181818,True,True
