actual_evals,algorithm,best_obj,budget_label,budget_status,budget_steps,bundle,candidate_k,candidate_k_evaluated,candidate_scores,control_mode,current_obj,eval_floor,eval_floor_ratio,evidence_role,oracle_candidate_evals,oracle_eval_overhead_vs_operator,probe_mode,scale,seed,source_track,stage,steps,target_steps,trace_destroy_id,trace_repair_id,track,violation_count,wall_floor_ratio,wall_floor_seconds,wall_time_seconds,worker_integrity_ok,worker_numpy_version,worker_python_executable
250,operator_select,589.1492303980746,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,250,block_ppo,589.1492303980746,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1202,,A,250,250,vehicle_type_swap,regret3_insert_repair,track23,0,0.2505166666659837,60.0,15.030999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,616.8623138896064,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,250,block_ppo,619.2106403333388,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1202,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.11745000000034149,60.0,7.047000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,606.4395514361154,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,2000,best_of_k_destroy,606.4395514361154,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1202,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.7994666666684983,60.0,47.968000000109896,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,operator_select,602.8111871995947,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,250,block_ppo,603.2207868450738,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1203,,A,250,250,whole_route_removal,regret2_insert_repair,track23,0,0.12708333333333333,60.0,7.625,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
250,worst_removal_fixed,617.979563212166,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,250,block_ppo,618.5908538841961,250,1.0,DESTROY_LEVERAGE_GATE,250,0,equal_steps_oracle,25c,1203,,A,250,250,random_customer_removal,greedy_insert_repair,track23,0,0.12004999999965851,60.0,7.202999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
2000,best_of_k_destroy,594.1920306645859,25c_250,OK,250,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,2000,best_of_k_destroy,594.6832848137152,250,8.0,DESTROY_LEVERAGE_GATE,1000,1750,equal_steps_oracle,25c,1203,,A,250,250,best_of_k_destroy,greedy_insert_repair,track23,0,0.8091166666670081,60.0,48.54700000002049,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,577.3760383455618,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,1000,block_ppo,577.3760383455618,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1201,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,0.741150000000683,60.0,44.46900000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,586.3369138704496,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,1000,block_ppo,586.5157398493419,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1201,,A,1000,1000,random_customer_removal,regret3_insert_repair,track23,0,0.9075499999996585,60.0,54.45299999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,629.2436079574788,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,8000,best_of_k_destroy,629.809609739084,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1201,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.626033333335848,60.0,217.56200000015087,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,589.1492303980746,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,1000,block_ppo,589.1492303980746,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1202,,A,1000,1000,random_customer_removal,greedy_insert_repair,track23,0,1.0333333333333334,60.0,62.0,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,599.5065069155031,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,1000,block_ppo,599.9161065609821,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1202,,A,1000,1000,vehicle_type_swap,greedy_insert_repair,track23,0,0.23541666666666666,60.0,14.125,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,606.4395514361154,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,8000,best_of_k_destroy,611.0913263885079,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1202,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.123449999998168,60.0,187.4069999998901,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,operator_select,602.6668360640159,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,1000,block_ppo,605.2118760191499,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1203,,A,1000,1000,vehicle_type_swap,greedy_insert_repair,track23,0,0.2575499999996585,60.0,15.452999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
1000,worst_removal_fixed,599.44186959478,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,1000,block_ppo,599.851469240259,1000,1.0,DESTROY_LEVERAGE_GATE,1000,0,equal_steps_oracle,25c,1203,,A,1000,1000,vehicle_type_swap,greedy_insert_repair,track23,0,0.20806666666952273,60.0,12.484000000171363,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
8000,best_of_k_destroy,594.1920306645859,25c_1000,OK,1000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,8000,best_of_k_destroy,594.8283354194658,1000,8.0,DESTROY_LEVERAGE_GATE,4000,7000,equal_steps_oracle,25c,1203,,A,1000,1000,best_of_k_destroy,greedy_insert_repair,track23,0,3.4515666666673495,60.0,207.09400000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,operator_select,577.0368115085375,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,4000,block_ppo,578.5788680137601,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1201,,A,4000,4000,random_customer_removal,greedy_insert_repair,track23,0,3.009116666667008,60.0,180.5470000000205,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,worst_removal_fixed,585.1775834952374,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,4000,block_ppo,586.6600909849208,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1201,,A,4000,4000,random_customer_removal,regret3_insert_repair,track23,0,3.9419166666688397,60.0,236.51500000013039,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
32000,best_of_k_destroy,561.4236634722349,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,32000,best_of_k_destroy,564.8788823325798,4000,8.0,DESTROY_LEVERAGE_GATE,16000,28000,equal_steps_oracle,25c,1201,,A,4000,4000,best_of_k_destroy,greedy_insert_repair,track23,0,12.98125,60.0,778.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,operator_select,588.3393238492491,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,4000,block_ppo,589.8339924820726,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1202,,A,4000,4000,route_segment_removal,regret2_insert_repair,track23,0,2.7906333333308186,60.0,167.43799999984913,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,worst_removal_fixed,599.5065069155031,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,4000,block_ppo,599.9161065609821,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1202,,A,4000,4000,vehicle_type_swap,greedy_insert_repair,track23,0,0.4158833333329918,60.0,24.95299999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
32000,best_of_k_destroy,606.4395514361154,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,32000,best_of_k_destroy,610.2452868271907,4000,8.0,DESTROY_LEVERAGE_GATE,16000,28000,equal_steps_oracle,25c,1202,,A,4000,4000,best_of_k_destroy,greedy_insert_repair,track23,0,12.145833333333334,60.0,728.75,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,operator_select,574.6831750813095,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,4000,block_ppo,574.6831750813095,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1203,,A,4000,4000,vehicle_type_swap,greedy_insert_repair,track23,0,0.9012999999996585,60.0,54.07799999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
4000,worst_removal_fixed,599.44186959478,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,,0,4000,block_ppo,599.851469240259,4000,1.0,DESTROY_LEVERAGE_GATE,4000,0,equal_steps_oracle,25c,1203,,A,4000,4000,vehicle_type_swap,greedy_insert_repair,track23,0,0.40313333333469925,60.0,24.188000000081956,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
32000,best_of_k_destroy,559.7052642161846,25c_4000,OK,4000,models/data_bundle/generated_instances/E-UK25_13__curric_d2_s3_seed2213_24h,4,4,32000,best_of_k_destroy,560.067395246899,4000,8.0,DESTROY_LEVERAGE_GATE,16000,28000,equal_steps_oracle,25c,1203,,A,4000,4000,best_of_k_destroy,greedy_insert_repair,track23,0,13.750266666667692,60.0,825.0160000000615,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,operator_select,922.7354337334353,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,750,block_ppo,926.0400085024088,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1201,,A,750,750,random_customer_removal,regret3_insert_repair,track23,0,2.222400000000683,60.0,133.34400000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,worst_removal_fixed,980.7327106754656,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,750,block_ppo,981.3424544206861,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1201,,A,750,750,random_customer_removal,regret3_insert_repair,track23,0,1.4395833333333334,60.0,86.375,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
6000,best_of_k_destroy,985.9051899946007,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,4,4,6000,best_of_k_destroy,993.0051712800678,750,8.0,DESTROY_LEVERAGE_GATE,3000,5250,equal_steps_oracle,50c,1201,,A,750,750,best_of_k_destroy,greedy_insert_repair,track23,0,7.242183333336531,60.0,434.53100000019185,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,operator_select,910.8348995108636,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,750,block_ppo,911.0194882930206,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1202,,A,750,750,route_segment_removal,regret2_insert_repair,track23,0,1.9393333333311602,60.0,116.35999999986961,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,worst_removal_fixed,902.0389974451779,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,750,block_ppo,902.0389974451779,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1202,,A,750,750,vehicle_type_swap,greedy_insert_repair,track23,0,1.2851666666644936,60.0,77.10999999986961,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
6000,best_of_k_destroy,983.6227579017367,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,4,4,6000,best_of_k_destroy,988.114289193514,750,8.0,DESTROY_LEVERAGE_GATE,3000,5250,equal_steps_oracle,50c,1202,,A,750,750,best_of_k_destroy,greedy_insert_repair,track23,0,7.163283333333675,60.0,429.7970000000205,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,operator_select,962.1928172764281,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,750,block_ppo,962.648662953164,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1203,,A,750,750,route_segment_removal,regret3_insert_repair,track23,0,1.003633333335165,60.0,60.218000000109896,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,worst_removal_fixed,990.0388880722421,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,750,block_ppo,991.427949450962,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1203,,A,750,750,random_customer_removal,regret2_insert_repair,track23,0,1.40625,60.0,84.375,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
6000,best_of_k_destroy,920.2505391949722,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,4,4,6000,best_of_k_destroy,920.3796657244487,750,8.0,DESTROY_LEVERAGE_GATE,3000,5250,equal_steps_oracle,50c,1203,,A,750,750,best_of_k_destroy,greedy_insert_repair,track23,0,8.207033333333674,60.0,492.4220000000205,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,operator_select,922.5508449512786,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,3000,block_ppo,922.7354337334353,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1201,,A,3000,3000,route_segment_removal,regret2_insert_repair,track23,0,3.9841166666631276,60.0,239.04699999978766,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,worst_removal_fixed,980.7327106754656,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,3000,block_ppo,982.9566524025898,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1201,,A,3000,3000,random_customer_removal,regret3_insert_repair,track23,0,6.220583333335041,60.0,373.23500000010245,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
24000,best_of_k_destroy,983.0999297274087,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,4,4,24000,best_of_k_destroy,986.5800704119894,3000,8.0,DESTROY_LEVERAGE_GATE,12000,21000,equal_steps_oracle,50c,1201,,A,3000,3000,best_of_k_destroy,greedy_insert_repair,track23,0,30.2213500000032,60.0,1813.2810000001919,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,operator_select,910.8348995108636,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,3000,block_ppo,911.0194882930206,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1202,,A,3000,3000,route_segment_removal,regret2_insert_repair,track23,0,3.07839999999851,60.0,184.7039999999106,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,worst_removal_fixed,900.6129309114788,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,3000,block_ppo,900.6129309114788,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1202,,A,3000,3000,route_segment_removal,regret3_insert_repair,track23,0,4.202333333331626,60.0,252.13999999989755,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
24000,best_of_k_destroy,983.5078241594573,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,4,4,24000,best_of_k_destroy,988.157455252305,3000,8.0,DESTROY_LEVERAGE_GATE,12000,21000,equal_steps_oracle,50c,1202,,A,3000,3000,best_of_k_destroy,greedy_insert_repair,track23,0,29.83933333333504,60.0,1790.3600000001024,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,operator_select,962.1928172764281,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,3000,block_ppo,962.648662953164,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1203,,A,3000,3000,route_segment_removal,regret3_insert_repair,track23,0,2.173433333336531,60.0,130.40600000019185,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,worst_removal_fixed,902.6962401782076,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,,0,3000,block_ppo,904.1216955994461,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1203,,A,3000,3000,route_segment_removal,greedy_insert_repair,track23,0,2.869533333333675,60.0,172.1720000000205,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
24000,best_of_k_destroy,910.7579617688847,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_11__curric_d2_s3_seed2251_24h,4,4,24000,best_of_k_destroy,910.7579617688847,3000,8.0,DESTROY_LEVERAGE_GATE,12000,21000,equal_steps_oracle,50c,1203,,A,3000,3000,best_of_k_destroy,greedy_insert_repair,track23,0,30.151049999997486,60.0,1809.0629999998491,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,operator_select,838.1442278988555,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,750,block_ppo,838.6163468151277,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1201,,A,750,750,route_segment_removal,greedy_insert_repair,track23,0,1.8656333333308188,60.0,111.93799999984913,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,worst_removal_fixed,834.4505149808172,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,750,block_ppo,836.6719902765795,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1201,,A,750,750,random_customer_removal,greedy_insert_repair,track23,0,1.5328166666673497,60.0,91.96900000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
6000,best_of_k_destroy,838.4592285458323,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,4,4,6000,best_of_k_destroy,842.5234059123345,750,8.0,DESTROY_LEVERAGE_GATE,3000,5250,equal_steps_oracle,50c,1201,,A,750,750,best_of_k_destroy,greedy_insert_repair,track23,0,7.596083333335506,60.0,455.7650000001304,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,operator_select,844.7334934019576,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,750,block_ppo,847.0194804936818,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1202,,A,750,750,random_customer_removal,greedy_insert_repair,track23,0,2.4661499999968024,60.0,147.96899999980815,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,worst_removal_fixed,828.7148630405311,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,750,block_ppo,829.3965307659435,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1202,,A,750,750,random_customer_removal,regret2_insert_repair,track23,0,1.4192666666698641,60.0,85.15600000019185,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
6000,best_of_k_destroy,845.8958335739758,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,4,4,6000,best_of_k_destroy,846.5862878903264,750,8.0,DESTROY_LEVERAGE_GATE,3000,5250,equal_steps_oracle,50c,1202,,A,750,750,best_of_k_destroy,greedy_insert_repair,track23,0,6.60651666666381,60.0,396.39099999982864,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,operator_select,832.240303870186,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,750,block_ppo,834.9512309979552,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1203,,A,750,750,route_segment_removal,regret3_insert_repair,track23,0,0.890099999999317,60.0,53.40599999995902,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
750,worst_removal_fixed,834.5042067424132,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,750,block_ppo,834.8042551748651,750,1.0,DESTROY_LEVERAGE_GATE,750,0,equal_steps_oracle,50c,1203,,A,750,750,random_customer_removal,regret2_insert_repair,track23,0,1.3765666666673497,60.0,82.59400000004098,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
6000,best_of_k_destroy,835.2352722982421,50c_750,OK,750,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,4,4,6000,best_of_k_destroy,835.891014127338,750,8.0,DESTROY_LEVERAGE_GATE,3000,5250,equal_steps_oracle,50c,1203,,A,750,750,best_of_k_destroy,greedy_insert_repair,track23,0,6.557033333333675,60.0,393.4220000000205,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,operator_select,837.6289102035463,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,3000,block_ppo,839.8160278833268,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1201,,A,3000,3000,vehicle_type_swap,regret3_insert_repair,track23,0,2.5468666666691813,60.0,152.81200000015087,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,worst_removal_fixed,833.691801967687,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,3000,block_ppo,836.5345565253627,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1201,,A,3000,3000,route_segment_removal,greedy_insert_repair,track23,0,4.644016666663811,60.0,278.64099999982864,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
24000,best_of_k_destroy,838.3009977261622,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,4,4,24000,best_of_k_destroy,839.8347290106328,3000,8.0,DESTROY_LEVERAGE_GATE,12000,21000,equal_steps_oracle,50c,1201,,A,3000,3000,best_of_k_destroy,greedy_insert_repair,track23,0,26.941933333334358,60.0,1616.5160000000615,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,operator_select,844.7334934019576,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,3000,block_ppo,846.9055543366056,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1202,,A,3000,3000,route_segment_removal,greedy_insert_repair,track23,0,3.5903500000014903,60.0,215.4210000000894,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,worst_removal_fixed,828.7148630405311,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,3000,block_ppo,832.182395785142,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1202,,A,3000,3000,route_segment_removal,greedy_insert_repair,track23,0,3.331766666669864,60.0,199.90600000019185,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
24000,best_of_k_destroy,845.8047714806402,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,4,4,24000,best_of_k_destroy,846.542547913208,3000,8.0,DESTROY_LEVERAGE_GATE,12000,21000,equal_steps_oracle,50c,1202,,A,3000,3000,best_of_k_destroy,greedy_insert_repair,track23,0,29.011716666666324,60.0,1740.7029999999795,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,operator_select,832.240303870186,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,3000,block_ppo,834.7622215666453,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1203,,A,3000,3000,route_segment_removal,regret3_insert_repair,track23,0,2.049216666666325,60.0,122.95299999997951,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
3000,worst_removal_fixed,834.5042067424132,50c_3000,OK,3000,models/data_bundle/generated_instances/E-UK50_12__curric_d2_s3_seed2252_24h,,0,3000,block_ppo,834.8042551748651,3000,1.0,DESTROY_LEVERAGE_GATE,3000,0,equal_steps_oracle,50c,1203,,A,3000,3000,route_segment_removal,regret3_insert_repair,track23,0,2.4960833333355064,60.0,149.76500000013039,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
