actual_evals,algorithm,best_obj,bundle,bundle_role,candidate_scores,checkpoint_update,control_mode,destroy_counts,elapsed_seconds,eval_budget,eval_mode,feasible,meta_exploration_ratio,meta_q_ratio,meta_threshold_ratio,model_label,model_path,obs_dim,operator_base_id,operator_counts,q_ratio_counts,repair_counts,repair_delta_count,runtime_target_seconds,seed,selection_mode,solution_signature_hash,stage,track,violation_count,worker_numpy_version,worker_python_executable,worker_python_version
3000,ppo_block_best_24d,1738.7137844091162,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,22,block_ppo,"{'whole_route_removal': 2, 'random_customer_removal': 10, 'vehicle_type_swap': 79, 'worst_customer_removal': 2, 'route_segment_removal': 1}",444.2380850999616,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 31, '0.230000': 63}","{'greedy_insert_repair': 79, 'regret3_insert_repair': 11, 'regret2_insert_repair': 4}",2081739,0.0,5,,c92089fcc8b32e63966f8b3b65b7d160ba0d0ae96df461e9f8ba4d0a5d32fa7c,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1756.8158932728638,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,block_ppo,"{'random_customer_removal': 75, 'whole_route_removal': 12, 'vehicle_type_swap': 3, 'route_segment_removal': 4}",425.9102362000849,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret3_insert_repair': 87, 'greedy_insert_repair': 3, 'regret2_insert_repair': 4}",1883490,0.0,5,,4f2c4fb431e5da2521f3211ad700c503b15fc0a64852d42da7b302a126999d94,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1713.6654505650793,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,,block_ppo,"{'random_customer_removal': 23, 'route_segment_removal': 65, 'shaw_related_removal': 2, 'whole_route_removal': 1, 'vehicle_type_swap': 2, 'worst_customer_removal': 1}",722.9446622999385,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret3_insert_repair': 87, 'greedy_insert_repair': 5, 'regret2_insert_repair': 2}",3599056,0.0,5,alpha_ucb_meta,59590abd04371c875cba25c0eac1a9e7409b1c1e9024b459c2579978997eb60d,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1903.6336442970155,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,3000,-1,official_kernel,{},32.01501910015941,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,5,,8f45702765cc886a4bdce3d69c1dfd424cd629f237ecc254b0b9b4bea7392f43,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1735.372456373762,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,22,block_ppo,"{'random_customer_removal': 7, 'route_segment_removal': 1, 'shaw_related_removal': 1, 'vehicle_type_swap': 85}",261.41344150016084,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 23, '0.230000': 71}","{'regret2_insert_repair': 9, 'greedy_insert_repair': 84, 'regret3_insert_repair': 1}",1068433,0.0,1,,0fa27905703fda5cf9721ddc8408082eaa634dd1faebd33a34f5b996e1ba9ac1,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1753.570969592032,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,block_ppo,"{'random_customer_removal': 87, 'whole_route_removal': 2, 'route_segment_removal': 1, 'vehicle_type_swap': 4}",345.49607559992,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret3_insert_repair': 87, 'regret2_insert_repair': 3, 'greedy_insert_repair': 4}",1666402,0.0,1,,3ca6363a4bda2fc77f982c5883f39315dbe56a58a96493f9235b26ada6f956b7,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1745.0896486789227,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,,block_ppo,"{'random_customer_removal': 21, 'worst_customer_removal': 8, 'shaw_related_removal': 4, 'route_segment_removal': 59, 'whole_route_removal': 2}",875.457642500056,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 79, 'regret3_insert_repair': 11, 'greedy_insert_repair': 4}",4150135,0.0,1,alpha_ucb_meta,0bfc87e7c40b3185f02b2d9a346f811bd066a1e7f9c341568f845daa984caa50,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1817.3841317310967,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,official_kernel,{},244.09387969993986,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,1,,75ec418bc16564e5fd86f5c5d388ace46a926b2523dbc18aa594ec604f388ef5,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1777.7765777425845,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,22,block_ppo,"{'random_customer_removal': 9, 'whole_route_removal': 1, 'shaw_related_removal': 3, 'vehicle_type_swap': 81}",385.2169545998331,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 26, '0.230000': 68}","{'regret3_insert_repair': 9, 'greedy_insert_repair': 84, 'regret2_insert_repair': 1}",1786106,0.0,2,,3b6760a29d73a2419a8e9456ff856ff002baa6e6e6e8f97e1a7ec9fdce7df064,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1849.3528088640485,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,block_ppo,"{'random_customer_removal': 87, 'vehicle_type_swap': 7}",363.0600898999255,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},{'greedy_insert_repair': 94},1476418,0.0,2,,161fa2645719921197c91eb1f32ca9a94a799be7eb6922f3406070e6c126546a,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1786.54695475373,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,,block_ppo,"{'random_customer_removal': 8, 'shaw_related_removal': 2, 'whole_route_removal': 2, 'route_segment_removal': 74, 'vehicle_type_swap': 7, 'worst_customer_removal': 1}",354.5210521998815,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 7, 'regret3_insert_repair': 79, 'greedy_insert_repair': 8}",1356117,0.0,2,alpha_ucb_meta,19581d9f4070e6575a0b0d384fcac5a82c1c02e7a47cecff57ef47e2178a2616,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1799.2407795018778,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,official_kernel,{},219.0248226998374,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,2,,fe3c228356461bba7ec4720cf030302923bec359bc1db445ba7dd8fc96a24e91,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1748.2279363925566,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,22,block_ppo,"{'random_customer_removal': 13, 'vehicle_type_swap': 80, 'route_segment_removal': 1}",466.9909343000036,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 17, '0.230000': 77}","{'regret2_insert_repair': 13, 'greedy_insert_repair': 80, 'regret3_insert_repair': 1}",2140877,0.0,3,,a4137cfab6c8082b78c5e47b2e0329e0b47499687909966b14201a931e94bc0c,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1745.7982858776948,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,block_ppo,"{'random_customer_removal': 71, 'vehicle_type_swap': 12, 'route_segment_removal': 11}",368.5166297000833,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 82, 'regret3_insert_repair': 1, 'regret2_insert_repair': 11}",1236272,0.0,3,,354166bf7e54f87426229e9c52d2230e91c0a6cbcc30d47688cbf2eef346f2cb,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1780.1297218983564,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,,block_ppo,"{'random_customer_removal': 25, 'vehicle_type_swap': 4, 'route_segment_removal': 55, 'whole_route_removal': 6, 'shaw_related_removal': 3, 'worst_customer_removal': 1}",1015.2662650998682,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 78, 'greedy_insert_repair': 12, 'regret3_insert_repair': 4}",4201005,0.0,3,alpha_ucb_meta,a41396fb3709240d849703206bc8ecd8689de9ce1b283b33296c5925602a5c02,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1793.8699658241271,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,official_kernel,{},223.77794679999352,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,3,,4e803dc0d9550710b5552bbdceb1015a5164fe878dbf39f946d65802804265c2,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1721.0540436560796,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,22,block_ppo,"{'random_customer_removal': 23, 'whole_route_removal': 2, 'vehicle_type_swap': 53, 'worst_customer_removal': 4, 'route_segment_removal': 10, 'shaw_related_removal': 2}",926.6599720001686,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 55, '0.230000': 39}","{'regret3_insert_repair': 33, 'greedy_insert_repair': 53, 'regret2_insert_repair': 8}",4139033,0.0,4,,db0e816599d5c03553bad745f5fdf607a5f61635756741cf52304c0b1fdd37df,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1960.141312488677,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,block_ppo,"{'worst_customer_removal': 3, 'vehicle_type_swap': 8, 'route_segment_removal': 83}",67.18849939992651,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret2_insert_repair': 2, 'greedy_insert_repair': 9, 'regret3_insert_repair': 83}",168289,0.0,4,,26a01b0a4a01fb40b8e0aec56a3c46b4030889db1a147f94f66389deb262003c,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1727.2725689509048,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,,block_ppo,"{'random_customer_removal': 20, 'route_segment_removal': 65, 'worst_customer_removal': 2, 'vehicle_type_swap': 3, 'shaw_related_removal': 1, 'whole_route_removal': 3}",716.188290799968,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'regret3_insert_repair': 28, 'regret2_insert_repair': 60, 'greedy_insert_repair': 6}",2991865,0.0,4,alpha_ucb_meta,8598697d331621ccc8d9db877caa9511c487dc37eb347510a1c3cb5744f3e305,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1850.1830445104365,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,official_kernel,{},206.27651260001585,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,4,,b8d147bfd9f647074deae4cd7c57a374f2beeeb3a9fcf8ba244170bce1ead1d7,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,ppo_block_best_24d,1824.0758658797447,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,22,block_ppo,"{'route_segment_removal': 17, 'random_customer_removal': 6, 'shaw_related_removal': 1, 'vehicle_type_swap': 69, 'worst_customer_removal': 1}",342.72073189984076,3000,budget,True,,,,best_val_24d,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/best_val_async_block_ppo.pt,24,winner_kernel_v1,{},"{'0.400000': 50, '0.230000': 44}","{'regret3_insert_repair': 17, 'greedy_insert_repair': 72, 'regret2_insert_repair': 5}",1333477,0.0,5,,ad5b55dc5bb2f56131f29c67be391bf4ff10b9b34e8a6405fd791ff3492d36ab,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,alpha_ucb_block,1776.168095532124,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,block_ppo,"{'worst_customer_removal': 5, 'shaw_related_removal': 61, 'whole_route_removal': 3, 'vehicle_type_swap': 11, 'route_segment_removal': 14}",444.75643539987504,3000,budget,True,,,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret2_insert_repair': 18, 'regret3_insert_repair': 62, 'greedy_insert_repair': 14}",988721,0.0,5,,1899e4dbc77005b01bf7a12a4d4dd7681236a948776b460ad9044733220d45af,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,best_static_meta,1775.5609206017762,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,,block_ppo,"{'random_customer_removal': 21, 'whole_route_removal': 3, 'route_segment_removal': 64, 'worst_customer_removal': 1, 'shaw_related_removal': 2, 'vehicle_type_swap': 3}",890.5536698999349,3000,budget,True,0.15,0.4,0.0025,best_static_meta,,,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 84, 'regret2_insert_repair': 7, 'regret3_insert_repair': 3}",3101154,0.0,5,alpha_ucb_meta,7e84bc0fdd986f2f0e3dcc8f1beb84893d76814bc544d46bbd6c62b3b1ed3be6,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
3000,official_winner_kernel,1787.8359445701722,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,3000,-1,official_kernel,{},226.96588400006294,3000,budget,True,,,,,,,winner_kernel_v1,{},{},{},0,0.0,5,,70f461202b74dc2941e066ec22cde19f1b552c59816d64d45597578742ac4d5d,C,track23,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
