actual_eval_fraction,actual_evals,algorithm,best_obj,bundle,bundle_role,candidate_generator_mode,candidate_nondefault_count,candidate_scores,checkpoint_update,control_mode,destroy_counts,elapsed_seconds,eval_budget,eval_mode,feasible,meta_exploration_ratio,meta_q_ratio,meta_threshold_ratio,model_label,operator_base_id,operator_counts,q_ratio_counts,repair_counts,repair_delta_count,runtime_target_seconds,scale,search_control_mode,search_noncontinue_count,seed,selection_mode,selection_subset,sidecar_source,solution_signature_hash,stage,stop_requested_count,track,violation_count,worker_numpy_version,worker_python_executable,worker_python_version
,3000,official_winner_kernel,1799.2407795018778,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,official_kernel,{},219.0248226998374,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,2,,,stage_c24_baseline_copy,fe3c228356461bba7ec4720cf030302923bec359bc1db445ba7dd8fc96a24e91,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1745.7982858776948,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,block_ppo,"{'random_customer_removal': 71, 'vehicle_type_swap': 12, 'route_segment_removal': 11}",368.5166297000833,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'greedy_insert_repair': 82, 'regret3_insert_repair': 1, 'regret2_insert_repair': 11}",1236272,0.0,,,,3,,,stage_c24_baseline_copy,354166bf7e54f87426229e9c52d2230e91c0a6cbcc30d47688cbf2eef346f2cb,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1780.1297218983564,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,,block_ppo,"{'random_customer_removal': 25, 'vehicle_type_swap': 4, 'route_segment_removal': 55, 'whole_route_removal': 6, 'shaw_related_removal': 3, 'worst_customer_removal': 1}",1015.2662650998682,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret2_insert_repair': 78, 'greedy_insert_repair': 12, 'regret3_insert_repair': 4}",4201005,0.0,,,,3,alpha_ucb_meta,,stage_c24_baseline_copy,a41396fb3709240d849703206bc8ecd8689de9ce1b283b33296c5925602a5c02,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1793.8699658241271,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,official_kernel,{},223.77794679999352,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,3,,,stage_c24_baseline_copy,4e803dc0d9550710b5552bbdceb1015a5164fe878dbf39f946d65802804265c2,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1960.141312488677,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,block_ppo,"{'worst_customer_removal': 3, 'vehicle_type_swap': 8, 'route_segment_removal': 83}",67.18849939992651,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret2_insert_repair': 2, 'greedy_insert_repair': 9, 'regret3_insert_repair': 83}",168289,0.0,,,,4,,,stage_c24_baseline_copy,26a01b0a4a01fb40b8e0aec56a3c46b4030889db1a147f94f66389deb262003c,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1727.2725689509048,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,,block_ppo,"{'random_customer_removal': 20, 'route_segment_removal': 65, 'worst_customer_removal': 2, 'vehicle_type_swap': 3, 'shaw_related_removal': 1, 'whole_route_removal': 3}",716.188290799968,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'regret3_insert_repair': 28, 'regret2_insert_repair': 60, 'greedy_insert_repair': 6}",2991865,0.0,,,,4,alpha_ucb_meta,,stage_c24_baseline_copy,8598697d331621ccc8d9db877caa9511c487dc37eb347510a1c3cb5744f3e305,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1850.1830445104365,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,official_kernel,{},206.27651260001585,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,4,,,stage_c24_baseline_copy,b8d147bfd9f647074deae4cd7c57a374f2beeeb3a9fcf8ba244170bce1ead1d7,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,alpha_ucb_block,1776.168095532124,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,block_ppo,"{'worst_customer_removal': 5, 'shaw_related_removal': 61, 'whole_route_removal': 3, 'vehicle_type_swap': 11, 'route_segment_removal': 14}",444.75643539987504,3000,budget,True,,,,,winner_kernel_v1,{},{'0.160000': 94},"{'regret2_insert_repair': 18, 'regret3_insert_repair': 62, 'greedy_insert_repair': 14}",988721,0.0,,,,5,,,stage_c24_baseline_copy,1899e4dbc77005b01bf7a12a4d4dd7681236a948776b460ad9044733220d45af,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,best_static_meta,1775.5609206017762,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,,block_ppo,"{'random_customer_removal': 21, 'whole_route_removal': 3, 'route_segment_removal': 64, 'worst_customer_removal': 1, 'shaw_related_removal': 2, 'vehicle_type_swap': 3}",890.5536698999349,3000,budget,True,0.15,0.4,0.0025,best_static_meta,winner_kernel_v1,{},{'0.400000': 94},"{'greedy_insert_repair': 84, 'regret2_insert_repair': 7, 'regret3_insert_repair': 3}",3101154,0.0,,,,5,alpha_ucb_meta,,stage_c24_baseline_copy,7e84bc0fdd986f2f0e3dcc8f1beb84893d76814bc544d46bbd6c62b3b1ed3be6,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
,3000,official_winner_kernel,1787.8359445701722,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,,,3000,-1,official_kernel,{},226.96588400006294,3000,budget,True,,,,,winner_kernel_v1,{},{},{},0,0.0,,,,5,,,stage_c24_baseline_copy,70f461202b74dc2941e066ec22cde19f1b552c59816d64d45597578742ac4d5d,C_pilot16_reval,,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,3999.9019232336946,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,1,189,752,375,block_ppo,{'random_customer_removal': 189},682.0757244999986,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},1784120,0.0,100,1,1,1,,track23_d2_sidecar,,d16463da393418d061c7d093d6236311e48ec7c82c3fbddf7e563d28659d290d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,3999.9019232336946,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,1,189,752,375,block_ppo,{'random_customer_removal': 189},657.7431002000812,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},1784120,0.0,100,1,1,2,,track23_d2_sidecar,,d16463da393418d061c7d093d6236311e48ec7c82c3fbddf7e563d28659d290d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,3999.9019232336946,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,1,189,752,375,block_ppo,{'random_customer_removal': 189},596.3379552001134,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},1784120,0.0,100,1,1,3,,track23_d2_sidecar,,d16463da393418d061c7d093d6236311e48ec7c82c3fbddf7e563d28659d290d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,3999.9019232336946,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,1,189,752,375,block_ppo,{'random_customer_removal': 189},584.6136256000027,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},1784120,0.0,100,1,1,4,,track23_d2_sidecar,,d16463da393418d061c7d093d6236311e48ec7c82c3fbddf7e563d28659d290d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,3999.9019232336946,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,E-UK100_01,1,189,752,375,block_ppo,{'random_customer_removal': 189},595.8242850999814,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},1784120,0.0,100,1,1,5,,track23_d2_sidecar,,d16463da393418d061c7d093d6236311e48ec7c82c3fbddf7e563d28659d290d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,2416.0601894487863,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,1,189,752,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 188}",616.5807020000648,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},2208436,0.0,100,1,1,1,,track23_d2_sidecar,,16737b29ff97405314f04d7f255f31c1cb458e5d7e877056778e44dadafcc60d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,2416.0601894487863,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,1,189,752,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 188}",617.5367686999962,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},2208436,0.0,100,1,1,2,,track23_d2_sidecar,,16737b29ff97405314f04d7f255f31c1cb458e5d7e877056778e44dadafcc60d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,2416.0601894487863,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,1,189,752,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 188}",621.8737717000768,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},2208436,0.0,100,1,1,3,,track23_d2_sidecar,,16737b29ff97405314f04d7f255f31c1cb458e5d7e877056778e44dadafcc60d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,2416.0601894487863,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,1,189,752,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 188}",693.8796274999622,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},2208436,0.0,100,1,1,4,,track23_d2_sidecar,,16737b29ff97405314f04d7f255f31c1cb458e5d7e877056778e44dadafcc60d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.25066666666666665,752,pilot16_final_clean,2416.0601894487863,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,E-UK100_02,1,189,752,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 188}",702.0507495999336,3000,budget,True,,,,pilot16_final,,{},{'0.100000': 189},{'regret2_insert_repair': 189},2208436,0.0,100,1,1,5,,track23_d2_sidecar,,16737b29ff97405314f04d7f255f31c1cb458e5d7e877056778e44dadafcc60d,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.252,756,pilot16_final_clean,2431.290615375776,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,1,190,756,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 189}",622.1733015999198,3000,budget,True,,,,pilot16_final,,{},"{'0.100000': 189, '0.300000': 1}",{'regret2_insert_repair': 190},1160730,0.0,100,1,1,1,,track23_d2_sidecar,,a69138088057916e8c9a83c45ce3ee58b4186ba1a4854ef720d6e20edb837947,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.252,756,pilot16_final_clean,2431.290615375776,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,1,190,756,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 189}",616.5722193999682,3000,budget,True,,,,pilot16_final,,{},"{'0.100000': 189, '0.300000': 1}",{'regret2_insert_repair': 190},1160730,0.0,100,1,1,2,,track23_d2_sidecar,,a69138088057916e8c9a83c45ce3ee58b4186ba1a4854ef720d6e20edb837947,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.252,756,pilot16_final_clean,2431.290615375776,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,1,190,756,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 189}",611.6202499999199,3000,budget,True,,,,pilot16_final,,{},"{'0.100000': 189, '0.300000': 1}",{'regret2_insert_repair': 190},1160730,0.0,100,1,1,3,,track23_d2_sidecar,,a69138088057916e8c9a83c45ce3ee58b4186ba1a4854ef720d6e20edb837947,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.252,756,pilot16_final_clean,2431.290615375776,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,1,190,756,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 189}",583.6998213001061,3000,budget,True,,,,pilot16_final,,{},"{'0.100000': 189, '0.300000': 1}",{'regret2_insert_repair': 190},1160730,0.0,100,1,1,4,,track23_d2_sidecar,,a69138088057916e8c9a83c45ce3ee58b4186ba1a4854ef720d6e20edb837947,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
0.252,756,pilot16_final_clean,2431.290615375776,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,E-UK100_03,1,190,756,375,block_ppo,"{'whole_route_removal': 1, 'random_customer_removal': 189}",603.8997615000699,3000,budget,True,,,,pilot16_final,,{},"{'0.100000': 189, '0.300000': 1}",{'regret2_insert_repair': 190},1160730,0.0,100,1,1,5,,track23_d2_sidecar,,a69138088057916e8c9a83c45ce3ee58b4186ba1a4854ef720d6e20edb837947,C_pilot16_reval,1,track23_d2,0,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]"
