task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-25c-02-V2-LOCATIONS__seed4,cn-cy-25c-02-V2-LOCATIONS,cy,25,4,1444.05670437874,9.28332462500839,1478.9456568731896,10.172316708994913,1451.025890430205,9.974717958000838,1444.05670437874,29.49741266599449,151.68541927757155,116.99760886191257,152.9836822570345,151.68541927757155,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1444.05670437874,1444.05670437874,0.0,1,5.0,True,best_exact_hgs_parent,9abe9cd3a4cdbbbf4be2abfd17d75d4e3ff6dea05f87c3c938236d9da835df80,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
