instance_id,depots,ev_duties,cv_duties,generated_actions,applied_actions,rejected_actions,scope_mismatches,crossover_scope_equal,depot_collaboration_generated,fairness_cross_depot_generated,verdict
cn-cy-50c-01-V2-LOCATIONS,2,2,7,7854,7854,0,0,True,True,True,ACTION_SCOPE_SMOKE_COMPLETE
