instance_id,input_objective,final_objective,improvement,improvement_pct,improved,complete_evaluations,feasible_evaluations,infeasible_evaluations,duplicate_evaluations,duplicate_fraction,elapsed_seconds,stop_reason
cn-cy-150c-03-V2-LOCATIONS,7485.462937716153,7485.462937716153,0.0,0.0,False,0,0,0,0,0.0,35.394658375007566,LOCAL_OPTIMUM
cn-jjj-25c-02-V2-LOCATIONS,1426.643032749301,1426.643032749301,0.0,0.0,False,4,4,0,0,0.0,0.7369564580149017,LOCAL_OPTIMUM
cn-prd-100c-03-V2-LOCATIONS,4616.183683334074,4616.183683334074,0.0,0.0,False,0,0,0,0,0.0,11.29342750000069,LOCAL_OPTIMUM
