engine,profile,start,operator,repair,repetition,changed,feasible,violation_count,start_cost,candidate_cost,cost_delta,route_count_before,route_count_after,route_delta,ev_routes_before,ev_routes_after,ev_route_delta,charging_actions_before,charging_actions_after,charging_action_delta,hill_climb_would_accept,sa_accept_probability_at_temperature,detail,remove_count,raw_changed_before_wrapper_revert,raw_route_delta_before_wrapper_revert,raw_hard_violations_before_wrapper_revert
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret3_insert_repair,1,True,True,0,1811.8374767193643,1698.9569708369677,-112.88050588239662,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret3_insert_repair,2,True,True,0,1811.8374767193643,1698.9569708369677,-112.88050588239662,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret3_insert_repair,3,True,True,0,1811.8374767193643,1698.9569708369677,-112.88050588239662,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret3_insert_repair,4,True,True,0,1811.8374767193643,1698.9569708369677,-112.88050588239662,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,worst_customer_removal,regret3_insert_repair,5,True,True,0,1811.8374767193643,1698.9569708369677,-112.88050588239662,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,greedy_insert_repair,1,True,True,0,1811.8374767193643,1718.1213627789314,-93.71611394043293,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,greedy_insert_repair,2,True,True,0,1811.8374767193643,1790.1767656054437,-21.66071111392057,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,greedy_insert_repair,3,True,True,0,1811.8374767193643,1786.6679145699195,-25.1695621494448,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,greedy_insert_repair,4,True,True,0,1811.8374767193643,1788.2422268492019,-23.595249870162434,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,greedy_insert_repair,5,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret2_insert_repair,1,True,True,0,1811.8374767193643,1794.6149706034685,-17.22250611589584,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret2_insert_repair,2,True,True,0,1811.8374767193643,1740.1966503514616,-71.64082636790272,9,8,-1,1,0,-1,1,0,-1,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret2_insert_repair,3,True,True,0,1811.8374767193643,1722.7036678219943,-89.13380889737005,9,8,-1,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret2_insert_repair,4,True,True,0,1811.8374767193643,1802.5320534572802,-9.305423262084105,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret2_insert_repair,5,True,True,0,1811.8374767193643,1802.5778831498667,-9.25959356949761,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret3_insert_repair,1,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret3_insert_repair,2,True,True,0,1811.8374767193643,1811.8585563667232,0.021079647358874354,9,9,0,1,1,0,1,1,0,False,0.9999156849652768,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret3_insert_repair,3,True,True,0,1811.8374767193643,1766.751294189715,-45.08618252964925,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret3_insert_repair,4,True,True,0,1811.8374767193643,1785.9296807845858,-25.907795934778505,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,shaw_related_removal,regret3_insert_repair,5,True,True,0,1811.8374767193643,1757.821160059603,-54.01631665976129,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,greedy_insert_repair,1,True,True,0,1811.8374767193643,1724.1623243742852,-87.67515234507914,9,8,-1,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,greedy_insert_repair,2,True,True,0,1811.8374767193643,1724.1623243742852,-87.67515234507914,9,8,-1,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,greedy_insert_repair,3,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,greedy_insert_repair,4,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,greedy_insert_repair,5,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret2_insert_repair,1,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret2_insert_repair,2,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret2_insert_repair,3,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret2_insert_repair,4,True,True,0,1811.8374767193643,1730.3907181749512,-81.44675854441311,9,8,-1,1,0,-1,1,0,-1,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret2_insert_repair,5,True,True,0,1811.8374767193643,1730.3907181749512,-81.44675854441311,9,8,-1,1,0,-1,1,0,-1,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret3_insert_repair,1,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret3_insert_repair,2,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret3_insert_repair,3,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret3_insert_repair,4,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,whole_route_removal,regret3_insert_repair,5,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,greedy_insert_repair,1,True,True,0,1811.8374767193643,1813.567443043024,1.7299663236597098,9,9,0,1,1,0,1,1,0,False,0.9931040218428596,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,greedy_insert_repair,2,True,True,0,1811.8374767193643,1798.5586518861542,-13.278824833210138,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,greedy_insert_repair,3,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,greedy_insert_repair,4,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,greedy_insert_repair,5,True,True,0,1811.8374767193643,1762.1067027307456,-49.730773988618694,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret2_insert_repair,1,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret2_insert_repair,2,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret2_insert_repair,3,True,True,0,1811.8374767193643,1827.2532196947232,15.415742975358853,9,9,0,1,1,0,1,1,0,False,0.9401997071189749,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret2_insert_repair,4,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret2_insert_repair,5,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret3_insert_repair,1,True,True,0,1811.8374767193643,1807.9047973836048,-3.9326793357595307,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret3_insert_repair,2,True,True,0,1811.8374767193643,1781.7323774251056,-30.105099294258707,9,9,0,1,1,0,1,1,0,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret3_insert_repair,3,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret3_insert_repair,4,False,True,0,1811.8374767193643,1811.8374767193643,0.0,9,9,0,1,1,0,1,1,0,False,0.0,unchanged,6,False,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,route_segment_removal,regret3_insert_repair,5,True,True,0,1811.8374767193643,1730.3907181749512,-81.44675854441311,9,8,-1,1,0,-1,1,0,-1,True,1.0,candidate_usable,6,True,-1,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,greedy_insert_repair,1,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,greedy_insert_repair,2,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,greedy_insert_repair,3,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,greedy_insert_repair,4,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,greedy_insert_repair,5,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret2_insert_repair,1,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret2_insert_repair,2,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret2_insert_repair,3,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret2_insert_repair,4,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret2_insert_repair,5,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret3_insert_repair,1,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret3_insert_repair,2,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret3_insert_repair,3,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret3_insert_repair,4,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,LEAN_PUBLIC,SHARED_ONE_EV,vehicle_type_swap,regret3_insert_repair,5,True,True,0,1811.8374767193643,1776.783704768813,-35.05377195055121,9,9,0,1,2,1,1,2,1,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,greedy_insert_repair,1,True,True,0,1730.3907181749512,1724.6553932355625,-5.735324939388647,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,greedy_insert_repair,2,True,True,0,1730.3907181749512,1735.5877507567775,5.197032581826306,8,8,0,0,0,0,0,0,0,False,0.9794264533504934,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,greedy_insert_repair,3,True,True,0,1730.3907181749512,1728.1147026157348,-2.2760155592163756,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,greedy_insert_repair,4,True,True,0,1730.3907181749512,1827.614173645357,97.22345547040572,8,9,1,0,1,1,0,1,1,False,0.677806234383974,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,greedy_insert_repair,5,True,True,0,1730.3907181749512,1807.1616109602867,76.77089278533549,8,9,1,0,1,1,0,1,1,False,0.7355891243157768,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret2_insert_repair,1,True,True,0,1730.3907181749512,1718.780043449037,-11.610674725914123,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret2_insert_repair,2,True,True,0,1730.3907181749512,1729.9787219262785,-0.4119962486727218,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret2_insert_repair,3,True,True,0,1730.3907181749512,1719.0324455065654,-11.35827266838578,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret2_insert_repair,4,True,True,0,1730.3907181749512,1699.8704630636635,-30.520255111287725,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret2_insert_repair,5,True,True,0,1730.3907181749512,1726.3725337258372,-4.01818444911396,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret3_insert_repair,1,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret3_insert_repair,2,True,True,0,1730.3907181749512,1717.6126764430928,-12.778041731858366,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret3_insert_repair,3,True,True,0,1730.3907181749512,1688.427084408137,-41.963633766814155,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret3_insert_repair,4,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,random_customer_removal,regret3_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,greedy_insert_repair,1,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,greedy_insert_repair,2,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,greedy_insert_repair,3,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,greedy_insert_repair,4,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,greedy_insert_repair,5,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret2_insert_repair,1,True,True,0,1730.3907181749512,1738.5179404475857,8.127222272634526,8,9,1,0,1,1,0,1,1,False,0.968013845030351,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret2_insert_repair,2,True,True,0,1730.3907181749512,1738.5179404475857,8.127222272634526,8,9,1,0,1,1,0,1,1,False,0.968013845030351,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret2_insert_repair,3,True,True,0,1730.3907181749512,1738.5179404475857,8.127222272634526,8,9,1,0,1,1,0,1,1,False,0.968013845030351,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret2_insert_repair,4,True,True,0,1730.3907181749512,1738.5179404475857,8.127222272634526,8,9,1,0,1,1,0,1,1,False,0.968013845030351,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret2_insert_repair,5,True,True,0,1730.3907181749512,1738.5179404475857,8.127222272634526,8,9,1,0,1,1,0,1,1,False,0.968013845030351,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret3_insert_repair,1,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret3_insert_repair,2,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret3_insert_repair,3,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret3_insert_repair,4,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,worst_customer_removal,regret3_insert_repair,5,True,True,0,1730.3907181749512,1686.915936422114,-43.47478175283709,8,9,1,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,greedy_insert_repair,1,True,True,0,1730.3907181749512,1721.6340043739185,-8.756713801032674,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,greedy_insert_repair,2,True,True,0,1730.3907181749512,1718.174603824082,-12.216114350869248,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,greedy_insert_repair,3,True,True,0,1730.3907181749512,1726.6839676443403,-3.7067505306108615,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,greedy_insert_repair,4,True,True,0,1730.3907181749512,1796.9121213531387,66.52140317818748,8,9,1,0,1,1,0,1,1,False,0.7663735133768977,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,greedy_insert_repair,5,True,True,0,1730.3907181749512,1724.5226433084188,-5.8680748665324245,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret2_insert_repair,1,True,True,0,1730.3907181749512,1729.9503792743174,-0.44033890063383296,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret2_insert_repair,2,True,True,0,1730.3907181749512,1740.1966503514616,9.805932176510396,8,8,0,0,0,0,0,0,0,False,0.9615355619728716,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret2_insert_repair,3,True,True,0,1730.3907181749512,1685.3045356453022,-45.08618252964902,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret2_insert_repair,4,True,True,0,1730.3907181749512,1685.3045356453022,-45.08618252964902,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret2_insert_repair,5,True,True,0,1730.3907181749512,1752.852452516171,22.46173434121988,8,9,1,0,1,1,0,1,1,False,0.9140710846931785,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret3_insert_repair,1,True,True,0,1730.3907181749512,1729.9503792743174,-0.44033890063383296,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret3_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret3_insert_repair,3,True,True,0,1730.3907181749512,1815.5435574404542,85.15283926550296,8,9,1,0,1,1,0,1,1,False,0.711335309936889,candidate_usable,6,True,1,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret3_insert_repair,4,True,True,0,1730.3907181749512,1730.0634786986084,-0.32723947634281103,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,shaw_related_removal,regret3_insert_repair,5,True,True,0,1730.3907181749512,1704.007745889151,-26.38297228580018,8,8,0,0,0,0,0,0,0,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,whole_route_removal,greedy_insert_repair,1,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,whole_route_removal,greedy_insert_repair,2,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,whole_route_removal,greedy_insert_repair,3,True,True,0,1730.3907181749512,1722.6597025401693,-7.7310156347818975,8,8,0,0,1,1,0,1,1,True,1.0,candidate_usable,6,True,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,whole_route_removal,greedy_insert_repair,4,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
ALNS,CURRENT_THROUGHPUT,CV_ONLY,whole_route_removal,greedy_insert_repair,5,False,True,0,1730.3907181749512,1730.3907181749512,0.0,8,8,0,0,0,0,0,0,0,False,0.0,unchanged,6,False,0,0
