task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-jjj-50c-01-V2-LOCATIONS__seed5,cn-jjj-50c-01-V2-LOCATIONS,jjj,50,5,2474.430149624234,18.914247624998097,2474.430149624234,20.574874708996504,2474.430149624234,20.499320874994737,2474.430149624234,60.462249624994,222.2771831244743,222.2771831244743,222.2771831244743,222.2771831244743,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2474.4301496242338,2474.4301496242338,0.0,1,5.0,True,best_exact_hgs_parent,774c0e5d1bec82c60ac776a1ca4f1e6148b8e86a51db7af5c870b316d760004f,c1099f6f7f0d022255f674c76395947c32ba6dabf41f1664ae3b37ca61c9c8af,c52e9f4a98d3552b2543ca98cf394be64c32d6756b0ab328033094eea416781a,PASS
