instance,seed,algorithm,selection_role,eval_budget,4000_cost,4000_pair_hybrid_gain_pct,4000_elapsed_seconds,linear_16000_seconds,conservative_16000_seconds,status
L-main-threeshift-20c-01,3,staged_hybrid_carbon_aware,worst_4000_loss,16000,1211.2795813844964,-8.054250723587392,20.427761500002816,81.71104600001127,102.13880750001408,PLANNED_NOT_STARTED
L-main-threeshift-20c-01,3,LNS,worst_4000_loss,16000,1120.9920695142848,-8.054250723587392,86.55148349999945,346.2059339999978,432.75741749999725,PLANNED_NOT_STARTED
L-main-threeshift-50c-01,5,staged_hybrid_carbon_aware,second_worst_4000_loss,16000,2672.4572409716147,-6.195529356297421,42.81264329099213,171.2505731639685,214.06321645496064,PLANNED_NOT_STARTED
L-main-threeshift-50c-01,5,LNS,second_worst_4000_loss,16000,2516.5440175972317,-6.195529356297421,239.96266575000482,959.8506630000193,1199.813328750024,PLANNED_NOT_STARTED
L-main-threeshift-150c-01,3,staged_hybrid_carbon_aware,large_scale_4000_loss,16000,9138.547011688652,-5.161277023431677,148.08561766700586,592.3424706680235,740.4280883350293,PLANNED_NOT_STARTED
L-main-threeshift-150c-01,3,LNS,large_scale_4000_loss,16000,8690.030465921816,-5.161277023431677,653.9876343750075,2615.95053750003,3269.9381718750374,PLANNED_NOT_STARTED
L-main-threeshift-200c-01,4,staged_hybrid_carbon_aware,slowest_pair_and_strong_win_guard,16000,9291.552003776213,21.741480916600313,586.7197003750043,2346.8788015000173,2933.5985018750216,PLANNED_NOT_STARTED
L-main-threeshift-200c-01,4,LNS,slowest_pair_and_strong_win_guard,16000,11872.895261248497,21.741480916600313,1259.712818125001,5038.851272500004,6298.564090625005,PLANNED_NOT_STARTED
