all_cv_winner_count,all_cv_winner_share,best_gap_pct_alns_minus_lns,category,mean_gap_pct_alns_minus_lns,mean_winner_ev_route_share,paired_winner_counts,pairs,size
0,0.0,0.0,multidepot,0.0,0.06666666666666667,"{""tie"": 1}",1,100
0,0.0,0.0,threeshift,0.0,0.037037037037037035,"{""tie"": 1}",1,200
0,0.0,-14.485119213721221,vanilla,-14.485119213721221,0.5,"{""alns"": 1}",1,10
