stream_seed,status,workload_equal,cooperative_customer_count,independent_customer_count,customer_count_difference,cooperative_demand_kg,independent_demand_kg,demand_difference_kg,cooperative_workload_fingerprint,independent_workload_fingerprint,cooperative_audit_ledger_fingerprint,independent_audit_ledger_fingerprint,cooperative_full_day_revenue,independent_full_day_revenue,cooperative_final_total_cost,independent_final_total_cost,cooperative_full_day_operating_net_benefit,independent_full_day_operating_net_benefit,cost_change_percent,net_benefit_change,net_benefit_change_percent,cooperative_cost_closure_pass,independent_cost_closure_pass,difference_reason_json
1,DIFFERENT_WORKLOAD,False,234,233,1,103093.13418683824690,102625.13418683824690,468.00000000000000,e24c073c3c2fa83ac722a2ed5443fa81244530a8f42540a883a5f7a3f67d9c54,d3d31decfb1df2d5230c223f82e933bc35efa259991899b8424e2dcf8a26ff9d,685de1eab99b5684300c41e7ee76c912d04f32081e4896fad7ec5ffcc953226c,f646e421042668c5a0dd73d95a03c324fe74af0dedb70afa9cbea0d9a9dfb0a5,19521.7158896196904329840,19433.0954096196904329840,10005.372757074345,9947.047219405435,9516.3431325453454329840,9486.0481902142554329840,,30.2949423310900000000,0.3193631502140381504821089280,True,True,"{""customers"":[{""cooperative_events"":[{""customer_id"":""C109"",""event_id"":""46"",""event_type"":""cancel"",""stage"":6,""status"":""ignored_locked""}],""customer_id"":""C109"",""differences"":[""served_only_by_cooperative""],""independent_events"":[{""customer_id"":""C109"",""event_id"":""46"",""event_type"":""cancel"",""stage"":6,""status"":""applied""}]}]}"
2,DIFFERENT_WORKLOAD,False,234,232,2,103531.96960336556666,102699.27268644966756,832.69691691589910,9576fd43535fd96ad16b05cb730f4109bdb567210595e2bb443bf845d73bbe43,dce88b11075ed809824c72b58f1c9e6868f90c9be22b30ac66540af17ce8f3b5,065330411b033f88f145f5f59ba5081c548197647e3f1b341db27951545ee8b2,625aee11597a093120f35d3ac55f8396c136060162755607bf595f174df4b259,19604.8137640933037027376,19447.1342759061090491616,9069.56060925144,8868.870554082532,10535.2531548418637027376,10578.2637218235770491616,,-43.0105669817133464240,-0.4065938240221788946458884595,True,True,"{""customers"":[{""cooperative_events"":[{""customer_id"":""C101"",""event_id"":""38"",""event_type"":""cancel"",""stage"":6,""status"":""ignored_locked""}],""customer_id"":""C101"",""differences"":[""served_only_by_cooperative""],""independent_events"":[{""customer_id"":""C101"",""event_id"":""38"",""event_type"":""cancel"",""stage"":6,""status"":""applied""}]},{""cooperative_events"":[{""customer_id"":""C134"",""event_id"":""37"",""event_type"":""cancel"",""stage"":6,""status"":""ignored_locked""}],""customer_id"":""C134"",""differences"":[""served_only_by_cooperative""],""independent_events"":[{""customer_id"":""C134"",""event_id"":""37"",""event_type"":""cancel"",""stage"":6,""status"":""applied""}]},{""cooperative_events"":[{""customer_id"":""C141"",""event_id"":""36"",""event_type"":""demand_change"",""stage"":5,""status"":""applied""}],""customer_id"":""C141"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C141"",""event_id"":""36"",""event_type"":""demand_change"",""stage"":5,""status"":""ignored_locked""}]}]}"
3,DIFFERENT_WORKLOAD,False,234,234,0,103464.35987311675368,103455.42220935028295,8.93766376647073,5c34fe7ce0bab25193807dbb45003c3c1f02582aad525f9f7675ed488b7284e9,651b48fe671f06053320773149267ea404bff260967e21b1eecab4fffd01374e,ffa14db903ace64b27cd2bd3398d913d6f47f5bd32bf719fba22e534e40ce820,df86abfde63670e02bfab48acac69231e8eb3c8fc3dc76968da2abb225d8328c,19592.0111855733884768448,19590.3187495625695794120,9097.864875505426,9154.578724399353,10494.1463100679624768448,10435.7400251632165794120,,58.4062849047458974328,0.5596755454228787589192106475,True,True,"{""customers"":[{""cooperative_events"":[{""customer_id"":""C195"",""event_id"":""47"",""event_type"":""demand_change"",""stage"":6,""status"":""ignored_locked""}],""customer_id"":""C195"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C195"",""event_id"":""47"",""event_type"":""demand_change"",""stage"":6,""status"":""applied""}]}]}"
4,DIFFERENT_WORKLOAD,False,233,234,-1,102443.01653744148730,103020.22362873304142,-577.20709129155412,b6e6f65f4bd0b32bbe1de73c56bebc49fc1f7ad04358c8691430676c1363d2b0,4cd448b2944765052bf9ebcccc84b8021d4f810148a841efb79d0597211c7f6b,c470ecc4f93f2d7f857532088b8dcfc0d9fc891d7e256093d73d1b345b6150ec,97a69632d24e26e31aa5b8728aa3736acdf1dbb5ed6be83175e39d2b3d4b4215,19398.6096115299200351280,19507.9095463368887232912,9114.642733425235,9473.712257178528,10283.9668781046850351280,10034.1972891583607232912,,249.7695889463243118368,2.489183556478330498497689046,True,True,"{""customers"":[{""cooperative_events"":[{""customer_id"":""C163"",""event_id"":""45"",""event_type"":""demand_change"",""stage"":6,""status"":""applied""}],""customer_id"":""C163"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C163"",""event_id"":""45"",""event_type"":""demand_change"",""stage"":6,""status"":""ignored_locked""}]},{""cooperative_events"":[{""customer_id"":""C201"",""event_id"":""52"",""event_type"":""demand_change"",""stage"":7,""status"":""applied""}],""customer_id"":""C201"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C201"",""event_id"":""52"",""event_type"":""demand_change"",""stage"":7,""status"":""ignored_locked""}]},{""cooperative_events"":[{""customer_id"":""C210"",""event_id"":""44"",""event_type"":""demand_change"",""stage"":6,""status"":""applied""}],""customer_id"":""C210"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C210"",""event_id"":""44"",""event_type"":""demand_change"",""stage"":6,""status"":""ignored_locked""}]},{""cooperative_events"":[{""customer_id"":""C214"",""event_id"":""50"",""event_type"":""cancel"",""stage"":7,""status"":""applied""}],""customer_id"":""C214"",""differences"":[""served_only_by_independent""],""independent_events"":[{""customer_id"":""C214"",""event_id"":""50"",""event_type"":""cancel"",""stage"":7,""status"":""ignored_locked""}]}]}"
5,DIFFERENT_WORKLOAD,False,232,232,0,104738.12974653648553,104784.51926385294888,-46.38951731646335,20cb8bf9acbebbcf298998675d7abe814d7792c149787c78ca0f1015bd532087,52e04e6072825f2363b629d54c75e5bc98c8a2952c5b83c5eb081edf5c48d523,e94afdcc9cd3d574f481c9219c801514ec3732fc99d8fc1cf569ce1dfb45a511,991ca91786eabfd948369b0f72b02af161bb880abb3a6b844a80a05b04cb9955,19833.2122488041488999608,19841.9965678031943999168,8224.79672416924,8530.755790843661,11608.4155246349088999608,11311.2407769595333999168,,297.1747476753755000440,2.627251541499377450821620507,True,True,"{""customers"":[{""cooperative_events"":[{""customer_id"":""C109"",""event_id"":""49"",""event_type"":""demand_change"",""stage"":7,""status"":""ignored_locked""}],""customer_id"":""C109"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C109"",""event_id"":""49"",""event_type"":""demand_change"",""stage"":7,""status"":""applied""}]},{""cooperative_events"":[{""customer_id"":""C114"",""event_id"":""26"",""event_type"":""demand_change"",""stage"":4,""status"":""applied""}],""customer_id"":""C114"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C114"",""event_id"":""26"",""event_type"":""demand_change"",""stage"":4,""status"":""ignored_locked""}]},{""cooperative_events"":[{""customer_id"":""C188"",""event_id"":""37"",""event_type"":""demand_change"",""stage"":5,""status"":""applied""}],""customer_id"":""C188"",""differences"":[""served_demand_differs""],""independent_events"":[{""customer_id"":""C188"",""event_id"":""37"",""event_type"":""demand_change"",""stage"":5,""status"":""ignored_locked""}]}]}"
