instance_id,source,source_kind,source_objective,route_first,route_second,source_adjacent,fallback_columns,fallback_objective,generated_segments,generated_options_before_dedup,columns_after_dedup,selected_routes,mip_status_class,mip_gap,mip_seconds,local_delta,exact_evaluated,candidate_objective,exact_improvement
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,1,True,2,633.0207173104936,72,300,152,2,OPTIMAL,0.0,0.007880791963543743,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,2,False,2,629.383566534296,84,348,176,2,OPTIMAL,0.0,0.004637334030121565,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,3,False,2,602.6055350060976,72,294,149,2,OPTIMAL,0.0,0.0033338339999318123,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,4,False,2,593.2488383507275,72,300,152,2,OPTIMAL,0.0,0.0034600840299390256,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,5,False,2,600.2722937834665,72,282,143,2,OPTIMAL,0.0,0.006267832999583334,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,6,False,2,608.3105615531017,88,347,184,2,OPTIMAL,0.0,0.0041917909984476864,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,7,False,2,618.2292883762309,72,288,146,2,OPTIMAL,0.0,0.004809957987163216,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,8,False,2,652.4779353499774,84,342,173,2,OPTIMAL,0.0,0.003997249994426966,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,9,False,2,680.1035785529323,72,294,149,2,OPTIMAL,0.0,0.003580624994356185,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,10,False,2,627.546978554723,98,400,202,2,OPTIMAL,0.0,0.005629792052786797,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,11,False,2,626.9774746512405,114,474,239,2,OPTIMAL,0.0,0.007798958977218717,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,12,False,2,656.6799154482062,72,294,149,2,OPTIMAL,0.0,0.004359500017017126,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,13,False,2,675.531392199151,84,336,170,2,OPTIMAL,0.0,0.004179375013336539,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,14,False,2,680.3478685897353,98,412,208,2,OPTIMAL,0.0,0.0047253749798983335,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,15,False,2,588.2221184580947,98,406,205,2,OPTIMAL,0.0,0.003835249983239919,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,16,False,2,631.4807307605753,72,282,143,2,OPTIMAL,0.0,0.003470416006166488,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,17,False,2,638.8202403509939,84,342,173,2,OPTIMAL,0.0,0.003804749983828515,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,18,False,2,583.1786370732182,62,268,136,2,OPTIMAL,0.0,0.0027934160316362977,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,19,False,2,604.8226717521477,98,406,205,2,OPTIMAL,0.0,0.004176540998741984,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,20,False,2,595.5728377491661,84,342,173,2,OPTIMAL,0.0,0.0034802500158548355,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,21,False,2,583.3289405580401,72,288,146,2,OPTIMAL,0.0,0.00403666595229879,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,22,False,2,603.0077816830965,98,406,205,2,OPTIMAL,0.0,0.004830541030969471,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,23,False,2,593.3693519281078,84,342,173,2,OPTIMAL,0.0,0.003966291027609259,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,24,False,2,548.972517024489,72,318,161,2,OPTIMAL,0.0,0.003808083012700081,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,0,25,False,2,595.2404732753366,72,294,149,2,OPTIMAL,0.0,0.0032869590213522315,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,1,2,True,2,613.3728589111458,72,312,158,2,OPTIMAL,0.0,0.0032041669473983347,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,1,3,False,2,586.5948273829474,60,258,131,2,OPTIMAL,0.0,0.003034416993614286,0.0,False,,False
cn-cy-150c-02-V2-LOCATIONS,parent_seed_1,parent,7662.37514566992,1,4,False,2,577.2381307275773,60,264,134,2,OPTIMAL,0.0,0.0024224579683505,0.0,False,,False
