instance_id,source,source_kind,source_objective,route_first,route_second,source_adjacent,fallback_columns,fallback_objective,generated_segments,generated_options_before_dedup,columns_after_dedup,selected_routes,mip_status_class,mip_gap,mip_seconds,local_delta,exact_evaluated,candidate_objective,exact_improvement
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,1,True,2,617.8117362057056,72,480,242,2,OPTIMAL,0.0,0.004452999972272664,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,2,False,2,619.3890132142133,60,372,188,2,OPTIMAL,0.0,0.005920417024753988,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,3,False,2,624.079916435542,72,456,230,2,OPTIMAL,0.0,0.006374707969371229,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,4,False,2,621.0044179792612,60,372,188,2,OPTIMAL,0.0,0.004505834018345922,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,5,False,2,634.6268369963452,86,532,268,2,OPTIMAL,0.0,0.005487249989528209,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,6,False,2,557.5200544510226,50,316,174,2,OPTIMAL,0.0,0.003339375020004809,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,7,False,2,585.2875622579412,72,446,225,2,OPTIMAL,0.0,0.0045975419925525784,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,8,False,2,533.814996490648,42,288,146,2,OPTIMAL,0.0,0.0032896249904297292,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,0,9,False,2,522.0633131617153,50,350,177,2,OPTIMAL,0.0,0.007009542023297399,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,2,True,2,634.0168344364563,72,468,236,2,OPTIMAL,0.0,0.005089958023745567,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,3,False,2,638.7077376577852,84,552,278,2,OPTIMAL,0.0,0.006601792003493756,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,4,False,2,635.6322392015043,72,468,236,2,OPTIMAL,0.0,0.004807375022210181,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,5,False,2,649.2546582185884,98,628,316,2,OPTIMAL,0.0,0.008882249996531755,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,6,False,2,572.1478756732658,54,384,194,2,OPTIMAL,0.0,0.004898082988802344,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,7,False,2,599.9153834801843,84,542,273,2,OPTIMAL,0.0,0.006121415994130075,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,8,False,2,548.4428177128912,54,384,194,2,OPTIMAL,0.0,0.005074375018011779,0.0,False,,False
cn-jjj-50c-03-V2-LOCATIONS,parent_seed_1,parent,2902.8621872585445,1,9,False,2,536.6911343839585,62,446,225,2,OPTIMAL,0.0,0.007585124985780567,0.0,False,,False
