run_id,instance,algorithm,seed,violation_count,recorded_cost,recomputed_cost,absolute_cost_difference,ok,solution_file,solution_sha256
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed7,L-main-threeshift-15c-01,LNS,7,0,1030.2016122091868,1030.2016122091868,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed7.json,f0dd9dbf8ff72d208af51dd2f8dc94fc2bd864e772603df961b29a9a42370b4e
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed8,L-main-threeshift-15c-01,LNS,8,0,1047.7297588653091,1047.7297588653091,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed8.json,c37328ba0459b2f880a271472fa06801e5185c4a87d0cb8610d1fc201a8a827c
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed9,L-main-threeshift-15c-01,LNS,9,0,1047.7297588653091,1047.7297588653091,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed9.json,a4056269b3e94ad95f879d8bceaa6a460eb465d9a316d1c927458845a68c80df
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed10,L-main-threeshift-15c-01,LNS,10,0,1050.8542669302199,1050.8542669302199,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__LNS__seed10.json,e82f7a8e41da69ed3bb17479638a4dd172083ee047e486865301a1d88953a79d
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed1,L-main-threeshift-15c-01,GWO,1,0,1047.7297588653091,1047.7297588653091,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed1.json,57a300ca94696c3a89dbda5a3bdcc817cdb2aaea6cd6f004fd086d95c4602918
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed2,L-main-threeshift-15c-01,GWO,2,0,1051.1977005015167,1051.1977005015167,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed2.json,b5b5a10effe15b452a1575720238969b64b5b9988ea689d9974310915e260336
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed3,L-main-threeshift-15c-01,GWO,3,0,1037.4880847179143,1037.4880847179143,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed3.json,44a01e2d458995a238209a700729d3040f0ab5bc30d1fa811d9562bd245f720f
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed4,L-main-threeshift-15c-01,GWO,4,0,1050.8542669302199,1050.8542669302199,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed4.json,16df991c930ee2790942464024896c047d448983b20093ce9284e29e39937ac4
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed5,L-main-threeshift-15c-01,GWO,5,0,1051.313989138428,1051.313989138428,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed5.json,f11e7ae12c2dfe9ffcdff1816c490ef52b06367a66a4189614e6452750c4a5e6
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed6,L-main-threeshift-15c-01,GWO,6,0,1047.7297588653091,1047.7297588653091,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed6.json,9ec895128b995556727e758c123ae5644db8432bb1077689606450e4212c12ba
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed7,L-main-threeshift-15c-01,GWO,7,0,1044.6698390940314,1044.6698390940314,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed7.json,cc896aa36a45054eeb3d528ab670d7fc6d15baec2bd3d06ef2f62d60b920ca6b
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed8,L-main-threeshift-15c-01,GWO,8,0,1057.0648076874556,1057.0648076874556,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed8.json,881aa3dfcd8ffd70dba2613822afd6bd620a4fbb865d9e6d89f6e38da9fc3583
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed9,L-main-threeshift-15c-01,GWO,9,0,1047.7297588653091,1047.7297588653091,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed9.json,a4056269b3e94ad95f879d8bceaa6a460eb465d9a316d1c927458845a68c80df
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed10,L-main-threeshift-15c-01,GWO,10,0,1032.575668967937,1032.575668967937,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__GWO__seed10.json,ca32d819a0d92e1e74c17b63d49395be3c15a880559f8b9fc3fcfef3080f1af5
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed1,L-main-threeshift-15c-01,IWD,1,0,1228.0287850605407,1228.0287850605407,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed1.json,93ee0a7d8904c270e81aaa21ec9368855d49764cc8c38ba552cd51d0c2132561
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed2,L-main-threeshift-15c-01,IWD,2,0,1246.1161952029943,1246.1161952029943,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed2.json,eff67170c81deb2e8e3a8f9647987818bc36215d11c4af07aa74e4e615dab969
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed3,L-main-threeshift-15c-01,IWD,3,0,1218.008319072729,1218.008319072729,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed3.json,f8c28d46988ca675613004a1208afbf3a2b42565d8786456e99c094974159a5c
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed4,L-main-threeshift-15c-01,IWD,4,0,1138.5013728056142,1138.5013728056142,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed4.json,847ed06950eb394cf91132590d272e9bf0c4debda92747e919159ca5642dd767
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed5,L-main-threeshift-15c-01,IWD,5,0,1148.6555669714473,1148.6555669714473,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed5.json,a153c168c8ac593008b485ab374296b9df30bda2586de32f1296eb6cb8d90e81
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed6,L-main-threeshift-15c-01,IWD,6,0,1240.8094015903303,1240.8094015903303,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed6.json,5971735b107b82eb9b0356c1b8d28c2943ca4ada5c1bf912bee6cdd670444ed5
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed7,L-main-threeshift-15c-01,IWD,7,0,1103.9878024076074,1103.9878024076074,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed7.json,e5ce665b38b1c0935edf6403e37fe34811fd3ae511a72035079face0fd613606
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed8,L-main-threeshift-15c-01,IWD,8,0,1188.8897015694074,1188.8897015694074,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed8.json,6763456842475b0050703722d0b1e52db37cab144f3619b14daf32dac71b337e
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed9,L-main-threeshift-15c-01,IWD,9,0,1190.8299909213467,1190.8299909213467,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed9.json,1e501d84f9344f0f09477758c252fda8bc3a25f9c148653bd45681ee80d2280f
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed10,L-main-threeshift-15c-01,IWD,10,0,1233.225257678666,1233.225257678666,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-15c-01__IWD__seed10.json,5cb92d7f9eccc34fe5d644305a9c167671d1f3ee3bb0d244ea2e40cd687cfa87
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed1,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,1,0,1177.8073450246427,1177.8073450246427,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed1.json,0f90b9f6dba5bc047ba89002b6f1e87dd4905d80403870d71a30a8dc50cbdfb7
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed2,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,2,0,1138.4777821932046,1138.4777821932046,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed2.json,966b466cbf0e459397b1d1713d490d958a63836a4f43057e26791e825e6d8533
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed3,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,3,0,1211.2795813844964,1211.2795813844964,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed3.json,319e9dd0ef6ea20cf2cfe8532a3ef5e45c05139b894543985fd6e098e1fb05b1
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed4,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,4,0,1185.7272222575075,1185.7272222575075,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed4.json,879ace5c6c7857e9d5cbc6812650bc4431ef8d2a3c4095a6ea1f808874e2423c
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed5,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,5,0,1165.3646610456601,1165.3646610456601,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed5.json,66adef0573f97e7457470fea86008b5a818ff7feb1b7b22844bbe40f61cb04ea
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed6,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,6,0,1080.7965406495912,1080.7965406495912,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed6.json,27b0e88d42f34f8d8a0093fa1facd85f8c9c0b532707fda1bbb5b3949bfcc6f4
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed7,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,7,0,1201.8989914294705,1201.8989914294705,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed7.json,81a83f9ac75374c426878f42d5c28ae1c380d478168436afb2217169b1c0a31e
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed8,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,8,0,1144.8217682302882,1144.8217682302882,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed8.json,31d35202875383fd57ea773b0ee9f44d861652b811d74e9f50de850116c70d3d
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed9,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,9,0,1148.0104231339121,1148.0104231339121,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed9.json,965df2a5f6774f8db6fa6ab07b563f2fee3664643600b934ce97dbf6ad71f308
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed10,L-main-threeshift-20c-01,staged_hybrid_carbon_aware,10,0,1204.8193837262309,1204.8193837262309,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__staged_hybrid_carbon_aware__seed10.json,bd8ef0e6a25e56a7751f66a15bbf67d31745a9666c67d6fe48598c209dd929a1
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed1,L-main-threeshift-20c-01,GA,1,0,1391.5413586631269,1391.5413586631269,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed1.json,cc36ae1f3ed21383f408777f78d32aa18ea543071c742f219c0cbab39f05272a
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed2,L-main-threeshift-20c-01,GA,2,0,1335.8237852715629,1335.8237852715629,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed2.json,fa99e5a9d860913a1f7531389fefb64657d95af12dcd62c8484363050e42cc78
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed3,L-main-threeshift-20c-01,GA,3,0,1413.3489529240564,1413.3489529240564,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed3.json,f1cb1a2fefbc1bc44ddaffe069310e95b2d51fd573baf13c1d018b77ed3671bb
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed4,L-main-threeshift-20c-01,GA,4,0,1328.4547292248658,1328.4547292248658,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed4.json,d4af757cb389b27db8b634c3b11c410b51bf9e75db8db697ccdcf39164211844
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed5,L-main-threeshift-20c-01,GA,5,0,1398.799473567855,1398.799473567855,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed5.json,8ca6330072e94106d25a612077787e13c76fcdbb2001d9730582e3dda05cecfe
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed6,L-main-threeshift-20c-01,GA,6,0,1292.8785254276208,1292.8785254276208,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed6.json,3192e173efacea224b9acb58967dd469f3a319c9441ee04b8c07350524f0c8aa
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed7,L-main-threeshift-20c-01,GA,7,0,1431.5000593129996,1431.5000593129996,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed7.json,4af1b728952b315acb236fdbd0289ce841c97c2f7738e662f4ee78f6033a10be
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed8,L-main-threeshift-20c-01,GA,8,0,1319.5083885612357,1319.5083885612357,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed8.json,72607a4ff5fc6ceca38f5327e57b75b2022b266a0816d8a504f6588febc038cd
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed9,L-main-threeshift-20c-01,GA,9,0,1483.2253110048412,1483.2253110048412,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed9.json,612ebc10c1d850295ddfab9ec59c271bd2b8eda62d66b74c3580deec1d9e2df7
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed10,L-main-threeshift-20c-01,GA,10,0,1377.7268960761585,1377.7268960761585,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__GA__seed10.json,e5e6c538696eaf3f26722bbf27c61b289368a700938c577fc4f9c774573889e4
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed1,L-main-threeshift-20c-01,PSO,1,0,1595.370680932995,1595.370680932995,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed1.json,58312616b639289d59f09b2b0476752732cf134b4c4a115f54f407641fa27489
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed2,L-main-threeshift-20c-01,PSO,2,0,1552.4014950851874,1552.4014950851874,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed2.json,e32b6c827e6f8c0e18da504cffe4ab5fb6ead3c7962696df0a67faea20cdf93c
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed3,L-main-threeshift-20c-01,PSO,3,0,1517.0684242319317,1517.0684242319317,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed3.json,4cf088e3ff9293ff96ca562acb737cd7bb0f26616031274995aec7d989a7bf23
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed4,L-main-threeshift-20c-01,PSO,4,0,1547.3146989693694,1547.3146989693694,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed4.json,1cbd6b5ec19b290abbfa8a9285c695920292dba4b5cf1b8ecf22ac077bc1db5a
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed5,L-main-threeshift-20c-01,PSO,5,0,1559.393916595934,1559.393916595934,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed5.json,88fbfb54c6a66ed7cbd8c17c70c88f421aac6fd4fd60fe8d46afb5f999b821ac
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed6,L-main-threeshift-20c-01,PSO,6,0,1599.2914100817295,1599.2914100817295,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed6.json,9d46783a4986da60871788be054650a22348212cc2ccef16304ba5a3a7cbfef4
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed7,L-main-threeshift-20c-01,PSO,7,0,1564.208483604162,1564.208483604162,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed7.json,470121db66281ef38f055227375da13c57ae668ba0b8cec0ea5042b8d6d75b72
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed8,L-main-threeshift-20c-01,PSO,8,0,1595.370680932995,1595.370680932995,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed8.json,d5a359b65a0fa03d0ee09bfcafd5a5f3cd4cc0efc0822be36506c3441f4908c5
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed9,L-main-threeshift-20c-01,PSO,9,0,1552.4014950851874,1552.4014950851874,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed9.json,d371d9a621445b986d1b7e10a51bceb368dc328a84090292f38fca56c38f56d3
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed10,L-main-threeshift-20c-01,PSO,10,0,1552.4014950851874,1552.4014950851874,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__PSO__seed10.json,0f658fd330489427fba986bd9c67c8d9d055b7f9d2e2b2c9e9cb65ef720d790b
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed1,L-main-threeshift-20c-01,VNS,1,0,1252.8059957321695,1252.8059957321695,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed1.json,e7e8d6b81e2b499029fc59432a36ad92ff322413103af37cd8a0aa9ef47834ee
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed2,L-main-threeshift-20c-01,VNS,2,0,1149.1659506036485,1149.1659506036485,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed2.json,49e9a11331874d234f8cfca4f6b3074c37c51d04acfc86c1cfcb9fe86c032f1b
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed3,L-main-threeshift-20c-01,VNS,3,0,1169.4790694607987,1169.4790694607987,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed3.json,2838af3b8be73eb1e41f18b96f6a92d1b1a147ebb2efecf9159c739e7f065fdd
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed4,L-main-threeshift-20c-01,VNS,4,0,1139.5001849698672,1139.5001849698672,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed4.json,7bbf8ab12a8374249d92c949b39f670b366788c790e573b94bfddf1c4dafc91d
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed5,L-main-threeshift-20c-01,VNS,5,0,1155.4302450221755,1155.4302450221755,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed5.json,a9f5bd15f9a31d4a94194991c0a9811da5e0426c69f6a26c6bb2e9c45a96ab47
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed6,L-main-threeshift-20c-01,VNS,6,0,1124.9225742084939,1124.9225742084939,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed6.json,0d9d33079181ed7768cfdf9c079f082e979570020d70e61b2623a160e2f7a667
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed7,L-main-threeshift-20c-01,VNS,7,0,1236.1826979542307,1236.1826979542307,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed7.json,a9f885d3d5c6e6d102654ef3bb5deee59c619ed254d854a989013304ca14debe
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed8,L-main-threeshift-20c-01,VNS,8,0,1169.2559812355935,1169.2559812355935,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed8.json,a3a3f2a549a7df8b60ce4c72b9624865cc217c663d2362399d28ebdb923026cd
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed9,L-main-threeshift-20c-01,VNS,9,0,1269.8872781421837,1269.8872781421837,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed9.json,1b28dde4944665676f454ba82b6ada58ebc647393c3f285a2dbf651b7fece84e
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed10,L-main-threeshift-20c-01,VNS,10,0,1185.4588931660212,1185.4588931660212,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__VNS__seed10.json,ba0ecf2b1c85a067e92e4fa2293df76942b2ed4276cbb3f8832c448c87e61382
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed1,L-main-threeshift-20c-01,ACO,1,0,1451.0658490965159,1451.0658490965159,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed1.json,fe05c6e5ef5fb6ca7f9742a050611cb3fa2dbdb2c2f5327efc0268589e2c8655
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed2,L-main-threeshift-20c-01,ACO,2,0,1359.8955728929404,1359.8955728929404,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed2.json,01c403e1814b82792f1aaea81a6d127d511141b9d701cca28d79f4af0cf3df5a
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed3,L-main-threeshift-20c-01,ACO,3,0,1448.1743039149276,1448.1743039149276,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed3.json,84d3767ad29d10a0279f4b81671d46c204bd3c6fed7cec5056569443c15013c7
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed4,L-main-threeshift-20c-01,ACO,4,0,1439.9056531800152,1439.9056531800152,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed4.json,05a88f2c51f492c3c4b07d741ed2e6f768f6b179f0d79f7497cb952e041e6371
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed5,L-main-threeshift-20c-01,ACO,5,0,1388.8967068947218,1388.8967068947218,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed5.json,514124fda7c4c03dfbf7ce56e3c6e21b3453d829f073f418c958e554e0f372fc
E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed6,L-main-threeshift-20c-01,ACO,6,0,1368.0776996739564,1368.0776996739564,0.0,True,solutions/E2_FINAL_10SEED__diagnostic_280_override__threeshift__L-main-threeshift-20c-01__ACO__seed6.json,fce282ca014ef0ba9e59428d46010315b786998f4b74905d1ba172c88b3529f1
