instance,algorithm,independent_runs,best_cost,avg_cost,std_cost,worst_cost,feasible_rate,avg_runtime_seconds
L-main-threeshift-10c-01,staged_hybrid_carbon_aware,10,648.5631028751067,648.5631028751067,0.0,648.5631028751067,1.0,9.293425812502392
L-main-threeshift-10c-01,GA,10,687.7731541027979,739.4471769790459,48.20470786891566,808.5429206318113,1.0,5.783189970801322
L-main-threeshift-10c-01,PSO,10,762.1216929835925,831.952194123461,32.92646946288055,856.8548964270285,1.0,4.2823910000006435
L-main-threeshift-10c-01,VNS,10,648.5631028751067,658.4546725360458,17.49103347832988,695.7114041580778,1.0,13.902794958298909
L-main-threeshift-10c-01,ACO,10,775.2555285137973,789.8727590032556,7.70212230542944,804.4119607863306,1.0,2.121226529197884
L-main-threeshift-10c-01,GA-VNS,10,648.5631028751067,658.5706171565942,12.662283641400004,684.7548402121647,1.0,13.018775158302741
L-main-threeshift-10c-01,LNS,10,648.5631028751067,648.5631028751067,0.0,648.5631028751067,1.0,36.24001712910031
L-main-threeshift-10c-01,GWO,10,733.3926726042693,755.54890525181,18.64745924270844,769.9862335907965,1.0,41.25759432090126
L-main-threeshift-10c-01,IWD,10,787.7737853464752,826.640558041892,24.577559638382812,858.7157743988739,1.0,4.970790024999587
L-main-threeshift-15c-01,staged_hybrid_carbon_aware,10,1021.8545301087881,1046.884079044147,9.536600437391076,1057.9296367748425,1.0,15.594025324898393
L-main-threeshift-15c-01,GA,10,1047.3872516343129,1099.858216277867,26.25461845721248,1126.4584368719059,1.0,6.227768387499964
L-main-threeshift-15c-01,PSO,10,1281.5638815199154,1306.7153898040276,18.407519640823825,1337.792791083742,1.0,7.053995887601195
L-main-threeshift-15c-01,VNS,10,1021.8545301087881,1048.6033716371817,11.51405348845812,1064.1122238417627,1.0,18.05481694579794
L-main-threeshift-15c-01,ACO,10,1055.2512797961015,1127.547953267042,40.30184734601187,1191.0839230109552,1.0,3.998789674900763
L-main-threeshift-15c-01,GA-VNS,10,1048.0055517715482,1075.4429769453732,15.972126522793186,1103.2310013392841,1.0,14.831229362696467
L-main-threeshift-15c-01,LNS,10,1021.8545301087881,1043.361356109763,9.73099760339282,1050.8542669302199,1.0,43.04417822910036
L-main-threeshift-15c-01,GWO,10,1032.575668967937,1046.835363363343,7.1311602517774295,1057.0648076874556,1.0,53.77150028729666
L-main-threeshift-15c-01,IWD,10,1103.9878024076074,1193.7052393280683,48.82383585533597,1246.1161952029943,1.0,8.715248037599668
L-main-threeshift-20c-01,staged_hybrid_carbon_aware,10,1080.7965406495912,1165.9003699075006,39.670935417994755,1211.2795813844964,1.0,17.435667537299743
L-main-threeshift-20c-01,GA,10,1292.8785254276208,1377.2807480034323,58.40049441287886,1483.2253110048412,1.0,9.626858299897867
L-main-threeshift-20c-01,PSO,10,1517.0684242319317,1563.522278060468,26.07094632496563,1599.2914100817295,1.0,10.251194237398886
L-main-threeshift-20c-01,VNS,10,1124.9225742084939,1185.2088870495184,50.276677868230514,1269.8872781421837,1.0,29.19682492500142
L-main-threeshift-20c-01,ACO,10,1359.8955728929404,1435.628263647154,57.16549425972958,1546.0812539464164,1.0,6.188012658400112
L-main-threeshift-20c-01,GA-VNS,10,1177.214655719953,1227.3352961271914,33.57517208797813,1267.7250970385808,1.0,22.87350663349789
L-main-threeshift-20c-01,LNS,10,1086.0713639941905,1163.5246203196853,50.254701285417546,1241.7879345432814,1.0,75.49825711660306
L-main-threeshift-20c-01,GWO,10,1274.2216795133754,1323.123445376565,40.950353255760724,1377.9663308266602,1.0,88.49055956660013
L-main-threeshift-20c-01,IWD,10,1524.7838876916812,1590.9263554498343,45.39187762686126,1645.2434550060016,1.0,15.711166304300423
L-main-threeshift-25c-01,staged_hybrid_carbon_aware,10,1153.8202097249168,1186.7225924349993,23.105009131717008,1230.273997493305,1.0,19.76791504159919
L-main-threeshift-25c-01,GA,10,1420.9373621341592,1477.971727311805,62.109566438675664,1579.2050552513358,1.0,11.794063970803837
L-main-threeshift-25c-01,PSO,10,1504.247387427712,1548.87905736711,35.40982421227488,1600.4132429288964,1.0,13.855411525000818
L-main-threeshift-25c-01,VNS,10,1169.573860138187,1243.6323512663564,48.40598379134111,1320.0464321773115,1.0,34.22501207109817
L-main-threeshift-25c-01,ACO,10,1390.9234050447344,1470.9360828278404,46.60002859865336,1521.593679875864,1.0,7.811318858197774
L-main-threeshift-25c-01,GA-VNS,10,1276.880736686042,1319.1977087645328,36.047442460568206,1389.172949921173,1.0,26.98186686639674
L-main-threeshift-25c-01,LNS,10,1145.8880204929317,1212.6119190185393,31.94210007241257,1268.4491065652728,1.0,91.57771391669812
