primary,baseline,pairs,wins,ties,losses,mean_gain_pct,median_gain_pct,wilcoxon_statistic,wilcoxon_p_raw,wilcoxon_p_holm
staged_hybrid_carbon_aware,GA,90,82,0,8,12.493327947571565,14.617957461922485,340.0,6.39972020755686e-12,2.559888083022744e-11
staged_hybrid_carbon_aware,PSO,90,89,0,1,18.31461154685785,20.066732088136153,41.0,6.827523749483774e-16,4.475347030448954e-15
staged_hybrid_carbon_aware,VNS,90,67,10,13,7.613469372396171,6.006426546733049,391.0,3.755060339989202e-09,1.1265181019967606e-08
staged_hybrid_carbon_aware,ACO,90,88,0,2,16.08893693845976,17.90576896303491,39.0,6.393352900641364e-16,4.475347030448954e-15
staged_hybrid_carbon_aware,GA-VNS,90,75,1,14,4.924536107143233,6.110450941950603,994.0,3.689821075227052e-05,7.379642150454104e-05
staged_hybrid_carbon_aware,LNS,90,46,12,32,2.275995040720746,0.27892289751951016,1048.0,0.014165925865257428,0.014165925865257428
staged_hybrid_carbon_aware,GWO,90,81,2,7,12.753571784556692,13.579308166956725,148.0,5.017356926140881e-14,2.5086784630704407e-13
staged_hybrid_carbon_aware,IWD,90,90,0,0,26.697464974774416,26.841643306333054,0.0,1.7437900167092118e-16,1.3950320133673695e-15
