all_depots_have_positive_cv_cap,alternate_direct_cv_feasible_customer_count,alternate_direct_cv_feasible_customer_pct,alternate_direct_cv_feasible_demand_kg,alternate_direct_cv_feasible_demand_pct,alternate_minus_owner_roundtrip_km_max,alternate_minus_owner_roundtrip_km_median,alternate_minus_owner_roundtrip_km_min,customer_count,customer_demand_kg,depot_count,dynamic_added_demand_pct_of_instance_max,dynamic_added_demand_pct_of_instance_min,dynamic_addition_min_due_minus_appearance_second_max,dynamic_addition_min_due_minus_appearance_second_min,dynamic_cancelled_demand_pct_of_instance_max,dynamic_cancelled_demand_pct_of_instance_min,dynamic_reduced_demand_pct_of_instance_max,dynamic_reduced_demand_pct_of_instance_min,dynamic_stream_seed_count,dynamic_stream_unique_hash_count,failure_reason,home_customer_count_max,home_customer_count_min,home_customer_count_range,home_demand_kg_max,home_demand_kg_min,home_demand_kg_range,home_workload_by_depot_json,instance_id,owner_direct_cv_feasible_customer_count,region,status
True,100,100.0,27293.0,100.0,624.812042199857,523.8193903651735,466.784014354916,100,27293.0,2,20.35686806140769,17.044663466822996,14468.998019999999,7516.486680000002,9.92562195434727,5.854981130692852,0.7867252783957723,0.4145368222024729,10,10,,58,42,16,15280.0,12013.0,3267.0,"{""D_chengdu"": {""customer_count"": 42, ""demand_kg"": 12013.0, ""num_cv"": 5, ""num_ev"": 2}, ""D_chongqing"": {""customer_count"": 58, ""demand_kg"": 15280.0, ""num_cv"": 7, ""num_ev"": 2}}",cn-cy-100c-01-V2-LOCATIONS,100,cy,OPPORTUNITY_SCOUT_PASS
True,100,100.0,26941.0,100.0,626.051456827568,523.3310034332651,456.23823013414807,100,26941.0,2,22.166957425485318,17.523477228016777,13778.417820000002,8697.911520000001,8.763594521361494,6.183883300545637,0.8809949044552997,0.5456367618128503,10,10,,58,42,16,15064.0,11877.0,3187.0,"{""D_chengdu"": {""customer_count"": 42, ""demand_kg"": 11877.0, ""num_cv"": 4, ""num_ev"": 2}, ""D_chongqing"": {""customer_count"": 58, ""demand_kg"": 15064.0, ""num_cv"": 8, ""num_ev"": 2}}",cn-cy-100c-02-V2-LOCATIONS,100,cy,OPPORTUNITY_SCOUT_PASS
True,100,100.0,25837.0,100.0,625.9851895347281,520.2756430875165,474.1132180730939,100,25837.0,2,21.507915005612105,17.207880171846575,14815.54842,9628.448400000001,10.221774973874675,5.917869721716918,0.875164605293832,0.39379256897670634,10,10,,58,42,16,14862.0,10975.0,3887.0,"{""D_chengdu"": {""customer_count"": 42, ""demand_kg"": 10975.0, ""num_cv"": 4, ""num_ev"": 2}, ""D_chongqing"": {""customer_count"": 58, ""demand_kg"": 14862.0, ""num_cv"": 7, ""num_ev"": 2}}",cn-cy-100c-03-V2-LOCATIONS,100,cy,OPPORTUNITY_SCOUT_PASS
True,150,100.0,40422.0,100.0,626.051456827568,524.69138952601,472.269692703195,150,40422.0,2,21.132056800752064,18.37860570976201,13102.45308,9742.828259999995,9.277126317351938,7.213893424372866,0.8114968477906918,0.5875800997154439,10,10,,87,63,24,23405.0,17017.0,6388.0,"{""D_chengdu"": {""customer_count"": 63, ""demand_kg"": 17017.0, ""num_cv"": 7, ""num_ev"": 2}, ""D_chongqing"": {""customer_count"": 87, ""demand_kg"": 23405.0, ""num_cv"": 10, ""num_ev"": 4}}",cn-cy-150c-01-V2-LOCATIONS,150,cy,OPPORTUNITY_SCOUT_PASS
True,150,100.0,41664.0,100.0,625.4923508186199,522.0192503197575,439.86879361034,150,41664.0,2,21.834197388632873,18.49798387096774,13141.728840000003,8386.489859999994,9.499807987711213,7.670890937019969,0.732214303575894,0.5427138034508627,10,10,,87,63,24,24373.0,17291.0,7082.0,"{""D_chengdu"": {""customer_count"": 63, ""demand_kg"": 17291.0, ""num_cv"": 7, ""num_ev"": 2}, ""D_chongqing"": {""customer_count"": 87, ""demand_kg"": 24373.0, ""num_cv"": 11, ""num_ev"": 4}}",cn-cy-150c-02-V2-LOCATIONS,150,cy,OPPORTUNITY_SCOUT_PASS
True,150,100.0,40767.0,100.0,623.707544931804,522.1308777264396,466.784014354916,150,40767.0,2,21.468344494321386,17.038290774400863,11766.489480000004,8465.287499999999,9.026909019550127,6.811882159589865,0.7491239209095818,0.5546551845114122,10,10,,87,63,24,23752.0,17015.0,6737.0,"{""D_chengdu"": {""customer_count"": 63, ""demand_kg"": 17015.0, ""num_cv"": 7, ""num_ev"": 3}, ""D_chongqing"": {""customer_count"": 87, ""demand_kg"": 23752.0, ""num_cv"": 11, ""num_ev"": 3}}",cn-cy-150c-03-V2-LOCATIONS,150,cy,OPPORTUNITY_SCOUT_PASS
True,50,100.0,13266.0,100.0,624.5487410295519,522.2488747572226,483.54194768698596,50,13266.0,2,23.563998190863863,17.797376752600634,15170.255339999996,8697.911520000001,9.430122116689281,5.75154530378411,1.0234241056872084,0.3411413685624029,10,10,,29,21,8,7432.0,5834.0,1598.0,"{""D_chengdu"": {""customer_count"": 21, ""demand_kg"": 5834.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_chongqing"": {""customer_count"": 29, ""demand_kg"": 7432.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-cy-50c-01-V2-LOCATIONS,50,cy,OPPORTUNITY_SCOUT_PASS
True,50,100.0,12567.0,100.0,622.311686839957,524.6749831746375,466.784014354916,50,12567.0,2,22.089599745364843,17.681228614625606,13201.3626,7694.73732,11.60181427548341,4.973342882151667,0.9002907208062457,0.4494976692370754,10,10,,29,21,8,7150.0,5417.0,1733.0,"{""D_chengdu"": {""customer_count"": 21, ""demand_kg"": 5417.0, ""num_cv"": 3, ""num_ev"": 1}, ""D_chongqing"": {""customer_count"": 29, ""demand_kg"": 7150.0, ""num_cv"": 3, ""num_ev"": 1}}",cn-cy-50c-02-V2-LOCATIONS,50,cy,OPPORTUNITY_SCOUT_PASS
True,50,100.0,13820.0,100.0,624.8120421998569,524.9242548124171,473.54675523196295,50,13820.0,2,23.61794500723589,18.581765557163532,15285.696300000003,9555.032699999996,9.55137481910275,6.034732272069465,0.8186652307070976,0.4087436475616734,10,10,,29,21,8,7987.0,5833.0,2154.0,"{""D_chengdu"": {""customer_count"": 21, ""demand_kg"": 5833.0, ""num_cv"": 2, ""num_ev"": 1}, ""D_chongqing"": {""customer_count"": 29, ""demand_kg"": 7987.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-cy-50c-03-V2-LOCATIONS,50,cy,OPPORTUNITY_SCOUT_PASS
True,100,100.0,25972.0,100.0,253.36410636402798,204.66948826615103,154.85422012829102,100,25972.0,2,20.857076851994456,16.579393192669027,16059.115559999998,7634.335080000004,9.090559063606962,6.414600338826428,0.8273668601964904,0.47886990999251433,10,10,,73,27,46,18958.0,7014.0,11944.0,"{""D_beijing"": {""customer_count"": 73, ""demand_kg"": 18958.0, ""num_cv"": 9, ""num_ev"": 3}, ""D_tianjin"": {""customer_count"": 27, ""demand_kg"": 7014.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-jjj-100c-01-V2-LOCATIONS,100,jjj,OPPORTUNITY_SCOUT_PASS
True,100,100.0,27432.0,100.0,252.841731019798,200.378671829067,158.80105481297403,100,27432.0,2,21.019247594050743,17.209827938174396,12951.521399999998,8817.39,9.875328083989501,5.821668124817731,0.7833323160186371,0.49433016609357944,10,10,,73,27,46,19652.0,7780.0,11872.0,"{""D_beijing"": {""customer_count"": 73, ""demand_kg"": 19652.0, ""num_cv"": 9, ""num_ev"": 3}, ""D_tianjin"": {""customer_count"": 27, ""demand_kg"": 7780.0, ""num_cv"": 4, ""num_ev"": 1}}",cn-jjj-100c-02-V2-LOCATIONS,100,jjj,OPPORTUNITY_SCOUT_PASS
True,100,100.0,27081.0,100.0,252.841731019798,202.33081568670653,160.615814755818,100,27081.0,2,22.056054060042097,18.459436505298918,15671.861639999996,10111.475760000001,10.261807171079354,6.672574867988627,0.8770415712380514,0.5007372370399569,10,10,,73,27,46,19860.0,7221.0,12639.0,"{""D_beijing"": {""customer_count"": 73, ""demand_kg"": 19860.0, ""num_cv"": 8, ""num_ev"": 3}, ""D_tianjin"": {""customer_count"": 27, ""demand_kg"": 7221.0, ""num_cv"": 3, ""num_ev"": 1}}",cn-jjj-100c-03-V2-LOCATIONS,100,jjj,OPPORTUNITY_SCOUT_PASS
