added_demand_kg,added_demand_pct_of_instance,addition_count,addition_median_due_minus_appearance_second,addition_min_due_minus_appearance_second,cancellation_count,cancelled_demand_kg,cancelled_demand_pct_of_instance,demand_change_count,event_count,first_event_second,initial_customer_count,instance_id,last_event_second,reduced_demand_kg,reduced_demand_pct_of_instance,region,stream_seed,stream_sha256
5069.0,18.81518874577781,20,17810.29398,9505.582620000001,8,2014.0,7.4755948183066705,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,192.25581395348834,0.713617957586906,cy,1,ca3332cf49641c683bedf7836dc44d532ca98ef3496fbe624a760d7666cbe4a8
4721.0,17.523477228016777,20,20561.69331,11800.888739999995,8,1806.0,6.703537359415018,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,169.46511627906978,0.6290231107942161,cy,2,508745dffab030a0609e060a1f2e5f3b576ad847a48a6947fccf08be17145d47
5069.0,18.81518874577781,20,21476.26842,13778.417820000002,8,2152.0,7.987825247763632,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,169.46511627906978,0.6290231107942161,cy,3,ef94e067da1bb889af1617ad9f33d45c06739f4afae46c735ce2a75eaec1dbed
5625.0,20.878957722430496,20,21539.26797,10755.24312,8,1736.0,6.443710329980328,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,158.06976744186048,0.5867256873978712,cy,4,32fbc8b776a8f3ae4d907edcf68fc732b7656587bc93d34fa53fe91a83eaa8a5
5277.0,19.587246204669462,20,21851.445750000003,11245.582620000001,8,1666.0,6.183883300545637,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,181.02325581395343,0.6719247830962229,cy,5,de753fc96f8855c257bf336029e0dcfc7bc4202ba182be2c122fdae7456327dc
5211.0,19.34226643405961,20,21117.895829999998,12215.785679999994,8,2152.0,7.987825247763632,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,147.0,0.5456367618128503,cy,6,898bb89d2f258b4be17f5ef80d78097e46bc96f26f75ba0c76f6f910d8deda7c
5972.0,22.166957425485318,20,19202.113650000003,8697.911520000001,8,2222.0,8.247652277198322,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,169.46511627906978,0.6290231107942161,cy,7,8515e9919aef22d2ec40801a1cc4e23ba3a414dff6bb2a5631e5c30dac849972
5347.0,19.847073234104155,20,18699.90609,12468.460319999998,8,2221.0,8.243940462492112,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,203.48837209302323,0.7553111320775889,cy,8,d3180c4bf789eb32a3d0a067423540968aafb12dfea728b84390ab8451add15a
5349.0,19.854496863516573,20,21090.720540000002,12725.123940000005,8,2361.0,8.763594521361494,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,203.48837209302323,0.7553111320775889,cy,9,c9a8a25be9be2930bd25e0b01e1068b2cb7a8786b412daef64935c0090cb4bce
5139.0,19.075015775212503,20,24023.447790000002,10437.911520000001,8,2292.0,8.507479306633012,4,32,28980.0,80,cn-cy-100c-02-V2-LOCATIONS,35400.0,237.3488372093023,0.8809949044552997,cy,10,5460e1d4541c1a8ee7d6f8b84f9b45c7d96a23ab52afe02100c7df7fab0faa06
5278.0,20.42806827418044,20,23254.40076,10146.021720000004,8,2570.0,9.946975268026474,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,135.6046511627907,0.5248467359321543,cy,1,b029555b2351cbd63f77766191ee40435b9016e85abaf767ca01b5aed5a59462
4446.0,17.207880171846575,20,21110.16501,12160.510020000002,8,1806.0,6.989975616364129,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,203.48837209302323,0.7875851379534127,cy,2,36b29dee13350b022dd11ac963b8cc678dbfa225cb524a0df3e7abd089534994
5557.0,21.507915005612105,20,21255.76284,14430.028680000003,8,1806.0,6.989975616364129,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,181.02325581395343,0.7006357387233558,cy,3,08bc13a3280f78ebdf19370a66731542a93fecc9a3b3c386cdce7229e39c0d5a
5556.0,21.50404458721988,20,21022.78341,13647.326399999998,8,2223.0,8.603940085923288,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,158.39534883720927,0.6130562713829364,cy,4,e13d7eb4043963b41c323ef6f5b5d832d59b01b1e16435795f230eecc7ba8cde
4930.0,19.081162673685025,20,22415.249819999997,9628.448400000001,8,2223.0,8.603940085923288,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,169.62790697674419,0.656530970997965,cy,5,b401205411d46930777ee9a3b3fa269a11c06126546dbca49a684ae69e7f409d
4999.0,19.34822154274877,20,20232.066720000003,12966.01236,8,1806.0,6.989975616364129,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,169.62790697674416,0.6565309709979648,cy,6,895e6892e9dcec64d3a73fa1831e9a25815a8db3f628cf33845938b0f6e6eae3
5278.0,20.42806827418044,20,25567.143870000004,14680.510020000002,8,2641.0,10.221774973874675,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,158.2325581395349,0.6124262032725738,cy,7,9b4138bcd63df2942133e775a413eb480b7db80dcf8ba9c3894ef75a736452bf
5070.0,19.623021248596974,20,20595.96231,14358.472679999999,8,1737.0,6.722916747300383,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,101.74418604651163,0.39379256897670634,cy,8,af3179d55517dc5d8ed0eb61c05e768b7482399967105ae8bec6eed3122d61ca
5139.0,19.89008011766072,20,19879.081080000004,10715.663639999999,8,1529.0,5.917869721716918,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,226.1162790697674,0.875164605293832,cy,9,50ae2b9f7a83cbe628fa64b4bd515dcaae8d6f02aab3810b541faa4f081c4ef0
4723.0,18.279986066493787,20,23726.455229999996,14815.54842,8,1736.0,6.719046328908155,4,32,28980.0,80,cn-cy-100c-03-V2-LOCATIONS,35400.0,113.13953488372093,0.4378973367020975,cy,10,d105e266d6491bc8fa82eaf6aa7b199f301e3496aca09bd5c8185d9b0a3218c7
8333.0,20.61501162733165,30,18625.254960000002,11031.060420000002,12,3127.0,7.735886398495869,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,305.23255813953483,0.7551149328077156,cy,1,6d4b37f64054bfed77e027fde4058c6394de6db46688a6ec09741652d85a0ca9
8057.0,19.932215130374548,30,18845.04657,10273.806539999998,12,3334.0,8.247983771213695,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,237.51162790697674,0.587580099715444,cy,2,dc79f3372c214085fa11152aac3cd974d1beac0b7506aa4d09a2a670fa0c3663
7918.0,19.588342981544702,30,17643.458609999998,9742.828259999995,12,3542.0,8.762555044282816,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,271.20930232558135,0.6709447882974157,cy,3,ffed3a9b3afcfbc3f2b0a77eb6ac60360886d43941112c5bbc98474f6bdb284b
7916.0,19.583395180842114,30,20307.74298,10111.475760000001,12,3195.0,7.904111622383851,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,248.7441860465116,0.6153683292427679,cy,4,b1e2fd42f5c031d2f2fd707d0d2dfac5b69ef077bd021538212ecd35a07bccc6
8542.0,21.132056800752064,30,24820.723890000005,10803.95826,12,3403.0,8.41868289545297,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,271.20930232558135,0.6709447882974157,cy,5,32afc1eac1cdc41bf178bb19a48875c78cacd183727d906b66a031cc64c7ae50
7429.0,18.37860570976201,30,19881.91245,11583.166859999998,12,3750.0,9.277126317351938,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,237.5116279069767,0.5875800997154439,cy,6,50fb65f9271ec1c596917730fe03551aa837e13e6ab253950029ff22010f13b7
8541.0,21.129582900400774,30,20228.475540000003,13102.45308,12,2987.0,7.389540349314729,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,259.9767441860465,0.6431565587700918,cy,7,b1964c832497f054aa5b86c573c0991364586660c54847caa9e8d8ed56169e92
8336.0,20.622433328385533,30,19999.74558,11482.828259999995,12,3404.0,8.421156795804265,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,271.3720930232558,0.6713475162615798,cy,8,80b4b8cd1b475ca335a61df268182125068bd6b9f2c403a5902af6eff75505bc
8126.0,20.102914254613825,30,22745.457720000002,10111.475760000001,12,2916.0,7.213893424372866,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,328.0232558139534,0.8114968477906918,cy,9,b6b9bdeb66f52c4981c406313fcdae90d6d3f9c01901b3313aeab890a5aa4672
7850.0,19.420117757656723,30,21978.18714,10273.806539999998,12,3404.0,8.421156795804265,6,48,28980.0,120,cn-cy-150c-01-V2-LOCATIONS,35400.0,259.9767441860465,0.6431565587700918,cy,10,21df52c13a42dccad93bcc8f1385d2221064d2f23e3239922500b4880d9e8c90
8055.0,19.33323732718894,30,18858.51516,10871.36262,12,3403.0,8.167722734254992,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,259.8139534883721,0.6235933983495873,cy,1,e3a767205836ec52e316a59b5c95da3dcbc47d8cea074d9f4dde1a5e85d74890
8470.0,20.329301075268816,30,23162.83584,11026.489859999994,12,3196.0,7.670890937019969,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,271.3720930232558,0.6513347086771692,cy,2,46976c7887f75786831d440fd46069f181002d82d1958a6d99f3d1ab2ef96b59
8264.0,19.834869431643625,30,19504.33299,10835.774099999995,12,3333.0,7.99971198156682,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,305.06976744186045,0.732214303575894,cy,3,a0cfb78385f657107d69f5be63f7f9a8b2f334d747c0881056f3ffa72a113e81
7707.0,18.49798387096774,30,22025.338290000003,12575.774099999995,12,3264.0,7.8341013824884795,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,237.34883720930233,0.5696736684171043,cy,4,a9fab6102fdf8ec1f07eac7ed3b9ebb407ac6edc1fae5935bafbf5cc067984f7
8541.0,20.49971198156682,30,20547.31083,8630.96082,12,3681.0,8.834965437788018,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,226.11627906976744,0.5427138034508627,cy,5,4980a9fefc484912a31751affdd7708b1349d08a031e76eb2d10f2ecb1721ddd
9097.0,21.834197388632873,30,20072.59227,8630.96082,12,3958.0,9.499807987711213,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,282.76744186046506,0.6786852963240808,cy,6,d07a96f5dfe0bf9dde9d16e93844e68294d1d41c7f30a26e11a84df68a643918
8333.0,20.000480030721967,30,22243.19364,13141.728840000003,12,3543.0,8.503744239631336,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,271.37209302325584,0.6513347086771694,cy,7,ad0e1fc719b0a31cb77d1553ebee0fdcf210a0fa89b7c3bbc12d9a11eae69522
8401.0,20.163690476190474,30,21561.186300000005,8386.489859999994,12,3264.0,7.8341013824884795,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,237.51162790697674,0.5700643910977745,cy,8,28d17fee2896508da9a95bbfe6a156239b25d1fd6541eb6c3c311581f6949b59
8404.0,20.17089093701997,30,19772.976330000005,10321.258500000004,12,3265.0,7.83650153609831,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,248.58139534883722,0.5966335333833458,cy,9,55587276d8c886586db4184bfafd921ebf5feacb31050cc4c8f35637fdd24760
8264.0,19.834869431643625,30,21041.268060000002,12294.659520000001,12,3541.0,8.498943932411674,6,48,28980.0,120,cn-cy-150c-02-V2-LOCATIONS,35400.0,259.9767441860465,0.6239841210302576,cy,10,f449d6fa0dee7101d9c59e9db6dd3fab03f23b364f118be5330cf4532190dcef
8195.0,20.102043319351438,30,21277.1685,11369.557079999999,12,3541.0,8.68594696690951,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,259.8139534883721,0.637314380475316,cy,1,c7ec69b098f3bc555472143aa21241dc75f572d2c2e7ce25c68094dbaf0c5a61
8125.0,19.930335810827383,30,20495.00604,9693.499559999997,12,3680.0,9.026909019550127,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,305.23255813953483,0.7487246011223166,cy,2,b79df5530ff3a2b22d3a4d1211c8b2e62a5ecdf4b53947092b5c17609525333e
6946.0,17.038290774400863,30,20451.806279999997,9449.241899999994,12,2916.0,7.15284421223048,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,294.0,0.7211715358010156,cy,3,d1b4a329b24fce64f1d2f3b550b0b90fe43d698d3b6cacd957d3bab1c2690227
7988.0,19.59427968700174,30,20230.600290000002,10211.195700000004,12,2779.0,6.816788088404837,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,248.5813953488372,0.6097613151540147,cy,4,d8f223ff0bb40a6e9b32d180b40f00f674937d440dadd831a11adb4b35f5fefd
8752.0,21.468344494321386,30,18819.504960000006,9449.241899999994,12,2986.0,7.324551720754532,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,305.3953488372092,0.7491239209095818,cy,5,71d1bb77b7c49bcac307b94ba7bd9a588bc018b32fda76985c69e3ab5ab4a04f
8124.0,19.927882846419898,30,21301.10184,10341.85482,12,3195.0,7.8372212819191995,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,294.1627906976743,0.7215708555882805,cy,6,bf5d82934a412cc326ce2b494fab4a408ca446b8a0a4eb4da53e544befde4d61
8610.0,21.120023548458313,30,18912.37674,8465.287499999999,12,2777.0,6.811882159589865,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,226.11627906976742,0.5546551845114122,cy,7,5a4b643ae998479d772b5592c37ba3d3a9e5533919e6bbda8db2657f5e954503
7708.0,18.907449652905537,30,20767.962,10557.39,12,3057.0,7.498712193686069,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,282.4418604651163,0.6928198309051838,cy,8,1d8fddc6f4134c16839e3e2b7473ac958f77805d8a7468fff128f61f099d65c6
8126.0,19.932788775234872,30,20097.54582,11766.489480000004,12,3265.0,8.008928790443251,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,282.76744186046506,0.693618470479714,cy,9,d6da6fa72cd3b3c615dd907b2ace1e7b7a9097a6c587b8ee34d9dae1fdf0778b
7846.0,19.245958741138665,30,24304.801440000003,8601.85482,12,3194.0,7.834768317511713,6,48,28980.0,120,cn-cy-150c-03-V2-LOCATIONS,35400.0,293.83720930232556,0.7207722160137503,cy,10,40768164fff84a8ff6f4f3e7ec2e0d5b4c1f5df7945285b767c0d3f806a49148
2639.0,19.89295944519825,10,18754.860269999997,10437.911520000001,4,1181.0,8.902457409920096,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,45.25581395348837,0.3411413685624029,cy,1,b126d7c41d9d55cadb3d6c06f01acb5b44dae38bafc08c42d758aa21f1b6f099
3056.0,23.03633348409468,10,20202.51555,15170.255339999996,4,763.0,5.75154530378411,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,90.51162790697671,0.6822827371248057,cy,2,c00246258857272986f1ac227e4fc095b480842031933bef832d93996a4e5140
2362.0,17.804914819840192,10,19639.504589999997,13227.324060000006,4,1250.0,9.422584049449721,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,79.11627906976744,0.5963838313716828,cy,3,8fa94ebb382ed45a135b3261f1c605ea76f716369b29303fa9725d47cfcfe309
2779.0,20.94828885873662,10,19650.73563,14861.028959999996,4,1112.0,8.382330770390471,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,101.7441860465116,0.7669545156528841,cy,4,d8f589ff3eff2195f283af22b27bcca41ddc4398180bef4366a2ceb5d640ed47
2431.0,18.325041459369817,10,17399.96967,14029.160819999997,4,834.0,6.286748077792854,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,56.48837209302326,0.4258131470904814,cy,5,813317ac49bcdffea103427fe1c3f32652d3daf1375f3d20d991423543520133
2571.0,19.380370872908188,10,22615.63998,13114.970580000001,4,1250.0,9.422584049449721,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,67.88372093023256,0.5117120528436044,cy,6,9f030cc34e8e2ac177a6a2694344d9feadc322164baa18c95d8fdebbe239bdad
2361.0,17.797376752600634,10,18418.79334,8697.911520000001,4,764.0,5.75908337102367,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,135.76744186046506,1.0234241056872084,cy,7,edd6f0da38af71d6e960c6e4000e05b4947960adaa362ef1fca4e1210598a03b
3126.0,23.563998190863863,10,18802.66293,12320.672940000004,4,1111.0,8.374792703150913,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,79.11627906976744,0.5963838313716828,cy,8,7d70e20bda77783236ae6b02ae4014d9b7eaa0bf1874075f1a8da7ff9b49e880
2640.0,19.90049751243781,10,19132.336769999998,12575.774099999995,4,1251.0,9.430122116689281,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,67.72093023255815,0.5104849256185598,cy,9,78adca9c979f1f38829134bb560aa2ce5971ced08a92fbc751585359d4377f33
2431.0,18.325041459369817,10,19495.513290000003,12231.737100000006,4,1181.0,8.902457409920096,2,16,28980.0,40,cn-cy-50c-01-V2-LOCATIONS,35400.0,101.7441860465116,0.7669545156528841,cy,10,3491e9de7b745a78ca83de01dea99dbf8d0c728399a44f3535a3107103e519dc
2776.0,22.089599745364843,10,16897.687229999996,12208.654200000004,4,625.0,4.973342882151667,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,79.11627906976744,0.6295558133983246,cy,1,ab2e56f3c04bc71137e8db79c3b10c2a3af32eb26a0e8a126cbe82966729b5ad
2222.0,17.681228614625606,10,19462.959509999997,9434.73732,4,972.0,7.734542850322272,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,79.11627906976744,0.6295558133983246,cy,2,4d6add2d60009831becfac84482e28e2a88ae852c7a5dd70c8291f302f165073
2360.0,18.779342723004696,10,21913.946369999998,8465.287499999999,4,1110.0,8.83265695870136,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,113.1395348837209,0.9002907208062457,cy,3,8b8e4d7c951017bad9bc76bc93e99c129352cb3bc81d85ed92da76217fde995e
2222.0,17.681228614625606,10,15820.308270000001,7694.73732,4,1458.0,11.60181427548341,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,90.34883720930233,0.7189371943129015,cy,4,06ceb5de1fdc8b36d61b7d8b7670524cfad67f779e5611ac93ba181de657a581
2500.0,19.893371528606668,10,17108.965319999996,12672.223259999999,4,903.0,7.1854857961327285,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,90.34883720930233,0.7189371943129015,cy,5,061132c9709cc9089efa6881423bd5b32237086ebea4bd7d9cf1c892fddfe38c
2361.0,18.787300071616137,10,17917.53561,10334.73732,4,1320.0,10.50370016710432,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,112.97674418604652,0.8989953384741508,cy,6,b02713a66281b29eb37078dd5bfd8d8656fe537779d2cac956401072deafe84d
2707.0,21.5405426911753,10,18071.3712,13201.3626,4,1041.0,8.283599904511817,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,79.11627906976744,0.6295558133983246,cy,7,a5568c6ca2dbf6c2931e9926b72927f44f9a697ff385afe03ec41f1937eb069f
2360.0,18.779342723004696,10,18694.07334,8465.287499999999,4,1180.0,9.389671361502348,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,56.48837209302326,0.4494976692370754,cy,8,11e44b3c93eaebcea3aa024130c41e73acda6a7f78583dee88443f7277a6d850
2292.0,18.238243017426594,10,16153.258440000001,10011.962339999998,4,1041.0,8.283599904511817,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,67.88372093023256,0.5401744324837475,cy,9,6572d5317a8c553091995140d4f2a6a3d766380950e705eacc2d18f39545feeb
2499.0,19.885414179995227,10,17478.3888,12301.3626,4,1181.0,9.397628710113791,2,16,28980.0,40,cn-cy-50c-02-V2-LOCATIONS,35400.0,56.48837209302326,0.4494976692370754,cy,10,03670b0ceeb0398f63a8796bb74181c61226c5553d4c8727b3efacf3f5dfc679
2709.0,19.602026049204053,10,20050.940099999996,10746.218400000005,4,1042.0,7.539797395079595,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,113.1395348837209,0.8186652307070976,cy,1,da254a0ef9bc96f912c1eb2e53cdc91455b5245cf89d97e06cc165405f5e63d1
2848.0,20.60781476121563,10,19169.95416,9555.032699999996,4,834.0,6.034732272069465,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,101.74418604651163,0.7362097398445124,cy,2,ec0cc8166f64cd135bcbf53f5c6a57b80b931d6eae9f4160b94115894cd8c001
2916.0,21.099855282199712,10,24288.667530000002,11482.828259999995,4,1042.0,7.539797395079595,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,56.48837209302326,0.4087436475616734,cy,3,37cd5a8c9614820b721d0c1f450f33a6b7131721ba9601b2bb6a50c352842112
3056.0,22.11287988422576,10,20344.569659999997,12645.696300000003,4,1041.0,7.532561505065123,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,79.11627906976744,0.572476693703093,cy,4,2e0574ec91b238966ea2040004ec1e23f65076e27a088ed2f55b8e6e4369a2cc
2778.0,20.101302460202604,10,15550.650780000004,9742.828259999995,4,1320.0,9.55137481910275,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,101.74418604651163,0.7362097398445124,cy,5,a5971bd7f166b2adf52af18254aa23b1d9b2db78b876ea47a0cd8069d61fdd95
3264.0,23.61794500723589,10,18063.184620000004,11513.850000000006,4,972.0,7.03328509406657,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,90.51162790697674,0.6549321845656783,cy,6,f60e6e3870540a62975109995a27d9daae22774a0f843147cb7a9164b2fd3bed
2847.0,20.600578871201158,10,26518.351650000004,15285.696300000003,4,1041.0,7.532561505065123,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,90.51162790697671,0.6549321845656781,cy,7,c8a26f38119016aaa96b166ef257e180c888391c87e64b11021a533df759bb54
3195.0,23.118668596237338,10,19710.4962,13677.863999999994,4,972.0,7.03328509406657,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,90.34883720930233,0.6537542489819271,cy,8,e273c61524643774753503869aea5ac809f49f39e9caba60dab80db5c9f5bd37
2568.0,18.581765557163532,10,21791.21127,12413.850000000006,4,972.0,7.03328509406657,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,79.11627906976744,0.572476693703093,cy,9,f201756e1074e49e0cd2c30ab447e4abbdc355069e1b7e18b6369d9d74d2f6a2
2708.0,19.59479015918958,10,23489.682870000004,11037.863999999994,4,1041.0,7.532561505065123,2,16,28980.0,40,cn-cy-50c-03-V2-LOCATIONS,35400.0,90.51162790697671,0.6549321845656781,cy,10,cca52246c111a962be619163b96e09833476f33882f973f80635b101f32ade2a
5138.0,19.78284306175882,20,20492.33616,7634.335080000004,8,2013.0,7.750654551054982,4,32,28980.0,80,cn-jjj-100c-01-V2-LOCATIONS,35400.0,180.86046511627907,0.6963671073320463,jjj,1,02d350cd463d9c163b6a2310161aa0857230ddc6be7b3cd45b11b3a8e3738720
4931.0,18.985830894809794,20,24034.54932,11473.560959999995,8,2292.0,8.82488834129062,4,32,28980.0,80,cn-jjj-100c-01-V2-LOCATIONS,35400.0,214.8837209302325,0.8273668601964904,jjj,2,2eb058a2738f9c7b80b395c4aaba328a7f20419f65027799c5ca9c792ae338f5
