candidate_scores,distance_double,elapsed_seconds,eval_budget,evaluations,expected_objective,failure_codes,independent_recompute_pass,initial_distance_double,initial_route_count,initial_solution_sha256,instance,model_violation_count,objective,process_cpu_seconds,route_count,score_counts,seed,solution_sha256,status,structural_counts,swapstar_trace,true_swapstar_accepted_count,true_swapstar_evaluations,true_swapstar_trace_count
160,4101.247533610778,4.811906624992844,160,160,999039.2475336108,"[""TRUE_SWAPSTAR_NOT_ACTIVATED""]",True,4178.497799061866,21,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,C1_2_1,0,999039.2475336108,5.375700999999999,21,"{""candidate"": 160, ""candidate_channel:destroy_repair"": 160, ""reference"": 2, ""reference_cache_hit"": 4, ""reference_cache_hit:history"": 4, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 24970}",1,db213adb8febe80a119c4e5f58a555a8ae36569ec33035f0c0e1d807edb2e397,FAIL,"{""accepted"": 0, ""attempts"": 0, ""best_improved"": 0, ""rejected"": 0}",[],0,0,0
