actual_customer_count,actual_evaluations,algorithm,elapsed_seconds,eval_budget,initial_cost,instance,run_id,scale,seed,source_cost,source_ev_routes,source_routes,source_solution_path,status,violation_count
45,400,ALNS_T3,9.039874791997136,400,1800.6676271939593,L-main-threeshift-20c-01,small__L-main-threeshift-20c-01__ALNS_T3__seed1,small,1,1209.390415895477,6,7,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/small__L-main-threeshift-20c-01__ALNS_T3__seed1.json,OK,0
45,400,LNS,5.795768208001391,400,1800.6676271939593,L-main-threeshift-20c-01,small__L-main-threeshift-20c-01__LNS__seed1,small,1,1250.9388130929538,6,7,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/small__L-main-threeshift-20c-01__LNS__seed1.json,OK,0
45,400,SA,0.273137542000768,400,1800.6676271939593,L-main-threeshift-20c-01,small__L-main-threeshift-20c-01__SA__seed1,small,1,1601.6794008253967,4,6,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/small__L-main-threeshift-20c-01__SA__seed1.json,OK,0
114,401,ALNS_T3,24.860001499997452,400,4088.2257659851743,L-main-threeshift-50c-01,medium__L-main-threeshift-50c-01__ALNS_T3__seed1,medium,1,2804.417204107845,3,17,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/medium__L-main-threeshift-50c-01__ALNS_T3__seed1.json,OK,0
114,400,LNS,14.568350999998074,400,4088.2257659851743,L-main-threeshift-50c-01,medium__L-main-threeshift-50c-01__LNS__seed1,medium,1,2941.950500542715,14,18,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/medium__L-main-threeshift-50c-01__LNS__seed1.json,OK,0
114,400,SA,0.6340270420005254,400,4088.2257659851743,L-main-threeshift-50c-01,medium__L-main-threeshift-50c-01__SA__seed1,medium,1,3980.7877011411542,2,15,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/medium__L-main-threeshift-50c-01__SA__seed1.json,OK,0
221,400,ALNS_T3,80.74474183300117,400,7320.111795906428,L-main-threeshift-100c-01,large__L-main-threeshift-100c-01__ALNS_T3__seed1,large,1,4990.91629687216,29,32,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/large__L-main-threeshift-100c-01__ALNS_T3__seed1.json,OK,0
221,400,LNS,21.893943832998048,400,7320.111795906428,L-main-threeshift-100c-01,large__L-main-threeshift-100c-01__LNS__seed1,large,1,6401.555934049611,22,30,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/large__L-main-threeshift-100c-01__LNS__seed1.json,OK,0
221,400,SA,1.6179482500010636,400,7320.111795906428,L-main-threeshift-100c-01,large__L-main-threeshift-100c-01__SA__seed1,large,1,6987.734120751435,10,28,baselines/e2_alns/m1_joint_repack_fleet_headroom_20260710/sources/large__L-main-threeshift-100c-01__SA__seed1.json,OK,0
