instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,historical_population_archive_enabled,historical_population_snapshot_count,historical_population_candidate_references,historical_diversity_selected_count,historical_stage_snapshot_gate,historical_stage_archive_use_gate,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-cy-200c-02-V2-LOCATIONS,17,200,9566.019377402665,9563.934089635939,-2.0852877667257417,True,9563.934434274493,9565.137499179507,9565.724693206957,9563.934434274493,-0.00034463855445210356,True,True,True,True,True,True,120,5389,72,True,True,280,343,1056,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,9566.019377402665,0.0,LIMIT_WITH_INCUMBENT,9540.020664057456,0.002500375405582691,879.7364198750001,15,14,28,27,23,22,16,15,True,True,PASS
