implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR24B,11,1000,68.58631487499224,10965259,True,True,960,960,12524000,12524000,True
