arm,stream_seed,stages,evaluations_per_stage,total_evaluations,final_total_cost,final_total_emissions,final_cross_site_customer_count,final_dynamic_added_cross_site_customer_count,final_dynamic_added_cross_site_customer_ids,customer_accounting_pass,event_path,event_sha256,owner_path,owner_sha256,initial_solution_path,initial_solution_sha256,initial_certificate_path,initial_certificate_sha256,initial_total_cost,initial_total_emissions,initial_route_count,initial_charging_action_count,initial_cross_site_customer_count,trigger_mode,final_solution_path,final_solution_sha256,final_certificate_path,final_certificate_sha256,stage_evidence_path,stage_evidence_sha256
cooperative,1,1,50,50,6632.182352118544,2008.7422959146252,2,1,N_S1_002,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.events.json,ae08f81e5b8efd93b6c2d95abc405623ae355926c4c23fd31681c0fa8824d6a9,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.owners.csv,66a6b7211192e69725d6fa76a3c747e8a855744570f9389229ca24fa804eebe1,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__independent.json,47884212a50d96e09b335f2ceb4f72a7314f52c9852c95f8cc0a5eb2a5e505a6,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__independent.json,97e019daafc6e0f8e6d7642db7fce674a3dd15a2627ac6f08332f2bef80d01be,6058.818401851069,1666.3475643684983,34,21,0,batched,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stage1_50_route_fix/solutions/stream1__cooperative.json,1bd9e298a9be59b9f06d1bfe9fc83bc86380723643ef1e314b9bf21db908f695,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stage1_50_route_fix/certificates/stream1__cooperative.json,61e9e438d0d21b6be8d96b9796cc713787d5db19dbeadbb6c07dd9b8f4bd0a82,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stage1_50_route_fix/stage_evidence/stream1__cooperative.json,f8f0cc7b65833c1f6d79eb2a9a293764f8e93ad0e8d493479947566d9c6ee277
independent,1,1,50,50,6502.083732045512,1834.7382269120183,0,0,,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.events.json,ae08f81e5b8efd93b6c2d95abc405623ae355926c4c23fd31681c0fa8824d6a9,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.owners.csv,66a6b7211192e69725d6fa76a3c747e8a855744570f9389229ca24fa804eebe1,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__independent.json,47884212a50d96e09b335f2ceb4f72a7314f52c9852c95f8cc0a5eb2a5e505a6,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__independent.json,97e019daafc6e0f8e6d7642db7fce674a3dd15a2627ac6f08332f2bef80d01be,6058.818401851069,1666.3475643684983,34,21,0,batched,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stage1_50_route_fix/solutions/stream1__independent.json,2956c5fbe3c374e4981123095cfe55f6d4ced1faa59f7d40fbeab2648e126d4c,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stage1_50_route_fix/certificates/stream1__independent.json,5fb014e4f708e0f1aae3f3ea90b22499d7dce34ffa1d9a6c51f222073fc6e3c1,baselines/e7_dynamic/e7_v2_20260714/preflight/shared_start_stage1_50_route_fix/stage_evidence/stream1__independent.json,98138dcc8836d422e6a6082f825a13c035c67c1d3dca9701a894492f6720612f
