stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,6632.182352118544,6502.083732045512,-2.0008758028113554,2008.7422959146252,1834.7382269120183
